municipio,provincia,codigo_ine,num_centros_salud,municipio_nombre_humano
Friera de Valverde,Zamora,49078,1,Friera de Valverde
Frigiliana,Málaga,29053,1,Frigiliana
Friol,Lugo,27020,1,Friol
Frómista,Palencia,34074,1,Frómista
Frontera,Santa Cruz de Tenerife,38013,2,Frontera
Frontera (La),Cuenca,16085,1,La Frontera
Fruiz,Bizkaia,48035,1,Fruiz
Frumales,Segovia,40081,1,Frumales
Fuembellida,Guadalajara,19118,1,Fuembellida
Fuencaliente,Ciudad Real,13042,1,Fuencaliente
Fuencaliente de la Palma,Santa Cruz de Tenerife,38014,1,Fuencaliente de la Palma
Fuencemillán,Guadalajara,19119,1,Fuencemillán
Fuendejalón,Zaragoza,50113,1,Fuendejalón
Fuendetodos,Zaragoza,50114,1,Fuendetodos
Fuenferrada,Teruel,44110,1,Fuenferrada
Fuengirola,Málaga,29054,2,Fuengirola
Fuenlabrada,Madrid,28058,8,Fuenlabrada
Fuenlabrada de los Montes,Badajoz,6051,1,Fuenlabrada de los Montes
Fuenllana,Ciudad Real,13043,1,Fuenllana
Fuenmayor,La Rioja,26064,1,Fuenmayor
Fuensaldaña,Valladolid,47066,1,Fuensaldaña
Fuensalida,Toledo,45066,1,Fuensalida
Fuensanta,Albacete,2032,1,Fuensanta
Fuensanta de Martos,Jaén,23034,1,Fuensanta de Martos
Fuente Álamo de Murcia,Murcia,30021,9,Fuente Álamo de Murcia
Fuente Carreteros,Córdoba,14901,0,Fuente Carreteros
Fuente de Cantos,Badajoz,6052,1,Fuente de Cantos
Fuente de Pedro Naharro,Cuenca,16086,1,Fuente de Pedro Naharro
Fuente de Piedra,Málaga,29055,1,Fuente de Piedra
Fuente de San Esteban (La),Salamanca,37135,4,La Fuente de San Esteban
Fuente de Santa Cruz,Segovia,40082,1,Fuente de Santa Cruz
Fuente del Arco,Badajoz,6053,1,Fuente del Arco
Fuente del Maestre,Badajoz,6054,1,Fuente del Maestre
Fuente el Fresno,Ciudad Real,13044,3,Fuente el Fresno
Fuente el Olmo de Fuentidueña,Segovia,40083,2,Fuente el Olmo de Fuentidueña
Fuente el Olmo de Íscar,Segovia,40084,1,Fuente el Olmo de Íscar
Fuente el Saúz,Ávila,5077,1,Fuente el Saúz
Fuente el Saz de Jarama,Madrid,28059,1,Fuente el Saz de Jarama
Fuente el Sol,Valladolid,47067,1,Fuente el Sol
Fuente Encalada,Zamora,49079,1,Fuente Encalada
Fuente la Lancha,Córdoba,14028,1,Fuente la Lancha
Fuente la Reina,Castellón,12063,1,Fuente la Reina
Fuente Obejuna,Córdoba,14029,15,Fuente Obejuna
Fuente Palmera,Córdoba,14030,5,Fuente Palmera
Fuente Vaqueros,Granada,18079,1,Fuente Vaqueros
Fuente-Álamo,Albacete,2033,1,Fuente-Álamo
Fuente-Olmedo,Valladolid,47068,1,Fuente-Olmedo
Fuente-Tójar,Córdoba,14031,2,Fuente-Tójar
Fuentealbilla,Albacete,2034,2,Fuentealbilla
Fuentearmegil,Soria,42085,4,Fuentearmegil
Fuentebureba,Burgos,9135,2,Fuentebureba
Fuentecambrón,Soria,42086,2,Fuentecambrón
Fuentecantos,Soria,42087,1,Fuentecantos
Fuentecén,Burgos,9136,1,Fuentecén
Fuenteguinaldo,Salamanca,37136,1,Fuenteguinaldo
Fuenteheridos,Huelva,21033,1,Fuenteheridos
Fuentelahiguera de Albatages,Guadalajara,19120,1,Fuentelahiguera de Albatages
Fuentelapeña,Zamora,49080,1,Fuentelapeña
Fuentelcésped,Burgos,9137,1,Fuentelcésped
Fuentelencina,Guadalajara,19121,1,Fuentelencina
Fuentelespino de Haro,Cuenca,16087,1,Fuentelespino de Haro
Fuentelespino de Moya,Cuenca,16088,1,Fuentelespino de Moya
Fuenteliante,Salamanca,37137,1,Fuenteliante
Fuentelisendo,Burgos,9138,1,Fuentelisendo
Fuentelmonge,Soria,42088,1,Fuentelmonge
Fuentelsaz,Guadalajara,19122,1,Fuentelsaz
Fuentelsaz de Soria,Soria,42089,0,Fuentelsaz de Soria
Fuentelviejo,Guadalajara,19123,1,Fuentelviejo
Fuentemolinos,Burgos,9139,1,Fuentemolinos
Fuentenava de Jábaga,Cuenca,16904,5,Fuentenava de Jábaga
Fuentenebro,Burgos,9140,1,Fuentenebro
Fuentenovilla,Guadalajara,19124,1,Fuentenovilla
Fuentepelayo,Segovia,40086,1,Fuentepelayo
Fuentepinilla,Soria,42090,3,Fuentepinilla
Fuentepiñel,Segovia,40087,1,Fuentepiñel
Fuenterrebollo,Segovia,40088,1,Fuenterrebollo
Fuenterroble de Salvatierra,Salamanca,37138,1,Fuenterroble de Salvatierra
Fuenterrobles,Valencia,46129,1,Fuenterrobles
Fuentes,Cuenca,16089,1,Fuentes
Fuentes Calientes,Teruel,44111,1,Fuentes Calientes
Fuentes Claras,Teruel,44112,1,Fuentes Claras
Fuentes de Andalucía,Sevilla,41042,1,Fuentes de Andalucía
Fuentes de Año,Ávila,5078,1,Fuentes de Año
Fuentes de Ayódar,Castellón,12064,1,Fuentes de Ayódar
Fuentes de Béjar,Salamanca,37139,1,Fuentes de Béjar
Fuentes de Carbajal,León,24074,2,Fuentes de Carbajal
Fuentes de Ebro,Zaragoza,50115,1,Fuentes de Ebro
Fuentes de Jiloca,Zaragoza,50116,1,Fuentes de Jiloca
Fuentes de León,Badajoz,6055,1,Fuentes de León
Fuentes de Magaña,Soria,42092,1,Fuentes de Magaña
Fuentes de Nava,Palencia,34076,1,Fuentes de Nava
Fuentes de Oñoro,Salamanca,37140,1,Fuentes de Oñoro
Fuentes de Ropel,Zamora,49082,1,Fuentes de Ropel
Fuentes de Rubielos,Teruel,44113,1,Fuentes de Rubielos
Fuentes de Valdepero,Palencia,34077,1,Fuentes de Valdepero
Fuentesaúco,Zamora,49081,1,Fuentesaúco
Fuentesaúco de Fuentidueña,Segovia,40089,1,Fuentesaúco de Fuentidueña
Fuentesecas,Zamora,49083,1,Fuentesecas
Fuentesoto,Segovia,40091,2,Fuentesoto
Fuentespalda,Teruel,44114,1,Fuentespalda
Fuentespina,Burgos,9141,1,Fuentespina
Fuentespreadas,Zamora,49084,1,Fuentespreadas
Fuentestrún,Soria,42093,1,Fuentestrún
Fuentidueña,Segovia,40092,1,Fuentidueña
Fuentidueña de Tajo,Madrid,28060,1,Fuentidueña de Tajo
Fuerte del Rey,Jaén,23035,1,Fuerte del Rey
Fuertescusa,Cuenca,16091,1,Fuertescusa
Fueva (La),Huesca,22113,1,La Fueva
Fuliola (La),Lleida,25096,1,La Fuliola
Fulleda,Lleida,25097,1,Fulleda
Funes,Navarra,31107,1,Funes
Fustiñana,Navarra,31108,1,Fustiñana
Gabaldón,Cuenca,16092,1,Gabaldón
Gabias (Las),Granada,18905,3,Las Gabias
Gabiria,Gipuzkoa,20038,1,Gabiria
Gádor,Almería,4047,1,Gádor
Gaià,Barcelona,8090,0,Gaià
Gaianes,Alicante,3072,1,Gaianes
Gaibiel,Castellón,12065,1,Gaibiel
Gaintza,Gipuzkoa,20037,0,Gaintza
Gajanejos,Guadalajara,19125,1,Gajanejos
Gajates,Salamanca,37141,1,Gajates
Galapagar,Madrid,28061,1,Galapagar
Galápagos,Guadalajara,19126,1,Galápagos
Galar,Navarra,31109,5,Galar
Galaroza,Huelva,21034,1,Galaroza
Galbarros,Burgos,9143,0,Galbarros
Galbárruli,La Rioja,26065,1,Galbárruli
Galdakao,Bizkaia,48036,3,Galdakao
Galdames,Bizkaia,48037,2,Galdames
Gáldar,Las Palmas,35009,3,Gáldar
Galende,Zamora,49085,5,Galende
Galera,Granada,18082,2,Galera
Galera (La),Tarragona,43063,1,La Galera
Galilea,La Rioja,26066,1,Galilea
Galindo y Perahuy,Salamanca,37142,1,Galindo y Perahuy
Galinduste,Salamanca,37143,1,Galinduste
Galisancho,Salamanca,37144,3,Galisancho
Galisteo,Cáceres,10076,1,Galisteo
Gallardos (Los),Almería,4048,2,Los Gallardos
Gallega (La),Burgos,9144,1,La Gallega
Gallegos,Segovia,40093,1,Gallegos
Gallegos de Altamiros,Ávila,5079,2,Gallegos de Altamiros
Gallegos de Argañán,Salamanca,37145,1,Gallegos de Argañán
Gallegos de Hornija,Valladolid,47069,1,Gallegos de Hornija
Gallegos de Sobrinos,Ávila,5080,2,Gallegos de Sobrinos
Gallegos de Solmirón,Salamanca,37146,1,Gallegos de Solmirón
Gallegos del Pan,Zamora,49086,1,Gallegos del Pan
Gallegos del Río,Zamora,49087,7,Gallegos del Río
Gallifa,Barcelona,8087,0,Gallifa
Gallinero de Cameros,La Rioja,26067,1,Gallinero de Cameros
Gallipienzo/Galipentzu,Navarra,31110,1,Gallipienzo/Galipentzu
Gallocanta,Zaragoza,50117,1,Gallocanta
Gallués/Galoze,Navarra,31111,3,Gallués/Galoze
Gallur,Zaragoza,50118,1,Gallur
Galve,Teruel,44115,1,Galve
Galve de Sorbe,Guadalajara,19127,1,Galve de Sorbe
Gálvez,Toledo,45067,1,Gálvez
Gamiz-Fika,Bizkaia,48038,2,Gamiz-Fika
Gamones,Zamora,49088,1,Gamones
Gandesa,Tarragona,43064,1,Gandesa
Gandia,Valencia,46131,6,Gandia
Garaballa,Cuenca,16093,1,Garaballa
Garachico,Santa Cruz de Tenerife,38015,2,Garachico
Garafía,Santa Cruz de Tenerife,38016,2,Garafía
Garai,Bizkaia,48039,0,Garai
Garaioa,Navarra,31112,1,Garaioa
Garbayuela,Badajoz,6056,1,Garbayuela
Garcia,Tarragona,43065,1,Garcia
Garciaz,Cáceres,10077,1,Garciaz
Garcibuey,Salamanca,37147,1,Garcibuey
Garcihernández,Salamanca,37148,2,Garcihernández
Garcillán,Segovia,40094,1,Garcillán
Garciotum,Toledo,45068,1,Garciotum
Garcirrey,Salamanca,37149,0,Garcirrey
Garde,Navarra,31113,1,Garde
Gargallo,Teruel,44116,1,Gargallo
Garganta (La),Cáceres,10078,1,La Garganta
Garganta de los Montes,Madrid,28062,2,Garganta de los Montes
Garganta del Villar,Ávila,5081,1,Garganta del Villar
Garganta la Olla,Cáceres,10079,1,Garganta la Olla
Gargantilla,Cáceres,10080,1,Gargantilla
Gargantilla del Lozoya y Pinilla de Buitrago,Madrid,28063,2,Gargantilla del Lozoya y Pinilla de Buitrago
Gargüera,Cáceres,10081,1,Gargüera
Garidells (Els),Tarragona,43066,1,Els Garidells
Garínoain,Navarra,31114,0,Garínoain
Garlitos,Badajoz,6057,1,Garlitos
Garrafe de Torío,León,24076,6,Garrafe de Torío
Garralda,Navarra,31115,1,Garralda
Garray,Soria,42094,1,Garray
Garriga (La),Barcelona,8088,1,La Garriga
Garrigàs,Girona,17075,1,Garrigàs
Garrigoles,Girona,17076,0,Garrigoles
Garriguella,Girona,17077,1,Garriguella
Garrobo (El),Sevilla,41043,1,El Garrobo
Garrovilla (La),Badajoz,6058,1,La Garrovilla
Garrovillas de Alconétar,Cáceres,10082,1,Garrovillas de Alconétar
Garrucha,Almería,4049,1,Garrucha
Garvín,Cáceres,10083,1,Garvín
Gascones,Madrid,28064,1,Gascones
Gascueña,Cuenca,16094,1,Gascueña
Gascueña de Bornova,Guadalajara,19129,1,Gascueña de Bornova
Gastor (El),Cádiz,11018,1,El Gastor
Gata,Cáceres,10084,2,Gata
Gata de Gorgos,Alicante,3071,1,Gata de Gorgos
Gatika,Bizkaia,48040,1,Gatika
Gatón de Campos,Valladolid,47070,1,Gatón de Campos
Gátova,Valencia,46902,1,Gátova
Gaucín,Málaga,29056,1,Gaucín
Gautegiz Arteaga,Bizkaia,48041,1,Gautegiz Arteaga
Gavà,Barcelona,8089,2,Gavà
Gavarda,Valencia,46130,1,Gavarda
Gavet de la Conca,Lleida,25098,1,Gavet de la Conca
Gavilanes,Ávila,5082,1,Gavilanes
Gaztelu,Gipuzkoa,20907,1,Gaztelu
Gea de Albarracín,Teruel,44117,1,Gea de Albarracín
Gejuelo del Barro,Salamanca,37150,1,Gejuelo del Barro
Geldo,Castellón,12067,1,Geldo
Gelida,Barcelona,8091,1,Gelida
Gelsa,Zaragoza,50119,1,Gelsa
Gelves,Sevilla,41044,1,Gelves
Gema,Zamora,49090,1,Gema
Gemuño,Ávila,5083,1,Gemuño
Genalguacil,Málaga,29057,1,Genalguacil
Génave,Jaén,23037,1,Génave
Genevilla,Navarra,31116,1,Genevilla
Genovés (el),Valencia,46132,1,El Genovés
Ger,Girona,17078,1,Ger
Gerena,Sevilla,41045,1,Gerena
Gérgal,Almería,4050,3,Gérgal
Geria,Valladolid,47071,1,Geria
Gerindote,Toledo,45069,1,Gerindote
Gernika-Lumo,Bizkaia,48046,2,Gernika-Lumo
Gestalgar,Valencia,46133,1,Gestalgar
Getafe,Madrid,28065,9,Getafe
Getaria,Gipuzkoa,20039,1,Getaria
Getxo,Bizkaia,48044,3,Getxo
Gibraleón,Huelva,21035,1,Gibraleón
Gijón,Asturias,33024,15,Gijón
Gil García,Ávila,5085,1,Gil García
Gilbuena,Ávila,5084,1,Gilbuena
Gilena,Sevilla,41046,1,Gilena
Gilet,Valencia,46134,1,Gilet
Gimenells i el Pla de la Font,Lleida,25912,2,Gimenells i el Pla de la Font
Gimialcón,Ávila,5086,1,Gimialcón
Gimileo,La Rioja,26068,1,Gimileo
Ginebrosa (La),Teruel,44118,1,La Ginebrosa
Gines,Sevilla,41047,1,Gines
Ginestar,Tarragona,43067,1,Ginestar
Gineta (La),Albacete,2035,1,La Gineta
Girona,Girona,17079,7,Girona
Gironella,Barcelona,8092,1,Gironella
Gisclareny,Barcelona,8093,0,Gisclareny
Gistaín,Huesca,22114,1,Gistaín
Gizaburuaga,Bizkaia,48047,1,Gizaburuaga
Gobernador,Granada,18083,1,Gobernador
Godall,Tarragona,43068,1,Godall
Godella,Valencia,46135,1,Godella
Godelleta,Valencia,46136,1,Godelleta
Godojos,Zaragoza,50120,1,Godojos
Goizueta,Navarra,31117,1,Goizueta
Gójar,Granada,18084,1,Gójar
Golmayo,Soria,42095,8,Golmayo
Golmés,Lleida,25099,1,Golmés
Golosalvo,Albacete,2036,1,Golosalvo
Golpejas,Salamanca,37151,1,Golpejas
Gómara,Soria,42096,1,Gómara
Gombrèn,Girona,17080,1,Gombrèn
Gomecello,Salamanca,37152,1,Gomecello
Gomesende,Ourense,32033,1,Gomesende
Gomezserracín,Segovia,40095,1,Gomezserracín
Gondomar,Pontevedra,36021,1,Gondomar
Goñi,Navarra,31118,2,Goñi
Gor,Granada,18085,4,Gor
Gorafe,Granada,18086,1,Gorafe
Gordaliza del Pino,León,24077,1,Gordaliza del Pino
Gordexola,Bizkaia,48042,1,Gordexola
Gordo (El),Cáceres,10085,1,El Gordo
Gordoncillo,León,24078,1,Gordoncillo
Gorga,Alicante,3073,1,Gorga
Gorliz,Bizkaia,48043,1,Gorliz
Gormaz,Soria,42097,1,Gormaz
Gósol,Lleida,25100,1,Gósol
Gotarrendura,Ávila,5087,1,Gotarrendura
Gotor,Zaragoza,50121,1,Gotor
Gozón,Asturias,33025,3,Gozón
Gradefes,León,24079,3,Gradefes
Grado,Asturias,33026,3,Grado
Grado (El),Huesca,22115,4,El Grado
Graja de Campalbo,Cuenca,16095,1,Graja de Campalbo
Graja de Iniesta,Cuenca,16096,1,Graja de Iniesta
Grajal de Campos,León,24080,1,Grajal de Campos
Grajera,Segovia,40097,1,Grajera
Granada,Granada,18087,21,Granada
Granada (La),Barcelona,8094,1,La Granada
Granada de Río-Tinto (La),Huelva,21036,1,La Granada de Río-Tinto
Granadella (La),Lleida,25101,1,La Granadella
Granadilla de Abona,Santa Cruz de Tenerife,38017,4,Granadilla de Abona
Granado (El),Huelva,21037,1,El Granado
Granátula de Calatrava,Ciudad Real,13045,1,Granátula de Calatrava
Grandas de Salime,Asturias,33027,1,Grandas de Salime
Grandes y San Martín,Ávila,5088,2,Grandes y San Martín
Granera,Barcelona,8095,0,Granera
Granja (La),Cáceres,10086,1,La Granja
Granja d'Escarp (La),Lleida,25102,1,La Granja d'Escarp
Granja de la Costera (la),Valencia,46137,1,La Granja de la Costera
Granja de Moreruela,Zamora,49091,1,Granja de Moreruela
Granja de Rocamora,Alicante,3074,1,Granja de Rocamora
Granja de Torrehermosa,Badajoz,6059,1,Granja de Torrehermosa
Granjuela (La),Córdoba,14032,1,La Granjuela
Granollers,Barcelona,8096,2,Granollers
Granucillo,Zamora,49092,2,Granucillo
Granyanella,Lleida,25103,0,Granyanella
Granyena de les Garrigues,Lleida,25105,1,Granyena de les Garrigues
Granyena de Segarra,Lleida,25104,1,Granyena de Segarra
Grañén,Huesca,22116,5,Grañén
Grañón,La Rioja,26069,1,Grañón
Gratallops,Tarragona,43069,1,Gratallops
Graus,Huesca,22117,5,Graus
Grávalos,La Rioja,26070,1,Grávalos
Grazalema,Cádiz,11019,2,Grazalema
Griegos,Teruel,44119,1,Griegos
Grijalba,Burgos,9148,1,Grijalba
Grijota,Palencia,34079,1,Grijota
Griñón,Madrid,28066,1,Griñón
Grisaleña,Burgos,9149,1,Grisaleña
Grisel,Zaragoza,50122,1,Grisel
Grisén,Zaragoza,50123,1,Grisén
Grove (O),Pontevedra,36022,1,O Grove
Guadahortuna,Granada,18088,1,Guadahortuna
Guadalajara,Guadalajara,19130,9,Guadalajara
Guadalaviar,Teruel,44120,1,Guadalaviar
Guadalcanal,Sevilla,41048,1,Guadalcanal
Guadalcázar,Córdoba,14033,1,Guadalcázar
Guadalix de la Sierra,Madrid,28067,1,Guadalix de la Sierra
Guadalmez,Ciudad Real,13046,1,Guadalmez
Guadalupe,Cáceres,10087,1,Guadalupe
Guadamur,Toledo,45070,1,Guadamur
Guadarrama,Madrid,28068,1,Guadarrama
Guadasséquies,Valencia,46138,1,Guadasséquies
Guadassuar,Valencia,46139,1,Guadassuar
Guadiana,Badajoz,6903,1,Guadiana
Guadix,Granada,18089,8,Guadix
Guadramiro,Salamanca,37154,1,Guadramiro
Guájares (Los),Granada,18906,3,Los Guájares
Gualba,Barcelona,8097,1,Gualba
Gualchos,Granada,18093,2,Gualchos
Gualta,Girona,17081,1,Gualta
Guancha (La),Santa Cruz de Tenerife,38018,2,La Guancha
Guarda (A),Pontevedra,36023,1,A Guarda
Guardamar de la Safor,Valencia,46140,1,Guardamar de la Safor
Guardamar del Segura,Alicante,3076,2,Guardamar del Segura
Guardia (La),Toledo,45071,1,La Guardia
Guardia de Jaén (La),Jaén,23038,1,La Guardia de Jaén
Guardiola de Berguedà,Barcelona,8099,1,Guardiola de Berguedà
Guardo,Palencia,34080,1,Guardo
Guareña,Badajoz,6060,2,Guareña
Guaro,Málaga,29058,1,Guaro
Guarrate,Zamora,49093,1,Guarrate
Guarromán,Jaén,23039,1,Guarromán
Guaza de Campos,Palencia,34081,1,Guaza de Campos
Gúdar,Teruel,44121,1,Gúdar
Gudiña (A),Ourense,32034,1,A Gudiña
Güéjar Sierra,Granada,18094,1,Güéjar Sierra
Güeñes,Bizkaia,48045,4,Güeñes
Güesa/Gorza,Navarra,31119,2,Güesa/Gorza
Guesálaz/Gesalatz,Navarra,31120,1,Guesálaz/Gesalatz
Güevéjar,Granada,18095,1,Güevéjar
Guía de Isora,Santa Cruz de Tenerife,38019,4,Guía de Isora
Guiamets (Els),Tarragona,43070,1,Els Guiamets
Guijarrosa (La),Córdoba,14902,0,La Guijarrosa
Guijo (El),Córdoba,14034,1,El Guijo
Guijo de Ávila,Salamanca,37155,1,Guijo de Ávila
Guijo de Coria,Cáceres,10088,1,Guijo de Coria
Guijo de Galisteo,Cáceres,10089,3,Guijo de Galisteo
Guijo de Granadilla,Cáceres,10090,2,Guijo de Granadilla
Guijo de Santa Bárbara,Cáceres,10091,1,Guijo de Santa Bárbara
Guijuelo,Salamanca,37156,4,Guijuelo
Guillena,Sevilla,41049,3,Guillena
Guils de Cerdanya,Girona,17082,1,Guils de Cerdanya
Güímar,Santa Cruz de Tenerife,38020,3,Güímar
Guimerà,Lleida,25109,1,Guimerà
Guingueta d'Àneu (La),Lleida,25903,1,La Guingueta d'Àneu
Guirguillano,Navarra,31121,0,Guirguillano
Guisando,Ávila,5089,1,Guisando
Guissona,Lleida,25110,1,Guissona
Guitiriz,Lugo,27022,2,Guitiriz
Guixers,Lleida,25111,0,Guixers
Gumiel de Izán,Burgos,9151,1,Gumiel de Izán
Gumiel de Mercado,Burgos,9152,1,Gumiel de Mercado
Guntín,Lugo,27023,2,Guntín
Gurb,Barcelona,8100,1,Gurb
Guriezo,Cantabria,39030,1,Guriezo
Gurrea de Gállego,Huesca,22119,3,Gurrea de Gállego
Gusendos de los Oteros,León,24081,2,Gusendos de los Oteros
Gutierre-Muñoz,Ávila,5090,1,Gutierre-Muñoz
Haba (La),Badajoz,6061,1,La Haba
Hacinas,Burgos,9154,1,Hacinas
Harana/Valle de Arana,Álava,1056,0,Harana/Valle de Arana
Haría,Las Palmas,35010,2,Haría
Haro,La Rioja,26071,1,Haro
Haza,Burgos,9155,1,Haza
Hazas de Cesto,Cantabria,39031,2,Hazas de Cesto
Helechosa de los Montes,Badajoz,6062,2,Helechosa de los Montes
Hellín,Albacete,2037,11,Hellín
Henarejos,Cuenca,16097,1,Henarejos
Henche,Guadalajara,19132,1,Henche
Heras de Ayuso,Guadalajara,19133,1,Heras de Ayuso
Herbers,Castellón,12068,1,Herbers
Herce,La Rioja,26072,1,Herce
Herencia,Ciudad Real,13047,1,Herencia
Herencias (Las),Toledo,45072,2,Las Herencias
Herguijuela,Cáceres,10092,1,Herguijuela
Herguijuela de Ciudad Rodrigo,Salamanca,37157,2,Herguijuela de Ciudad Rodrigo
Herguijuela de la Sierra,Salamanca,37158,2,Herguijuela de la Sierra
Herguijuela del Campo,Salamanca,37159,2,Herguijuela del Campo
Hermandad de Campoo de Suso,Cantabria,39032,1,Hermandad de Campoo de Suso
Hérmedes de Cerrato,Palencia,34082,1,Hérmedes de Cerrato
Hermigua,Santa Cruz de Tenerife,38021,1,Hermigua
Hermisende,Zamora,49094,2,Hermisende
Hernán-Pérez,Cáceres,10093,1,Hernán-Pérez
Hernani,Gipuzkoa,20040,1,Hernani
Hernansancho,Ávila,5092,1,Hernansancho
Hernialde,Gipuzkoa,20041,0,Hernialde
Herradón de Pinares,Ávila,5093,2,Herradón de Pinares
Herramélluri,La Rioja,26073,1,Herramélluri
Herrera,Sevilla,41050,1,Herrera
Herrera (La),Albacete,2038,1,La Herrera
Herrera de Alcántara,Cáceres,10094,1,Herrera de Alcántara
Herrera de los Navarros,Zaragoza,50124,1,Herrera de los Navarros
Herrera de Pisuerga,Palencia,34083,4,Herrera de Pisuerga
Herrera de Soria,Soria,42098,1,Herrera de Soria
Herrera de Valdecañas,Palencia,34084,1,Herrera de Valdecañas
Herrera del Duque,Badajoz,6063,2,Herrera del Duque
Herrería,Guadalajara,19134,1,Herrería
Herrerías,Cantabria,39033,1,Herrerías
Herreros de Suso,Ávila,5094,1,Herreros de Suso
Herreruela,Cáceres,10095,1,Herreruela
Herreruela de Oropesa,Toledo,45073,1,Herreruela de Oropesa
Herrín de Campos,Valladolid,47073,1,Herrín de Campos
Herrumblar (El),Cuenca,16098,1,El Herrumblar
Hervás,Cáceres,10096,1,Hervás
Hervías,La Rioja,26074,1,Hervías
Hiendelaencina,Guadalajara,19135,1,Hiendelaencina
Higuera,Cáceres,10097,1,Higuera
Higuera de Calatrava,Jaén,23041,1,Higuera de Calatrava
Higuera de la Serena,Badajoz,6064,1,Higuera de la Serena
Higuera de la Sierra,Huelva,21038,1,Higuera de la Sierra
Higuera de las Dueñas,Ávila,5095,1,Higuera de las Dueñas
Higuera de Llerena,Badajoz,6065,1,Higuera de Llerena
Higuera de Vargas,Badajoz,6066,1,Higuera de Vargas
Higuera la Real,Badajoz,6067,1,Higuera la Real
Higueras,Castellón,12069,1,Higueras
Higueruela,Albacete,2039,1,Higueruela
Higueruelas,Valencia,46141,1,Higueruelas
Hija de Dios (La),Ávila,5096,1,La Hija de Dios
Híjar,Teruel,44122,1,Híjar
Hijes,Guadalajara,19136,1,Hijes
Hiniesta (La),Zamora,49095,1,La Hiniesta
Hinojal,Cáceres,10098,1,Hinojal
Hinojales,Huelva,21039,1,Hinojales
Hinojares,Jaén,23042,2,Hinojares
Hinojos,Huelva,21040,1,Hinojos
Hinojosa (La),Cuenca,16099,1,La Hinojosa
Hinojosa de Duero,Salamanca,37160,1,Hinojosa de Duero
Hinojosa de Jarque,Teruel,44123,2,Hinojosa de Jarque
Hinojosa de San Vicente,Toledo,45074,1,Hinojosa de San Vicente
Hinojosa del Campo,Soria,42100,1,Hinojosa del Campo
Hinojosa del Duque,Córdoba,14035,1,Hinojosa del Duque
Hinojosa del Valle,Badajoz,6068,1,Hinojosa del Valle
Hinojosas de Calatrava,Ciudad Real,13048,1,Hinojosas de Calatrava
Hinojosos (Los),Cuenca,16100,1,Los Hinojosos
Hiriberri/Villanueva de Aezkoa,Navarra,31256,1,Hiriberri/Villanueva de Aezkoa
Hiruela (La),Madrid,28069,1,La Hiruela
Hita,Guadalajara,19138,2,Hita
Hito (El),Cuenca,16101,1,El Hito
Holguera,Cáceres,10099,1,Holguera
Hombrados,Guadalajara,19139,1,Hombrados
Hondarribia,Gipuzkoa,20036,1,Hondarribia
Hondón de los Frailes,Alicante,3078,1,Hondón de los Frailes
Honrubia,Cuenca,16102,1,Honrubia
Honrubia de la Cuesta,Segovia,40099,1,Honrubia de la Cuesta
Hontalbilla,Segovia,40100,1,Hontalbilla
Hontanar,Toledo,45075,1,Hontanar
Hontanares de Eresma,Segovia,40101,1,Hontanares de Eresma
Hontanas,Burgos,9159,1,Hontanas
Hontanaya,Cuenca,16103,1,Hontanaya
Hontangas,Burgos,9160,1,Hontangas
Hontecillas,Cuenca,16104,1,Hontecillas
Hontoba,Guadalajara,19142,1,Hontoba
Hontoria de Cerrato,Palencia,34086,1,Hontoria de Cerrato
Hontoria de la Cantera,Burgos,9162,1,Hontoria de la Cantera
Hontoria de Valdearados,Burgos,9164,1,Hontoria de Valdearados
Hontoria del Pinar,Burgos,9163,3,Hontoria del Pinar
Horcajada (La),Ávila,5097,2,La Horcajada
Horcajo de la Sierra-Aoslos,Madrid,28070,1,Horcajo de la Sierra-Aoslos
Horcajo de las Torres,Ávila,5099,1,Horcajo de las Torres
Horcajo de los Montes,Ciudad Real,13049,1,Horcajo de los Montes
Horcajo de Montemayor,Salamanca,37161,1,Horcajo de Montemayor
Horcajo de Santiago,Cuenca,16106,1,Horcajo de Santiago
Horcajo Medianero,Salamanca,37162,2,Horcajo Medianero
Horcajuelo de la Sierra,Madrid,28071,2,Horcajuelo de la Sierra
Horche,Guadalajara,19143,1,Horche
Hormazas (Las),Burgos,9166,3,Las Hormazas
Hormigos,Toledo,45076,1,Hormigos
Hormilla,La Rioja,26075,1,Hormilla
Hormilleja,La Rioja,26076,1,Hormilleja
Hornachos,Badajoz,6069,1,Hornachos
Hornachuelos,Córdoba,14036,1,Hornachuelos
Hornillo (El),Ávila,5100,1,El Hornillo
Hornillos de Cameros,La Rioja,26077,0,Hornillos de Cameros
Hornillos de Cerrato,Palencia,34087,1,Hornillos de Cerrato
Hornillos de Eresma,Valladolid,47074,1,Hornillos de Eresma
Hornillos del Camino,Burgos,9167,1,Hornillos del Camino
Hornos,Jaén,23043,2,Hornos
Hornos de Moncalvillo,La Rioja,26078,1,Hornos de Moncalvillo
Horra (La),Burgos,9168,1,La Horra
Horta de Sant Joan,Tarragona,43071,1,Horta de Sant Joan
