municipio,provincia,municipio_nombre_humano,precio_m2_alquiler,num_casas_alquiler
Añe,Segovia,Añe,-,0
Arahuetes,Segovia,Arahuetes,-,0
Arcones,Segovia,Arcones,-,0
Arevalillo de Cega,Segovia,Arevalillo de Cega,-,0
Armuña,Segovia,Armuña,-,0
Ayllón,Segovia,Ayllón,4.81,3
Barbolla,Segovia,Barbolla,-,0
Basardilla,Segovia,Basardilla,6.65,2
Bercial,Segovia,Bercial,-,0
Bercimuel,Segovia,Bercimuel,-,0
Bernardos,Segovia,Bernardos,-,0
Bernuy de Porreros,Segovia,Bernuy de Porreros,3.96,2
Boceguillas,Segovia,Boceguillas,9.11,2
Brieva,Segovia,Brieva,-,0
Caballar,Segovia,Caballar,-,0
Cabañas de Polendos,Segovia,Cabañas de Polendos,-,0
Cabezuela,Segovia,Cabezuela,-,0
Calabazas de Fuentidueña,Segovia,Calabazas de Fuentidueña,-,0
Campo de San Pedro,Segovia,Campo de San Pedro,-,0
Cantalejo,Segovia,Cantalejo,4.29,3
Cantimpalos,Segovia,Cantimpalos,9.52,1
Carabias,Segovia,Carabias,-,0
Carbonero el Mayor,Segovia,Carbonero el Mayor,6.29,2
Carrascal del Río,Segovia,Carrascal del Río,-,0
Casla,Segovia,Casla,4.44,1
Castillejo de Mesleón,Segovia,Castillejo de Mesleón,-,0
Castro de Fuentidueña,Segovia,Castro de Fuentidueña,4.71,1
Castrojimeno,Segovia,Castrojimeno,-,0
Castroserna de Abajo,Segovia,Castroserna de Abajo,-,0
Castroserracín,Segovia,Castroserracín,-,0
Cedillo de la Torre,Segovia,Cedillo de la Torre,-,0
Cerezo de Abajo,Segovia,Cerezo de Abajo,-,0
Cerezo de Arriba,Segovia,Cerezo de Arriba,8.13,8
Chañe,Segovia,Chañe,-,0
Cilleruelo de San Mamés,Segovia,Cilleruelo de San Mamés,-,0
Cobos de Fuentidueña,Segovia,Cobos de Fuentidueña,-,0
Coca,Segovia,Coca,-,0
Codorniz,Segovia,Codorniz,-,0
Collado Hermoso,Segovia,Collado Hermoso,-,0
Condado de Castilnovo,Segovia,Condado de Castilnovo,-,0
Corral de Ayllón,Segovia,Corral de Ayllón,-,0
Cozuelos de Fuentidueña,Segovia,Cozuelos de Fuentidueña,-,0
Cubillo,Segovia,Cubillo,-,0
Cuéllar,Segovia,Cuéllar,3.53,2
Cuevas de Provanco,Segovia,Cuevas de Provanco,-,0
Domingo García,Segovia,Domingo García,-,0
Donhierro,Segovia,Donhierro,-,0
Duruelo,Segovia,Duruelo,-,0
Encinas,Segovia,Encinas,-,0
Encinillas,Segovia,Encinillas,-,0
Escalona del Prado,Segovia,Escalona del Prado,-,0
Escarabajosa de Cabezas,Segovia,Escarabajosa de Cabezas,2.5,1
Escobar de Polendos,Segovia,Escobar de Polendos,-,0
Espinar (El),Segovia,El Espinar,7.93,24
Espirdo,Segovia,Espirdo,6.48,3
Fresneda de Cuéllar,Segovia,Fresneda de Cuéllar,-,0
Fresno de Cantespino,Segovia,Fresno de Cantespino,3.65,1
Fresno de la Fuente,Segovia,Fresno de la Fuente,-,0
Frumales,Segovia,Frumales,-,0
Fuente de Santa Cruz,Segovia,Fuente de Santa Cruz,-,0
Fuente el Olmo de Fuentidueña,Segovia,Fuente el Olmo de Fuentidueña,-,0
Fuente el Olmo de Íscar,Segovia,Fuente el Olmo de Íscar,-,0
Fuentepelayo,Segovia,Fuentepelayo,-,0
Fuentepiñel,Segovia,Fuentepiñel,-,0
Fuenterrebollo,Segovia,Fuenterrebollo,-,0
Fuentesaúco de Fuentidueña,Segovia,Fuentesaúco de Fuentidueña,-,0
Fuentesoto,Segovia,Fuentesoto,-,0
Fuentidueña,Segovia,Fuentidueña,-,0
Gallegos,Segovia,Gallegos,-,0
Garcillán,Segovia,Garcillán,-,0
Gomezserracín,Segovia,Gomezserracín,-,0
Grajera,Segovia,Grajera,4.93,2
Honrubia de la Cuesta,Segovia,Honrubia de la Cuesta,-,0
Hontalbilla,Segovia,Hontalbilla,-,0
Hontanares de Eresma,Segovia,Hontanares de Eresma,-,0
Huertos (Los),Segovia,Los Huertos,-,0
Ituero y Lama,Segovia,Ituero y Lama,5.87,3
Juarros de Riomoros,Segovia,Juarros de Riomoros,-,0
Juarros de Voltoya,Segovia,Juarros de Voltoya,-,0
Labajos,Segovia,Labajos,-,0
Laguna de Contreras,Segovia,Laguna de Contreras,-,0
Languilla,Segovia,Languilla,-,0
Lastras de Cuéllar,Segovia,Lastras de Cuéllar,4.96,1
Lastras del Pozo,Segovia,Lastras del Pozo,-,0
Lastrilla (La),Segovia,La Lastrilla,7.53,8
Losa (La),Segovia,La Losa,-,0
Maderuelo,Segovia,Maderuelo,-,0
Marazoleja,Segovia,Marazoleja,-,0
Marazuela,Segovia,Marazuela,-,0
Martín Miguel,Segovia,Martín Miguel,-,0
Martín Muñoz de la Dehesa,Segovia,Martín Muñoz de la Dehesa,-,0
Martín Muñoz de las Posadas,Segovia,Martín Muñoz de las Posadas,-,0
Marugán,Segovia,Marugán,5.5,2
Mata de Cuéllar,Segovia,Mata de Cuéllar,-,0
Matabuena,Segovia,Matabuena,-,0
Matilla (La),Segovia,La Matilla,-,0
Melque de Cercos,Segovia,Melque de Cercos,-,0
Membibre de la Hoz,Segovia,Membibre de la Hoz,-,0
Migueláñez,Segovia,Migueláñez,-,0
Montejo de Arévalo,Segovia,Montejo de Arévalo,-,0
Montejo de la Vega de la Serrezuela,Segovia,Montejo de la Vega de la Serrezuela,-,0
Monterrubio,Segovia,Monterrubio,-,0
Moral de Hornuez,Segovia,Moral de Hornuez,-,0
Mozoncillo,Segovia,Mozoncillo,6.86,1
Muñopedro,Segovia,Muñopedro,-,0
Muñoveros,Segovia,Muñoveros,-,0
Nava de la Asunción,Segovia,Nava de la Asunción,9.58,1
Navafría,Segovia,Navafría,-,0
Navalilla,Segovia,Navalilla,-,0
Navalmanzano,Segovia,Navalmanzano,3.75,1
Navares de Ayuso,Segovia,Navares de Ayuso,-,0
Navares de Enmedio,Segovia,Navares de Enmedio,-,0
Navares de las Cuevas,Segovia,Navares de las Cuevas,-,0
Navas de Oro,Segovia,Navas de Oro,-,0
Navas de Riofrío,Segovia,Navas de Riofrío,9.75,1
Navas de San Antonio,Segovia,Navas de San Antonio,-,0
Nieva,Segovia,Nieva,-,0
Olombrada,Segovia,Olombrada,-,0
Orejana,Segovia,Orejana,-,0
Ortigosa de Pestaño,Segovia,Ortigosa de Pestaño,-,0
Ortigosa del Monte,Segovia,Ortigosa del Monte,3.95,1
Otero de Herreros,Segovia,Otero de Herreros,-,0
Pajarejos,Segovia,Pajarejos,-,0
Palazuelos de Eresma,Segovia,Palazuelos de Eresma,7.12,7
Pedraza,Segovia,Pedraza,8.0,1
Pelayos del Arroyo,Segovia,Pelayos del Arroyo,-,0
Perosillo,Segovia,Perosillo,-,0
Pinarejos,Segovia,Pinarejos,-,0
Pinarnegrillo,Segovia,Pinarnegrillo,-,0
Prádena,Segovia,Prádena,4.4,1
Puebla de Pedraza,Segovia,Puebla de Pedraza,-,0
Rapariegos,Segovia,Rapariegos,-,0
Real Sitio de San Ildefonso,Segovia,Real Sitio de San Ildefonso,-,0
Rebollo,Segovia,Rebollo,-,0
Remondo,Segovia,Remondo,-,0
Riaguas de San Bartolomé,Segovia,Riaguas de San Bartolomé,-,0
Riaza,Segovia,Riaza,6.28,23
Ribota,Segovia,Ribota,-,0
Riofrío de Riaza,Segovia,Riofrío de Riaza,-,0
Roda de Eresma,Segovia,Roda de Eresma,-,0
Sacramenia,Segovia,Sacramenia,-,0
Samboal,Segovia,Samboal,-,0
San Cristóbal de Cuéllar,Segovia,San Cristóbal de Cuéllar,-,0
San Cristóbal de la Vega,Segovia,San Cristóbal de la Vega,2.99,1
San Cristóbal de Segovia,Segovia,San Cristóbal de Segovia,5.98,2
San Martín y Mudrián,Segovia,San Martín y Mudrián,-,0
San Miguel de Bernuy,Segovia,San Miguel de Bernuy,-,0
San Pedro de Gaíllos,Segovia,San Pedro de Gaíllos,-,0
Sanchonuño,Segovia,Sanchonuño,-,0
Sangarcía,Segovia,Sangarcía,-,0
Santa María la Real de Nieva,Segovia,Santa María la Real de Nieva,-,0
Santa Marta del Cerro,Segovia,Santa Marta del Cerro,-,0
Santiuste de Pedraza,Segovia,Santiuste de Pedraza,-,0
Santiuste de San Juan Bautista,Segovia,Santiuste de San Juan Bautista,2.66,1
Santo Domingo de Pirón,Segovia,Santo Domingo de Pirón,6.88,1
Santo Tomé del Puerto,Segovia,Santo Tomé del Puerto,-,0
Sauquillo de Cabezas,Segovia,Sauquillo de Cabezas,-,0
Sebúlcor,Segovia,Sebúlcor,-,0
Segovia,Segovia,Segovia,9.46,224
Sepúlveda,Segovia,Sepúlveda,4.33,2
Sequera de Fresno,Segovia,Sequera de Fresno,-,0
Sotillo,Segovia,Sotillo,-,0
Sotosalbos,Segovia,Sotosalbos,6.68,3
Tabanera la Luenga,Segovia,Tabanera la Luenga,-,0
Tolocirio,Segovia,Tolocirio,-,0
Torre Val de San Pedro,Segovia,Torre Val de San Pedro,-,0
Torreadrada,Segovia,Torreadrada,-,0
Torrecaballeros,Segovia,Torrecaballeros,7.58,3
Torrecilla del Pinar,Segovia,Torrecilla del Pinar,-,0
Torreiglesias,Segovia,Torreiglesias,7.0,1
Trescasas,Segovia,Trescasas,6.43,1
Turégano,Segovia,Turégano,-,0
Urueñas,Segovia,Urueñas,-,0
Valdeprados,Segovia,Valdeprados,-,0
Valdevacas de Montejo,Segovia,Valdevacas de Montejo,-,0
Valdevacas y Guijar,Segovia,Valdevacas y Guijar,-,0
Valle de Tabladillo,Segovia,Valle de Tabladillo,-,0
Vallelado,Segovia,Vallelado,-,0
Valleruela de Pedraza,Segovia,Valleruela de Pedraza,-,0
Valleruela de Sepúlveda,Segovia,Valleruela de Sepúlveda,-,0
Valseca,Segovia,Valseca,-,0
Valtiendas,Segovia,Valtiendas,-,0
Valverde del Majano,Segovia,Valverde del Majano,7.5,1
Veganzones,Segovia,Veganzones,-,0
Vegas de Matute,Segovia,Vegas de Matute,-,0
Ventosilla y Tejadilla,Segovia,Ventosilla y Tejadilla,3.06,1
Villacastín,Segovia,Villacastín,10.65,4
Villaverde de Íscar,Segovia,Villaverde de Íscar,-,0
Villaverde de Montejo,Segovia,Villaverde de Montejo,4.81,1
Villeguillo,Segovia,Villeguillo,-,0
Yanguas de Eresma,Segovia,Yanguas de Eresma,-,0
Zarzuela del Monte,Segovia,Zarzuela del Monte,-,0
Zarzuela del Pinar,Segovia,Zarzuela del Pinar,-,0
Aguadulce,Sevilla,Aguadulce,-,0
Alanís,Sevilla,Alanís,4.38,1
Albaida del Aljarafe,Sevilla,Albaida del Aljarafe,-,0
Alcalá de Guadaíra,Sevilla,Alcalá de Guadaíra,7.53,39
Alcalá del Río,Sevilla,Alcalá del Río,5.4,7
Alcolea del Río,Sevilla,Alcolea del Río,-,0
Algaba (La),Sevilla,La Algaba,7.01,2
Algámitas,Sevilla,Algámitas,4.29,1
Almadén de la Plata,Sevilla,Almadén de la Plata,5.13,3
Almensilla,Sevilla,Almensilla,6.61,6
Arahal,Sevilla,Arahal,10.06,2
Aznalcázar,Sevilla,Aznalcázar,7.98,4
Aznalcóllar,Sevilla,Aznalcóllar,3.33,3
Badolatosa,Sevilla,Badolatosa,-,0
Benacazón,Sevilla,Benacazón,-,0
Bollullos de la Mitación,Sevilla,Bollullos de la Mitación,6.61,4
Bormujos,Sevilla,Bormujos,10.58,33
Brenes,Sevilla,Brenes,5.57,1
Burguillos,Sevilla,Burguillos,4.15,2
Cabezas de San Juan (Las),Sevilla,Las Cabezas de San Juan,4.17,1
Camas,Sevilla,Camas,8.6,43
Campana (La),Sevilla,La Campana,5.83,1
Cantillana,Sevilla,Cantillana,4.66,3
Cañada Rosal,Sevilla,Cañada Rosal,-,0
Carmona,Sevilla,Carmona,6.47,9
Carrión de los Céspedes,Sevilla,Carrión de los Céspedes,-,0
Casariche,Sevilla,Casariche,3.96,3
Castilblanco de los Arroyos,Sevilla,Castilblanco de los Arroyos,8.02,2
Castilleja de Guzmán,Sevilla,Castilleja de Guzmán,8.21,1
Castilleja de la Cuesta,Sevilla,Castilleja de la Cuesta,8.98,14
Castilleja del Campo,Sevilla,Castilleja del Campo,-,0
Castillo de las Guardas (El),Sevilla,El Castillo de las Guardas,4.08,2
Cazalla de la Sierra,Sevilla,Cazalla de la Sierra,5.23,18
Constantina,Sevilla,Constantina,4.74,10
Coria del Río,Sevilla,Coria del Río,6.35,22
Coripe,Sevilla,Coripe,-,0
Coronil (El),Sevilla,El Coronil,-,0
Corrales (Los),Sevilla,Los Corrales,-,0
Cuervo de Sevilla (El),Sevilla,El Cuervo de Sevilla,3.55,3
Dos Hermanas,Sevilla,Dos Hermanas,8.65,76
Écija,Sevilla,Écija,5.57,14
Espartinas,Sevilla,Espartinas,6.66,10
Estepa,Sevilla,Estepa,5.48,15
Fuentes de Andalucía,Sevilla,Fuentes de Andalucía,5.0,1
Garrobo (El),Sevilla,El Garrobo,2.34,1
Gelves,Sevilla,Gelves,7.23,18
Gerena,Sevilla,Gerena,4.42,5
Gilena,Sevilla,Gilena,-,0
Gines,Sevilla,Gines,7.6,7
Guadalcanal,Sevilla,Guadalcanal,4.67,3
Guillena,Sevilla,Guillena,7.1,10
Herrera,Sevilla,Herrera,-,0
Huévar del Aljarafe,Sevilla,Huévar del Aljarafe,-,0
Isla Mayor,Sevilla,Isla Mayor,3.0,1
Lantejuela,Sevilla,Lantejuela,-,0
Lebrija,Sevilla,Lebrija,4.83,10
Lora de Estepa,Sevilla,Lora de Estepa,-,0
Lora del Río,Sevilla,Lora del Río,6.18,4
Luisiana (La),Sevilla,La Luisiana,5.57,3
Madroño (El),Sevilla,El Madroño,-,0
Mairena del Alcor,Sevilla,Mairena del Alcor,5.9,6
Mairena del Aljarafe,Sevilla,Mairena del Aljarafe,9.47,38
Marchena,Sevilla,Marchena,5.26,8
Marinaleda,Sevilla,Marinaleda,-,0
Martín de la Jara,Sevilla,Martín de la Jara,-,0
Molares (Los),Sevilla,Los Molares,3.31,1
Montellano,Sevilla,Montellano,3.5,3
Morón de la Frontera,Sevilla,Morón de la Frontera,5.44,9
Navas de la Concepción (Las),Sevilla,Las Navas de la Concepción,4.12,1
Olivares,Sevilla,Olivares,5.6,1
Osuna,Sevilla,Osuna,4.74,17
Palacios y Villafranca (Los),Sevilla,Los Palacios y Villafranca,6.13,6
Palmar de Troya (El),Sevilla,El Palmar de Troya,-,0
Palomares del Río,Sevilla,Palomares del Río,5.25,2
Paradas,Sevilla,Paradas,6.12,1
Pedrera,Sevilla,Pedrera,-,0
Pedroso (El),Sevilla,El Pedroso,5.4,3
Peñaflor,Sevilla,Peñaflor,10.4,1
Pilas,Sevilla,Pilas,5.7,6
Pruna,Sevilla,Pruna,-,0
Puebla de Cazalla (La),Sevilla,La Puebla de Cazalla,4.78,4
Puebla de los Infantes (La),Sevilla,La Puebla de los Infantes,-,0
Puebla del Río (La),Sevilla,La Puebla del Río,-,0
Real de la Jara (El),Sevilla,El Real de la Jara,3.07,2
Rinconada (La),Sevilla,La Rinconada,6.67,1
Roda de Andalucía (La),Sevilla,La Roda de Andalucía,9.09,1
Ronquillo (El),Sevilla,El Ronquillo,15.28,2
Rubio (El),Sevilla,El Rubio,5.4,1
Salteras,Sevilla,Salteras,8.7,3
San Juan de Aznalfarache,Sevilla,San Juan de Aznalfarache,8.2,27
San Nicolás del Puerto,Sevilla,San Nicolás del Puerto,0.89,1
Sanlúcar la Mayor,Sevilla,Sanlúcar la Mayor,7.61,24
Santiponce,Sevilla,Santiponce,7.65,2
Saucejo (El),Sevilla,El Saucejo,1.0,1
Sevilla,Sevilla,Sevilla,-,2202
Tocina,Sevilla,Tocina,-,0
Tomares,Sevilla,Tomares,8.34,22
Umbrete,Sevilla,Umbrete,6.37,7
Utrera,Sevilla,Utrera,6.14,69
Valencina de la Concepción,Sevilla,Valencina de la Concepción,10.19,5
Villamanrique de la Condesa,Sevilla,Villamanrique de la Condesa,-,0
Villanueva de San Juan,Sevilla,Villanueva de San Juan,5.0,1
Villanueva del Ariscal,Sevilla,Villanueva del Ariscal,5.5,1
Villanueva del Río y Minas,Sevilla,Villanueva del Río y Minas,6.0,1
Villaverde del Río,Sevilla,Villaverde del Río,-,0
Viso del Alcor (El),Sevilla,El Viso del Alcor,6.25,1
Abejar,Soria,Abejar,-,0
Adradas,Soria,Adradas,-,0
Ágreda,Soria,Ágreda,6.25,1
Alconaba,Soria,Alconaba,-,0
Alcubilla de Avellaneda,Soria,Alcubilla de Avellaneda,-,0
Alcubilla de las Peñas,Soria,Alcubilla de las Peñas,-,0
Aldealafuente,Soria,Aldealafuente,-,0
Aldealices,Soria,Aldealices,-,0
Aldealpozo,Soria,Aldealpozo,-,0
Aldealseñor,Soria,Aldealseñor,-,0
Aldehuela de Periáñez,Soria,Aldehuela de Periáñez,-,0
Aldehuelas (Las),Soria,Las Aldehuelas,-,0
Alentisque,Soria,Alentisque,-,0
Aliud,Soria,Aliud,-,0
Almajano,Soria,Almajano,-,0
Almaluez,Soria,Almaluez,-,0
Almarza,Soria,Almarza,-,0
Almazán,Soria,Almazán,4.69,5
Almazul,Soria,Almazul,-,0
Almenar de Soria,Soria,Almenar de Soria,-,0
Alpanseque,Soria,Alpanseque,-,0
Arancón,Soria,Arancón,-,0
Arcos de Jalón,Soria,Arcos de Jalón,3.27,4
Arenillas,Soria,Arenillas,-,0
Arévalo de la Sierra,Soria,Arévalo de la Sierra,-,0
Ausejo de la Sierra,Soria,Ausejo de la Sierra,-,0
Baraona,Soria,Baraona,-,0
Barca,Soria,Barca,-,0
Barcones,Soria,Barcones,-,0
Bayubas de Abajo,Soria,Bayubas de Abajo,-,0
Bayubas de Arriba,Soria,Bayubas de Arriba,-,0
Beratón,Soria,Beratón,-,0
Berlanga de Duero,Soria,Berlanga de Duero,2.5,1
Blacos,Soria,Blacos,-,0
Bliecos,Soria,Bliecos,-,0
Borjabad,Soria,Borjabad,-,0
Borobia,Soria,Borobia,-,0
Buberos,Soria,Buberos,-,0
Buitrago,Soria,Buitrago,-,0
Burgo de Osma-Ciudad de Osma,Soria,Burgo de Osma-Ciudad de Osma,5.6,7
Cabrejas del Campo,Soria,Cabrejas del Campo,-,0
Cabrejas del Pinar,Soria,Cabrejas del Pinar,-,0
Calatañazor,Soria,Calatañazor,2.4,1
Caltojar,Soria,Caltojar,-,0
Candilichera,Soria,Candilichera,-,0
Cañamaque,Soria,Cañamaque,-,0
Carabantes,Soria,Carabantes,-,0
Caracena,Soria,Caracena,-,0
Carrascosa de Abajo,Soria,Carrascosa de Abajo,-,0
Carrascosa de la Sierra,Soria,Carrascosa de la Sierra,-,0
Casarejos,Soria,Casarejos,-,0
Castilfrío de la Sierra,Soria,Castilfrío de la Sierra,4.6,1
Castillejo de Robledo,Soria,Castillejo de Robledo,-,0
Castilruiz,Soria,Castilruiz,-,0
Centenera de Andaluz,Soria,Centenera de Andaluz,-,0
Cerbón,Soria,Cerbón,-,0
Cidones,Soria,Cidones,8.57,1
Cigudosa,Soria,Cigudosa,-,0
Cihuela,Soria,Cihuela,-,0
Ciria,Soria,Ciria,-,0
Cirujales del Río,Soria,Cirujales del Río,-,0
Coscurita,Soria,Coscurita,-,0
Covaleda,Soria,Covaleda,-,0
Cubilla,Soria,Cubilla,-,0
Cubo de la Solana,Soria,Cubo de la Solana,-,0
Cueva de Ágreda,Soria,Cueva de Ágreda,-,0
Dévanos,Soria,Dévanos,-,0
Deza,Soria,Deza,-,0
Duruelo de la Sierra,Soria,Duruelo de la Sierra,3.35,2
Escobosa de Almazán,Soria,Escobosa de Almazán,-,0
Espeja de San Marcelino,Soria,Espeja de San Marcelino,-,0
Espejón,Soria,Espejón,-,0
Estepa de San Juan,Soria,Estepa de San Juan,-,0
Frechilla de Almazán,Soria,Frechilla de Almazán,-,0
Fresno de Caracena,Soria,Fresno de Caracena,-,0
Fuentearmegil,Soria,Fuentearmegil,-,0
Fuentecambrón,Soria,Fuentecambrón,-,0
Fuentecantos,Soria,Fuentecantos,-,0
Fuentelmonge,Soria,Fuentelmonge,-,0
Fuentelsaz de Soria,Soria,Fuentelsaz de Soria,-,0
Fuentepinilla,Soria,Fuentepinilla,-,0
Fuentes de Magaña,Soria,Fuentes de Magaña,-,0
Fuentestrún,Soria,Fuentestrún,-,0
Garray,Soria,Garray,5.25,1
Golmayo,Soria,Golmayo,5.12,2
Gómara,Soria,Gómara,-,0
Gormaz,Soria,Gormaz,-,0
Herrera de Soria,Soria,Herrera de Soria,-,0
Hinojosa del Campo,Soria,Hinojosa del Campo,-,0
Langa de Duero,Soria,Langa de Duero,-,0
Liceras,Soria,Liceras,-,0
Losilla (La),Soria,La Losilla,-,0
Magaña,Soria,Magaña,-,0
Maján,Soria,Maján,-,0
Matalebreras,Soria,Matalebreras,-,0
Matamala de Almazán,Soria,Matamala de Almazán,-,0
Medinaceli,Soria,Medinaceli,4.67,1
Miño de Medinaceli,Soria,Miño de Medinaceli,-,0
Miño de San Esteban,Soria,Miño de San Esteban,-,0
Molinos de Duero,Soria,Molinos de Duero,8.14,1
Momblona,Soria,Momblona,-,0
Monteagudo de las Vicarías,Soria,Monteagudo de las Vicarías,-,0
Montejo de Tiermes,Soria,Montejo de Tiermes,2.5,1
Montenegro de Cameros,Soria,Montenegro de Cameros,-,0
Morón de Almazán,Soria,Morón de Almazán,-,0
Muriel de la Fuente,Soria,Muriel de la Fuente,-,0
Muriel Viejo,Soria,Muriel Viejo,-,0
Nafría de Ucero,Soria,Nafría de Ucero,-,0
Narros,Soria,Narros,-,0
Navaleno,Soria,Navaleno,8.96,4
Nepas,Soria,Nepas,-,0
Nolay,Soria,Nolay,-,0
Noviercas,Soria,Noviercas,-,0
Ólvega,Soria,Ólvega,7.19,1
Oncala,Soria,Oncala,-,0
Pinilla del Campo,Soria,Pinilla del Campo,-,0
Portillo de Soria,Soria,Portillo de Soria,-,0
Póveda de Soria (La),Soria,La Póveda de Soria,-,0
Pozalmuro,Soria,Pozalmuro,-,0
Quintana Redonda,Soria,Quintana Redonda,-,0
Quintanas de Gormaz,Soria,Quintanas de Gormaz,3.31,1
Quiñonería,Soria,Quiñonería,-,0
Rábanos (Los),Soria,Los Rábanos,4.17,1
Rebollar,Soria,Rebollar,-,0
Recuerda,Soria,Recuerda,-,0
Rello,Soria,Rello,-,0
Renieblas,Soria,Renieblas,-,0
Retortillo de Soria,Soria,Retortillo de Soria,-,0
Reznos,Soria,Reznos,-,0
Riba de Escalote (La),Soria,La Riba de Escalote,-,0
Rioseco de Soria,Soria,Rioseco de Soria,-,0
Rollamienta,Soria,Rollamienta,-,0
Royo (El),Soria,El Royo,9.99,1
Salduero,Soria,Salduero,-,0
San Esteban de Gormaz,Soria,San Esteban de Gormaz,5.68,2
San Felices,Soria,San Felices,-,0
San Leonardo de Yagüe,Soria,San Leonardo de Yagüe,6.41,14
San Pedro Manrique,Soria,San Pedro Manrique,-,0
Santa Cruz de Yanguas,Soria,Santa Cruz de Yanguas,-,0
Santa María de Huerta,Soria,Santa María de Huerta,-,0
Santa María de las Hoyas,Soria,Santa María de las Hoyas,-,0
Serón de Nágima,Soria,Serón de Nágima,-,0
Soliedra,Soria,Soliedra,-,0
Soria,Soria,Soria,7.23,39
Sotillo del Rincón,Soria,Sotillo del Rincón,1.46,1
Suellacabras,Soria,Suellacabras,-,0
Tajahuerce,Soria,Tajahuerce,-,0
Tajueco,Soria,Tajueco,-,0
Talveila,Soria,Talveila,-,0
Tardelcuende,Soria,Tardelcuende,-,0
Taroda,Soria,Taroda,-,0
Tejado,Soria,Tejado,-,0
Torlengua,Soria,Torlengua,-,0
Torreblacos,Soria,Torreblacos,-,0
Torrubia de Soria,Soria,Torrubia de Soria,-,0
Trévago,Soria,Trévago,-,0
Ucero,Soria,Ucero,-,0
Vadillo,Soria,Vadillo,-,0
Valdeavellano de Tera,Soria,Valdeavellano de Tera,5.56,1
Valdegeña,Soria,Valdegeña,-,0
Valdelagua del Cerro,Soria,Valdelagua del Cerro,-,0
Valdemaluque,Soria,Valdemaluque,-,0
Valdenebro,Soria,Valdenebro,-,0
Valdeprado,Soria,Valdeprado,-,0
Valderrodilla,Soria,Valderrodilla,-,0
Valtajeros,Soria,Valtajeros,-,0
Velamazán,Soria,Velamazán,-,0
Velilla de la Sierra,Soria,Velilla de la Sierra,-,0
Velilla de los Ajos,Soria,Velilla de los Ajos,-,0
Viana de Duero,Soria,Viana de Duero,-,0
Villaciervos,Soria,Villaciervos,-,0
Villanueva de Gormaz,Soria,Villanueva de Gormaz,-,0
Villar del Ala,Soria,Villar del Ala,-,0
Villar del Campo,Soria,Villar del Campo,-,0
Villar del Río,Soria,Villar del Río,3.0,1
Villares de Soria (Los),Soria,Los Villares de Soria,-,0
Villasayas,Soria,Villasayas,-,0
Villaseca de Arciel,Soria,Villaseca de Arciel,-,0
Vinuesa,Soria,Vinuesa,8.0,1
Vizmanos,Soria,Vizmanos,-,0
Vozmediano,Soria,Vozmediano,-,0
Yanguas,Soria,Yanguas,-,0
Yelo,Soria,Yelo,-,0
Aiguamúrcia,Tarragona,Aiguamúrcia,12.27,2
Albinyana,Tarragona,Albinyana,-,0
Albiol (L'),Tarragona,L' Albiol,-,0
Alcanar,Tarragona,Alcanar,7.43,7
Alcover,Tarragona,Alcover,-,0
Aldea (L'),Tarragona,L' Aldea,-,0
Aldover,Tarragona,Aldover,-,0
Aleixar (L'),Tarragona,L' Aleixar,-,0
Alfara de Carles,Tarragona,Alfara de Carles,-,0
Alforja,Tarragona,Alforja,-,0
Alió,Tarragona,Alió,-,0
Almoster,Tarragona,Almoster,-,0
Altafulla,Tarragona,Altafulla,10.36,6
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar,-,0
Ampolla (L'),Tarragona,L' Ampolla,-,0
Amposta,Tarragona,Amposta,6.97,3
Arboç (L'),Tarragona,L' Arboç,-,0
Arbolí,Tarragona,Arbolí,-,0
Argentera (L'),Tarragona,L' Argentera,-,0
Arnes,Tarragona,Arnes,-,0
Ascó,Tarragona,Ascó,-,0
Banyeres del Penedès,Tarragona,Banyeres del Penedès,6.09,1
Barberà de la Conca,Tarragona,Barberà de la Conca,-,0
Batea,Tarragona,Batea,-,0
Bellmunt del Priorat,Tarragona,Bellmunt del Priorat,4.5,1
Bellvei,Tarragona,Bellvei,5.32,2
Benifallet,Tarragona,Benifallet,-,0
Benissanet,Tarragona,Benissanet,-,0
Bisbal de Falset (La),Tarragona,La Bisbal de Falset,-,0
Bisbal del Penedès (La),Tarragona,La Bisbal del Penedès,4.58,1
Blancafort,Tarragona,Blancafort,-,0
Bonastre,Tarragona,Bonastre,6.11,1
Borges del Camp (Les),Tarragona,Les Borges del Camp,13.85,1
Bot,Tarragona,Bot,3.0,1
Botarell,Tarragona,Botarell,-,0
Bràfim,Tarragona,Bràfim,-,0
Cabacés,Tarragona,Cabacés,-,0
Cabra del Camp,Tarragona,Cabra del Camp,-,0
Calafell,Tarragona,Calafell,10.49,30
Camarles,Tarragona,Camarles,6.2,4
Cambrils,Tarragona,Cambrils,11.06,38
Canonja (La),Tarragona,La Canonja,-,0
Capafonts,Tarragona,Capafonts,-,0
Capçanes,Tarragona,Capçanes,-,0
Caseres,Tarragona,Caseres,-,0
Castellvell del Camp,Tarragona,Castellvell del Camp,6.01,1
Catllar (El),Tarragona,El Catllar,6.31,2
Colldejou,Tarragona,Colldejou,-,0
Conesa,Tarragona,Conesa,-,0
Constantí,Tarragona,Constantí,-,0
Corbera d'Ebre,Tarragona,Corbera d'Ebre,-,0
Cornudella de Montsant,Tarragona,Cornudella de Montsant,-,0
