municipio,provincia,municipio_nombre_humano
Fuentepinilla,Soria,Fuentepinilla
Fuentes de Magaña,Soria,Fuentes de Magaña
Fuentestrún,Soria,Fuentestrún
Garray,Soria,Garray
Golmayo,Soria,Golmayo
Gómara,Soria,Gómara
Gormaz,Soria,Gormaz
Herrera de Soria,Soria,Herrera de Soria
Hinojosa del Campo,Soria,Hinojosa del Campo
Langa de Duero,Soria,Langa de Duero
Liceras,Soria,Liceras
Losilla (La),Soria,La Losilla
Magaña,Soria,Magaña
Maján,Soria,Maján
Matalebreras,Soria,Matalebreras
Matamala de Almazán,Soria,Matamala de Almazán
Medinaceli,Soria,Medinaceli
Miño de Medinaceli,Soria,Miño de Medinaceli
Miño de San Esteban,Soria,Miño de San Esteban
Molinos de Duero,Soria,Molinos de Duero
Momblona,Soria,Momblona
Monteagudo de las Vicarías,Soria,Monteagudo de las Vicarías
Montejo de Tiermes,Soria,Montejo de Tiermes
Montenegro de Cameros,Soria,Montenegro de Cameros
Morón de Almazán,Soria,Morón de Almazán
Muriel de la Fuente,Soria,Muriel de la Fuente
Muriel Viejo,Soria,Muriel Viejo
Nafría de Ucero,Soria,Nafría de Ucero
Narros,Soria,Narros
Navaleno,Soria,Navaleno
Nepas,Soria,Nepas
Nolay,Soria,Nolay
Noviercas,Soria,Noviercas
Ólvega,Soria,Ólvega
Oncala,Soria,Oncala
Pinilla del Campo,Soria,Pinilla del Campo
Portillo de Soria,Soria,Portillo de Soria
Póveda de Soria (La),Soria,La Póveda de Soria
Pozalmuro,Soria,Pozalmuro
Quintana Redonda,Soria,Quintana Redonda
Quintanas de Gormaz,Soria,Quintanas de Gormaz
Quiñonería,Soria,Quiñonería
Rábanos (Los),Soria,Los Rábanos
Rebollar,Soria,Rebollar
Recuerda,Soria,Recuerda
Rello,Soria,Rello
Renieblas,Soria,Renieblas
Retortillo de Soria,Soria,Retortillo de Soria
Reznos,Soria,Reznos
Riba de Escalote (La),Soria,La Riba de Escalote
Rioseco de Soria,Soria,Rioseco de Soria
Rollamienta,Soria,Rollamienta
Royo (El),Soria,El Royo
Salduero,Soria,Salduero
San Esteban de Gormaz,Soria,San Esteban de Gormaz
San Felices,Soria,San Felices
San Leonardo de Yagüe,Soria,San Leonardo de Yagüe
San Pedro Manrique,Soria,San Pedro Manrique
Santa Cruz de Yanguas,Soria,Santa Cruz de Yanguas
Santa María de Huerta,Soria,Santa María de Huerta
Santa María de las Hoyas,Soria,Santa María de las Hoyas
Serón de Nágima,Soria,Serón de Nágima
Soliedra,Soria,Soliedra
Soria,Soria,Soria
Sotillo del Rincón,Soria,Sotillo del Rincón
Suellacabras,Soria,Suellacabras
Tajahuerce,Soria,Tajahuerce
Tajueco,Soria,Tajueco
Talveila,Soria,Talveila
Tardelcuende,Soria,Tardelcuende
Taroda,Soria,Taroda
Tejado,Soria,Tejado
Torlengua,Soria,Torlengua
Torreblacos,Soria,Torreblacos
Torrubia de Soria,Soria,Torrubia de Soria
Trévago,Soria,Trévago
Ucero,Soria,Ucero
Vadillo,Soria,Vadillo
Valdeavellano de Tera,Soria,Valdeavellano de Tera
Valdegeña,Soria,Valdegeña
Valdelagua del Cerro,Soria,Valdelagua del Cerro
Valdemaluque,Soria,Valdemaluque
Valdenebro,Soria,Valdenebro
Valdeprado,Soria,Valdeprado
Valderrodilla,Soria,Valderrodilla
Valtajeros,Soria,Valtajeros
Velamazán,Soria,Velamazán
Velilla de la Sierra,Soria,Velilla de la Sierra
Velilla de los Ajos,Soria,Velilla de los Ajos
Viana de Duero,Soria,Viana de Duero
Villaciervos,Soria,Villaciervos
Villanueva de Gormaz,Soria,Villanueva de Gormaz
Villar del Ala,Soria,Villar del Ala
Villar del Campo,Soria,Villar del Campo
Villar del Río,Soria,Villar del Río
Villares de Soria (Los),Soria,Los Villares de Soria
Villasayas,Soria,Villasayas
Villaseca de Arciel,Soria,Villaseca de Arciel
Vinuesa,Soria,Vinuesa
Vizmanos,Soria,Vizmanos
Vozmediano,Soria,Vozmediano
Yanguas,Soria,Yanguas
Yelo,Soria,Yelo
Aiguamúrcia,Tarragona,Aiguamúrcia
Albinyana,Tarragona,Albinyana
Albiol (L'),Tarragona,L' Albiol
Alcanar,Tarragona,Alcanar
Alcover,Tarragona,Alcover
Aldea (L'),Tarragona,L' Aldea
Aldover,Tarragona,Aldover
Aleixar (L'),Tarragona,L' Aleixar
Alfara de Carles,Tarragona,Alfara de Carles
Alforja,Tarragona,Alforja
Alió,Tarragona,Alió
Almoster,Tarragona,Almoster
Altafulla,Tarragona,Altafulla
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar
Ampolla (L'),Tarragona,L' Ampolla
Amposta,Tarragona,Amposta
Arboç (L'),Tarragona,L' Arboç
Arbolí,Tarragona,Arbolí
Argentera (L'),Tarragona,L' Argentera
Arnes,Tarragona,Arnes
Ascó,Tarragona,Ascó
Banyeres del Penedès,Tarragona,Banyeres del Penedès
Barberà de la Conca,Tarragona,Barberà de la Conca
Batea,Tarragona,Batea
Bellmunt del Priorat,Tarragona,Bellmunt del Priorat
Bellvei,Tarragona,Bellvei
Benifallet,Tarragona,Benifallet
Benissanet,Tarragona,Benissanet
Bisbal de Falset (La),Tarragona,La Bisbal de Falset
Bisbal del Penedès (La),Tarragona,La Bisbal del Penedès
Blancafort,Tarragona,Blancafort
Bonastre,Tarragona,Bonastre
Borges del Camp (Les),Tarragona,Les Borges del Camp
Bot,Tarragona,Bot
Botarell,Tarragona,Botarell
Bràfim,Tarragona,Bràfim
Cabacés,Tarragona,Cabacés
Cabra del Camp,Tarragona,Cabra del Camp
Calafell,Tarragona,Calafell
Camarles,Tarragona,Camarles
Cambrils,Tarragona,Cambrils
Canonja (La),Tarragona,La Canonja
Capafonts,Tarragona,Capafonts
Capçanes,Tarragona,Capçanes
Caseres,Tarragona,Caseres
Castellvell del Camp,Tarragona,Castellvell del Camp
Catllar (El),Tarragona,El Catllar
Colldejou,Tarragona,Colldejou
Conesa,Tarragona,Conesa
Constantí,Tarragona,Constantí
Corbera d'Ebre,Tarragona,Corbera d'Ebre
Cornudella de Montsant,Tarragona,Cornudella de Montsant
Creixell,Tarragona,Creixell
Cunit,Tarragona,Cunit
Deltebre,Tarragona,Deltebre
Duesaigües,Tarragona,Duesaigües
Espluga de Francolí (L'),Tarragona,L' Espluga de Francolí
Falset,Tarragona,Falset
Fatarella (La),Tarragona,La Fatarella
Febró (La),Tarragona,La Febró
Figuera (La),Tarragona,La Figuera
Figuerola del Camp,Tarragona,Figuerola del Camp
Flix,Tarragona,Flix
Forès,Tarragona,Forès
Freginals,Tarragona,Freginals
Galera (La),Tarragona,La Galera
Gandesa,Tarragona,Gandesa
Garcia,Tarragona,Garcia
Garidells (Els),Tarragona,Els Garidells
Ginestar,Tarragona,Ginestar
Godall,Tarragona,Godall
Gratallops,Tarragona,Gratallops
Guiamets (Els),Tarragona,Els Guiamets
Horta de Sant Joan,Tarragona,Horta de Sant Joan
Lloar (El),Tarragona,El Lloar
Llorac,Tarragona,Llorac
Llorenç del Penedès,Tarragona,Llorenç del Penedès
Marçà,Tarragona,Marçà
Margalef,Tarragona,Margalef
Mas de Barberans,Tarragona,Mas de Barberans
Masdenverge,Tarragona,Masdenverge
Masllorenç,Tarragona,Masllorenç
Masó (La),Tarragona,La Masó
Maspujols,Tarragona,Maspujols
Masroig (El),Tarragona,El Masroig
Milà (El),Tarragona,El Milà
Miravet,Tarragona,Miravet
Molar (El),Tarragona,El Molar
Montblanc,Tarragona,Montblanc
Montbrió del Camp,Tarragona,Montbrió del Camp
Montferri,Tarragona,Montferri
Montmell (El),Tarragona,El Montmell
Mont-ral,Tarragona,Mont-ral
Mont-roig del Camp,Tarragona,Mont-roig del Camp
Móra d'Ebre,Tarragona,Móra d'Ebre
Móra la Nova,Tarragona,Móra la Nova
Morell (El),Tarragona,El Morell
Morera de Montsant (La),Tarragona,La Morera de Montsant
Nou de Gaià (La),Tarragona,La Nou de Gaià
Nulles,Tarragona,Nulles
Pallaresos (Els),Tarragona,Els Pallaresos
Palma d'Ebre (La),Tarragona,La Palma d'Ebre
Passanant i Belltall,Tarragona,Passanant i Belltall
Paüls,Tarragona,Paüls
Perafort,Tarragona,Perafort
Perelló (El),Tarragona,El Perelló
Piles (Les),Tarragona,Les Piles
Pinell de Brai (El),Tarragona,El Pinell de Brai
Pira,Tarragona,Pira
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca
Pobla de Montornès (La),Tarragona,La Pobla de Montornès
Poboleda,Tarragona,Poboleda
Pont d'Armentera (El),Tarragona,El Pont d'Armentera
Pontils,Tarragona,Pontils
Porrera,Tarragona,Porrera
Pradell de la Teixeta,Tarragona,Pradell de la Teixeta
Prades,Tarragona,Prades
Prat de Comte,Tarragona,Prat de Comte
Pratdip,Tarragona,Pratdip
Puigpelat,Tarragona,Puigpelat
Querol,Tarragona,Querol
Rasquera,Tarragona,Rasquera
Renau,Tarragona,Renau
Reus,Tarragona,Reus
Riba (La),Tarragona,La Riba
Riba-roja d'Ebre,Tarragona,Riba-roja d'Ebre
Riera de Gaià (La),Tarragona,La Riera de Gaià
Riudecanyes,Tarragona,Riudecanyes
Riudecols,Tarragona,Riudecols
Riudoms,Tarragona,Riudoms
Rocafort de Queralt,Tarragona,Rocafort de Queralt
Roda de Berà,Tarragona,Roda de Berà
Rodonyà,Tarragona,Rodonyà
Roquetes,Tarragona,Roquetes
Rourell (El),Tarragona,El Rourell
Salomó,Tarragona,Salomó
Salou,Tarragona,Salou
Sant Carles de la Ràpita,Tarragona,Sant Carles de la Ràpita
Sant Jaume dels Domenys,Tarragona,Sant Jaume dels Domenys
Sant Jaume d'Enveja,Tarragona,Sant Jaume d'Enveja
Santa Bàrbara,Tarragona,Santa Bàrbara
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt
Santa Oliva,Tarragona,Santa Oliva
Sarral,Tarragona,Sarral
Savallà del Comtat,Tarragona,Savallà del Comtat
Secuita (La),Tarragona,La Secuita
Selva del Camp (La),Tarragona,La Selva del Camp
Senan,Tarragona,Senan
Sénia (La),Tarragona,La Sénia
Solivella,Tarragona,Solivella
Tarragona,Tarragona,Tarragona
Tivenys,Tarragona,Tivenys
Tivissa,Tarragona,Tivissa
Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella
Torre de l'Espanyol (La),Tarragona,La Torre de l'Espanyol
Torredembarra,Tarragona,Torredembarra
Torroja del Priorat,Tarragona,Torroja del Priorat
Tortosa,Tarragona,Tortosa
Ulldecona,Tarragona,Ulldecona
Ulldemolins,Tarragona,Ulldemolins
Vallclara,Tarragona,Vallclara
Vallfogona de Riucorb,Tarragona,Vallfogona de Riucorb
Vallmoll,Tarragona,Vallmoll
Valls,Tarragona,Valls
Vandellòs i l'Hospitalet de l'Infant,Tarragona,Vandellòs i l'Hospitalet de l'Infant
Vendrell (El),Tarragona,El Vendrell
Vespella de Gaià,Tarragona,Vespella de Gaià
Vilabella,Tarragona,Vilabella
Vilalba dels Arcs,Tarragona,Vilalba dels Arcs
Vilallonga del Camp,Tarragona,Vilallonga del Camp
Vilanova de Prades,Tarragona,Vilanova de Prades
Vilanova d'Escornalbou,Tarragona,Vilanova d'Escornalbou
Vilaplana,Tarragona,Vilaplana
Vila-rodona,Tarragona,Vila-rodona
Vila-seca,Tarragona,Vila-seca
Vilaverd,Tarragona,Vilaverd
Vilella Alta (La),Tarragona,La Vilella Alta
Vilella Baixa (La),Tarragona,La Vilella Baixa
Vimbodí i Poblet,Tarragona,Vimbodí i Poblet
Vinebre,Tarragona,Vinebre
Vinyols i els Arcs,Tarragona,Vinyols i els Arcs
Xerta,Tarragona,Xerta
Ababuj,Teruel,Ababuj
Abejuela,Teruel,Abejuela
Aguatón,Teruel,Aguatón
Aguaviva,Teruel,Aguaviva
Aguilar del Alfambra,Teruel,Aguilar del Alfambra
Alacón,Teruel,Alacón
Alba,Teruel,Alba
Albalate del Arzobispo,Teruel,Albalate del Arzobispo
Albarracín,Teruel,Albarracín
Albentosa,Teruel,Albentosa
Alcaine,Teruel,Alcaine
Alcalá de la Selva,Teruel,Alcalá de la Selva
Alcañiz,Teruel,Alcañiz
Alcorisa,Teruel,Alcorisa
Alfambra,Teruel,Alfambra
Aliaga,Teruel,Aliaga
Allepuz,Teruel,Allepuz
Alloza,Teruel,Alloza
Allueva,Teruel,Allueva
Almohaja,Teruel,Almohaja
Alobras,Teruel,Alobras
Alpeñés,Teruel,Alpeñés
Anadón,Teruel,Anadón
Andorra,Teruel,Andorra
Arcos de las Salinas,Teruel,Arcos de las Salinas
Arens de Lledó,Teruel,Arens de Lledó
Argente,Teruel,Argente
Ariño,Teruel,Ariño
Azaila,Teruel,Azaila
Bádenas,Teruel,Bádenas
Báguena,Teruel,Báguena
Bañón,Teruel,Bañón
Barrachina,Teruel,Barrachina
Bea,Teruel,Bea
Beceite,Teruel,Beceite
Bello,Teruel,Bello
Belmonte de San José,Teruel,Belmonte de San José
Berge,Teruel,Berge
Bezas,Teruel,Bezas
Blancas,Teruel,Blancas
Blesa,Teruel,Blesa
Bordón,Teruel,Bordón
Bronchales,Teruel,Bronchales
Bueña,Teruel,Bueña
Burbáguena,Teruel,Burbáguena
Cabra de Mora,Teruel,Cabra de Mora
Calaceite,Teruel,Calaceite
Calamocha,Teruel,Calamocha
Calanda,Teruel,Calanda
Calomarde,Teruel,Calomarde
Camañas,Teruel,Camañas
Camarena de la Sierra,Teruel,Camarena de la Sierra
Camarillas,Teruel,Camarillas
Caminreal,Teruel,Caminreal
Cantavieja,Teruel,Cantavieja
Cañada de Benatanduz,Teruel,Cañada de Benatanduz
Cañada de Verich (La),Teruel,La Cañada de Verich
Cañada Vellida,Teruel,Cañada Vellida
Cañizar del Olivar,Teruel,Cañizar del Olivar
Cascante del Río,Teruel,Cascante del Río
Castejón de Tornos,Teruel,Castejón de Tornos
Castel de Cabra,Teruel,Castel de Cabra
Castellar (El),Teruel,El Castellar
Castellote,Teruel,Castellote
Castelnou,Teruel,Castelnou
Castelserás,Teruel,Castelserás
Cedrillas,Teruel,Cedrillas
Celadas,Teruel,Celadas
Cella,Teruel,Cella
Cerollera (La),Teruel,La Cerollera
Codoñera (La),Teruel,La Codoñera
Corbalán,Teruel,Corbalán
Cortes de Aragón,Teruel,Cortes de Aragón
Cosa,Teruel,Cosa
Cretas,Teruel,Cretas
Crivillén,Teruel,Crivillén
Cuba (La),Teruel,La Cuba
Cubla,Teruel,Cubla
Cucalón,Teruel,Cucalón
Cuervo (El),Teruel,El Cuervo
Cuevas de Almudén,Teruel,Cuevas de Almudén
Cuevas Labradas,Teruel,Cuevas Labradas
Ejulve,Teruel,Ejulve
Escorihuela,Teruel,Escorihuela
Escucha,Teruel,Escucha
Estercuel,Teruel,Estercuel
Ferreruela de Huerva,Teruel,Ferreruela de Huerva
Fonfría,Teruel,Fonfría
Formiche Alto,Teruel,Formiche Alto
Fórnoles,Teruel,Fórnoles
Fortanete,Teruel,Fortanete
Foz-Calanda,Teruel,Foz-Calanda
Fresneda (La),Teruel,La Fresneda
Frías de Albarracín,Teruel,Frías de Albarracín
Fuenferrada,Teruel,Fuenferrada
Fuentes Calientes,Teruel,Fuentes Calientes
Fuentes Claras,Teruel,Fuentes Claras
Fuentes de Rubielos,Teruel,Fuentes de Rubielos
Fuentespalda,Teruel,Fuentespalda
Galve,Teruel,Galve
Gargallo,Teruel,Gargallo
Gea de Albarracín,Teruel,Gea de Albarracín
Ginebrosa (La),Teruel,La Ginebrosa
Griegos,Teruel,Griegos
Guadalaviar,Teruel,Guadalaviar
Gúdar,Teruel,Gúdar
Híjar,Teruel,Híjar
Hinojosa de Jarque,Teruel,Hinojosa de Jarque
Hoz de la Vieja (La),Teruel,La Hoz de la Vieja
Huesa del Común,Teruel,Huesa del Común
Iglesuela del Cid (La),Teruel,La Iglesuela del Cid
Jabaloyas,Teruel,Jabaloyas
Jarque de la Val,Teruel,Jarque de la Val
Jatiel,Teruel,Jatiel
Jorcas,Teruel,Jorcas
Josa,Teruel,Josa
Lagueruela,Teruel,Lagueruela
Lanzuela,Teruel,Lanzuela
Libros,Teruel,Libros
Lidón,Teruel,Lidón
Linares de Mora,Teruel,Linares de Mora
Lledó,Teruel,Lledó
Loscos,Teruel,Loscos
Maicas,Teruel,Maicas
Manzanera,Teruel,Manzanera
Martín del Río,Teruel,Martín del Río
Mas de las Matas,Teruel,Mas de las Matas
Mata de los Olmos (La),Teruel,La Mata de los Olmos
Mazaleón,Teruel,Mazaleón
Mezquita de Jarque,Teruel,Mezquita de Jarque
Mirambel,Teruel,Mirambel
Miravete de la Sierra,Teruel,Miravete de la Sierra
Molinos,Teruel,Molinos
Monforte de Moyuela,Teruel,Monforte de Moyuela
Monreal del Campo,Teruel,Monreal del Campo
Monroyo,Teruel,Monroyo
Montalbán,Teruel,Montalbán
Monteagudo del Castillo,Teruel,Monteagudo del Castillo
Monterde de Albarracín,Teruel,Monterde de Albarracín
Mora de Rubielos,Teruel,Mora de Rubielos
Moscardón,Teruel,Moscardón
Mosqueruela,Teruel,Mosqueruela
Muniesa,Teruel,Muniesa
Noguera de Albarracín,Teruel,Noguera de Albarracín
Nogueras,Teruel,Nogueras
Nogueruelas,Teruel,Nogueruelas
Obón,Teruel,Obón
Odón,Teruel,Odón
Ojos Negros,Teruel,Ojos Negros
Olba,Teruel,Olba
Oliete,Teruel,Oliete
Olmos (Los),Teruel,Los Olmos
Orihuela del Tremedal,Teruel,Orihuela del Tremedal
Orrios,Teruel,Orrios
Palomar de Arroyos,Teruel,Palomar de Arroyos
Pancrudo,Teruel,Pancrudo
Parras de Castellote (Las),Teruel,Las Parras de Castellote
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins
Peracense,Teruel,Peracense
Peralejos,Teruel,Peralejos
Perales del Alfambra,Teruel,Perales del Alfambra
Pitarque,Teruel,Pitarque
Plou,Teruel,Plou
Pobo (El),Teruel,El Pobo
Portellada (La),Teruel,La Portellada
Pozondón,Teruel,Pozondón
Pozuel del Campo,Teruel,Pozuel del Campo
Puebla de Híjar (La),Teruel,La Puebla de Híjar
Puebla de Valverde (La),Teruel,La Puebla de Valverde
Puertomingalvo,Teruel,Puertomingalvo
Ráfales,Teruel,Ráfales
Rillo,Teruel,Rillo
Riodeva,Teruel,Riodeva
Ródenas,Teruel,Ródenas
Royuela,Teruel,Royuela
Rubiales,Teruel,Rubiales
Rubielos de la Cérida,Teruel,Rubielos de la Cérida
Rubielos de Mora,Teruel,Rubielos de Mora
Salcedillo,Teruel,Salcedillo
Saldón,Teruel,Saldón
Samper de Calanda,Teruel,Samper de Calanda
San Agustín,Teruel,San Agustín
San Martín del Río,Teruel,San Martín del Río
Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras
Santa Eulalia,Teruel,Santa Eulalia
Sarrión,Teruel,Sarrión
Segura de los Baños,Teruel,Segura de los Baños
Seno,Teruel,Seno
Singra,Teruel,Singra
Terriente,Teruel,Terriente
Teruel,Teruel,Teruel
Toril y Masegoso,Teruel,Toril y Masegoso
Tormón,Teruel,Tormón
Tornos,Teruel,Tornos
Torralba de los Sisones,Teruel,Torralba de los Sisones
Torre de Arcas,Teruel,Torre de Arcas
Torre de las Arcas,Teruel,Torre de las Arcas
Torre del Compte,Teruel,Torre del Compte
Torre los Negros,Teruel,Torre los Negros
Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz
Torrecilla del Rebollar,Teruel,Torrecilla del Rebollar
Torrelacárcel,Teruel,Torrelacárcel
Torremocha de Jiloca,Teruel,Torremocha de Jiloca
Torres de Albarracín,Teruel,Torres de Albarracín
Torrevelilla,Teruel,Torrevelilla
Torrijas,Teruel,Torrijas
Torrijo del Campo,Teruel,Torrijo del Campo
Tramacastiel,Teruel,Tramacastiel
Tramacastilla,Teruel,Tramacastilla
Tronchón,Teruel,Tronchón
Urrea de Gaén,Teruel,Urrea de Gaén
Utrillas,Teruel,Utrillas
Valacloche,Teruel,Valacloche
Valbona,Teruel,Valbona
Valdealgorfa,Teruel,Valdealgorfa
Valdecuenca,Teruel,Valdecuenca
Valdelinares,Teruel,Valdelinares
Valdeltormo,Teruel,Valdeltormo
Valderrobres,Teruel,Valderrobres
Valjunquera,Teruel,Valjunquera
Vallecillo (El),Teruel,El Vallecillo
Veguillas de la Sierra,Teruel,Veguillas de la Sierra
Villafranca del Campo,Teruel,Villafranca del Campo
Villahermosa del Campo,Teruel,Villahermosa del Campo
Villanueva del Rebollar de la Sierra,Teruel,Villanueva del Rebollar de la Sierra
Villar del Cobo,Teruel,Villar del Cobo
Villar del Salz,Teruel,Villar del Salz
Villarluengo,Teruel,Villarluengo
Villarquemado,Teruel,Villarquemado
Villarroya de los Pinares,Teruel,Villarroya de los Pinares
Villastar,Teruel,Villastar
Villel,Teruel,Villel
Vinaceite,Teruel,Vinaceite
Visiedo,Teruel,Visiedo
Vivel del Río Martín,Teruel,Vivel del Río Martín
Zoma (La),Teruel,La Zoma
Ajofrín,Toledo,Ajofrín
Alameda de la Sagra,Toledo,Alameda de la Sagra
Albarreal de Tajo,Toledo,Albarreal de Tajo
Alcabón,Toledo,Alcabón
Alcañizo,Toledo,Alcañizo
Alcaudete de la Jara,Toledo,Alcaudete de la Jara
Alcolea de Tajo,Toledo,Alcolea de Tajo
Aldea en Cabo,Toledo,Aldea en Cabo
Aldeanueva de Barbarroya,Toledo,Aldeanueva de Barbarroya
Aldeanueva de San Bartolomé,Toledo,Aldeanueva de San Bartolomé
Almendral de la Cañada,Toledo,Almendral de la Cañada
Almonacid de Toledo,Toledo,Almonacid de Toledo
Almorox,Toledo,Almorox
Añover de Tajo,Toledo,Añover de Tajo
Arcicóllar,Toledo,Arcicóllar
Argés,Toledo,Argés
Azután,Toledo,Azután
Barcience,Toledo,Barcience
Bargas,Toledo,Bargas
Belvís de la Jara,Toledo,Belvís de la Jara
Borox,Toledo,Borox
Buenaventura,Toledo,Buenaventura
Burguillos de Toledo,Toledo,Burguillos de Toledo
Burujón,Toledo,Burujón
Cabañas de la Sagra,Toledo,Cabañas de la Sagra
Cabañas de Yepes,Toledo,Cabañas de Yepes
Cabezamesada,Toledo,Cabezamesada
Calera y Chozas,Toledo,Calera y Chozas
Caleruela,Toledo,Caleruela
Calzada de Oropesa,Toledo,Calzada de Oropesa
Camarena,Toledo,Camarena
Camarenilla,Toledo,Camarenilla
Campillo de la Jara (El),Toledo,El Campillo de la Jara
Camuñas,Toledo,Camuñas
Cardiel de los Montes,Toledo,Cardiel de los Montes
Carmena,Toledo,Carmena
Carpio de Tajo (El),Toledo,El Carpio de Tajo
Carranque,Toledo,Carranque
Carriches,Toledo,Carriches
Casar de Escalona (El),Toledo,El Casar de Escalona
Casarrubios del Monte,Toledo,Casarrubios del Monte
Casasbuenas,Toledo,Casasbuenas
Castillo de Bayuela,Toledo,Castillo de Bayuela
Cazalegas,Toledo,Cazalegas
Cebolla,Toledo,Cebolla
Cedillo del Condado,Toledo,Cedillo del Condado
Cerralbos (Los),Toledo,Los Cerralbos
Cervera de los Montes,Toledo,Cervera de los Montes
Chozas de Canales,Toledo,Chozas de Canales
Chueca,Toledo,Chueca
Ciruelos,Toledo,Ciruelos
Cobeja,Toledo,Cobeja
Cobisa,Toledo,Cobisa
Consuegra,Toledo,Consuegra
Corral de Almaguer,Toledo,Corral de Almaguer
Cuerva,Toledo,Cuerva
Domingo Pérez,Toledo,Domingo Pérez
Dosbarrios,Toledo,Dosbarrios
Erustes,Toledo,Erustes
Escalona,Toledo,Escalona
Escalonilla,Toledo,Escalonilla
Espinoso del Rey,Toledo,Espinoso del Rey
Esquivias,Toledo,Esquivias
Estrella (La),Toledo,La Estrella
Fuensalida,Toledo,Fuensalida
Gálvez,Toledo,Gálvez
Garciotum,Toledo,Garciotum
Gerindote,Toledo,Gerindote
Guadamur,Toledo,Guadamur
Guardia (La),Toledo,La Guardia
Herencias (Las),Toledo,Las Herencias
Herreruela de Oropesa,Toledo,Herreruela de Oropesa
Hinojosa de San Vicente,Toledo,Hinojosa de San Vicente
Hontanar,Toledo,Hontanar
Hormigos,Toledo,Hormigos
Huecas,Toledo,Huecas
Huerta de Valdecarábanos,Toledo,Huerta de Valdecarábanos
Iglesuela del Tiétar (La),Toledo,La Iglesuela del Tiétar
Illán de Vacas,Toledo,Illán de Vacas
Illescas,Toledo,Illescas
Lagartera,Toledo,Lagartera
Layos,Toledo,Layos
Lillo,Toledo,Lillo
Lominchar,Toledo,Lominchar
Lucillos,Toledo,Lucillos
Madridejos,Toledo,Madridejos
Magán,Toledo,Magán
Malpica de Tajo,Toledo,Malpica de Tajo
Manzaneque,Toledo,Manzaneque
Maqueda,Toledo,Maqueda
Marjaliza,Toledo,Marjaliza
Marrupe,Toledo,Marrupe
Mascaraque,Toledo,Mascaraque
Mata (La),Toledo,La Mata
Mazarambroz,Toledo,Mazarambroz
Mejorada,Toledo,Mejorada
Menasalbas,Toledo,Menasalbas
Méntrida,Toledo,Méntrida
Mesegar de Tajo,Toledo,Mesegar de Tajo
Miguel Esteban,Toledo,Miguel Esteban
Mocejón,Toledo,Mocejón
Mohedas de la Jara,Toledo,Mohedas de la Jara
Montearagón,Toledo,Montearagón
Montesclaros,Toledo,Montesclaros
Mora,Toledo,Mora
Nambroca,Toledo,Nambroca
Nava de Ricomalillo (La),Toledo,La Nava de Ricomalillo
Navahermosa,Toledo,Navahermosa
Navalcán,Toledo,Navalcán
Navalmoralejo,Toledo,Navalmoralejo
Navalmorales (Los),Toledo,Los Navalmorales
Navalucillos (Los),Toledo,Los Navalucillos
Navamorcuende,Toledo,Navamorcuende
Noblejas,Toledo,Noblejas
Noez,Toledo,Noez
Nombela,Toledo,Nombela
Novés,Toledo,Novés
Numancia de la Sagra,Toledo,Numancia de la Sagra
Nuño Gómez,Toledo,Nuño Gómez
Ocaña,Toledo,Ocaña
Olías del Rey,Toledo,Olías del Rey
Ontígola,Toledo,Ontígola
Orgaz,Toledo,Orgaz
Oropesa,Toledo,Oropesa
Otero,Toledo,Otero
Palomeque,Toledo,Palomeque
Pantoja,Toledo,Pantoja
Paredes de Escalona,Toledo,Paredes de Escalona
Parrillas,Toledo,Parrillas
Pelahustán,Toledo,Pelahustán
Pepino,Toledo,Pepino
Polán,Toledo,Polán
Portillo de Toledo,Toledo,Portillo de Toledo
Puebla de Almoradiel (La),Toledo,La Puebla de Almoradiel
Puebla de Montalbán (La),Toledo,La Puebla de Montalbán
Pueblanueva (La),Toledo,La Pueblanueva
Puente del Arzobispo (El),Toledo,El Puente del Arzobispo
Puerto de San Vicente,Toledo,Puerto de San Vicente
Pulgar,Toledo,Pulgar
Quero,Toledo,Quero
Quintanar de la Orden,Toledo,Quintanar de la Orden
Quismondo,Toledo,Quismondo
Real de San Vicente (El),Toledo,El Real de San Vicente
Recas,Toledo,Recas
Retamoso de la Jara,Toledo,Retamoso de la Jara
Rielves,Toledo,Rielves
Robledo del Mazo,Toledo,Robledo del Mazo
Romeral (El),Toledo,El Romeral
San Bartolomé de las Abiertas,Toledo,San Bartolomé de las Abiertas
San Martín de Montalbán,Toledo,San Martín de Montalbán
San Martín de Pusa,Toledo,San Martín de Pusa
San Pablo de los Montes,Toledo,San Pablo de los Montes
San Román de los Montes,Toledo,San Román de los Montes
Santa Ana de Pusa,Toledo,Santa Ana de Pusa
Santa Cruz de la Zarza,Toledo,Santa Cruz de la Zarza
Santa Cruz del Retamar,Toledo,Santa Cruz del Retamar
Santa Olalla,Toledo,Santa Olalla
Santo Domingo-Caudilla,Toledo,Santo Domingo-Caudilla
Sartajada,Toledo,Sartajada
