municipio,provincia,municipio_nombre_humano,codigo_INE
Fortaleny,Valencia,Fortaleny,46125
Fortanete,Teruel,Fortanete,44106
Fortià,Girona,Fortià,17074
Fortuna,Murcia,Fortuna,30020
Forua,Bizkaia,Forua,48906
Foz,Lugo,Foz,27019
Foz-Calanda,Teruel,Foz-Calanda,44107
Frades,A Coruña,Frades,15038
Frades de la Sierra,Salamanca,Frades de la Sierra,37131
Fraga,Huesca,Fraga,22112
Frago (El),Zaragoza,El Frago,50109
Frailes,Jaén,Frailes,23033
Franco (El),Asturias,El Franco,33023
Frandovínez,Burgos,Frandovínez,9128
Franqueses del Vallès (Les),Barcelona,Les Franqueses del Vallès,8086
Frasno (El),Zaragoza,El Frasno,50110
Frechilla,Palencia,Frechilla,34072
Frechilla de Almazán,Soria,Frechilla de Almazán,42083
Fregenal de la Sierra,Badajoz,Fregenal de la Sierra,6050
Fregeneda (La),Salamanca,La Fregeneda,37132
Freginals,Tarragona,Freginals,43062
Freila,Granada,Freila,18078
Fréscano,Zaragoza,Fréscano,50111
Fresneda (La),Teruel,La Fresneda,44108
Fresneda de Altarejos,Cuenca,Fresneda de Altarejos,16083
Fresneda de Cuéllar,Segovia,Fresneda de Cuéllar,40078
Fresneda de la Sierra,Cuenca,Fresneda de la Sierra,16084
Fresneda de la Sierra Tirón,Burgos,Fresneda de la Sierra Tirón,9129
Fresnedilla,Ávila,Fresnedilla,5075
Fresnedillas de la Oliva,Madrid,Fresnedillas de la Oliva,28056
Fresnedoso,Salamanca,Fresnedoso,37133
Fresnedoso de Ibor,Cáceres,Fresnedoso de Ibor,10075
Fresneña,Burgos,Fresneña,9130
Fresnillo de las Dueñas,Burgos,Fresnillo de las Dueñas,9131
Fresno (El),Ávila,El Fresno,5076
Fresno Alhándiga,Salamanca,Fresno Alhándiga,37134
Fresno de Cantespino,Segovia,Fresno de Cantespino,40079
Fresno de Caracena,Soria,Fresno de Caracena,42084
Fresno de la Fuente,Segovia,Fresno de la Fuente,40080
Fresno de la Polvorosa,Zamora,Fresno de la Polvorosa,49075
Fresno de la Ribera,Zamora,Fresno de la Ribera,49076
Fresno de la Vega,León,Fresno de la Vega,24073
Fresno de Río Tirón,Burgos,Fresno de Río Tirón,9132
Fresno de Rodilla,Burgos,Fresno de Rodilla,9133
Fresno de Sayago,Zamora,Fresno de Sayago,49077
Fresno de Torote,Madrid,Fresno de Torote,28057
Fresno del Río,Palencia,Fresno del Río,34073
Fresno el Viejo,Valladolid,Fresno el Viejo,47065
Frías,Burgos,Frías,9134
Frías de Albarracín,Teruel,Frías de Albarracín,44109
Friera de Valverde,Zamora,Friera de Valverde,49078
Frigiliana,Málaga,Frigiliana,29053
Friol,Lugo,Friol,27020
Frómista,Palencia,Frómista,34074
Frontera,Santa Cruz de Tenerife,Frontera,38013
Frontera (La),Cuenca,La Frontera,16085
Fruiz,Bizkaia,Fruiz,48035
Frumales,Segovia,Frumales,40081
Fuembellida,Guadalajara,Fuembellida,19118
Fuencaliente,Ciudad Real,Fuencaliente,13042
Fuencaliente de la Palma,Santa Cruz de Tenerife,Fuencaliente de la Palma,38014
Fuencemillán,Guadalajara,Fuencemillán,19119
Fuendejalón,Zaragoza,Fuendejalón,50113
Fuendetodos,Zaragoza,Fuendetodos,50114
Fuenferrada,Teruel,Fuenferrada,44110
Fuengirola,Málaga,Fuengirola,29054
Fuenlabrada,Madrid,Fuenlabrada,28058
Fuenlabrada de los Montes,Badajoz,Fuenlabrada de los Montes,6051
Fuenllana,Ciudad Real,Fuenllana,13043
Fuenmayor,La Rioja,Fuenmayor,26064
Fuensaldaña,Valladolid,Fuensaldaña,47066
Fuensalida,Toledo,Fuensalida,45066
Fuensanta,Albacete,Fuensanta,2032
Fuensanta de Martos,Jaén,Fuensanta de Martos,23034
Fuente Álamo de Murcia,Murcia,Fuente Álamo de Murcia,30021
Fuente Carreteros,Córdoba,Fuente Carreteros,14901
Fuente de Cantos,Badajoz,Fuente de Cantos,6052
Fuente de Pedro Naharro,Cuenca,Fuente de Pedro Naharro,16086
Fuente de Piedra,Málaga,Fuente de Piedra,29055
Fuente de San Esteban (La),Salamanca,La Fuente de San Esteban,37135
Fuente de Santa Cruz,Segovia,Fuente de Santa Cruz,40082
Fuente del Arco,Badajoz,Fuente del Arco,6053
Fuente del Maestre,Badajoz,Fuente del Maestre,6054
Fuente el Fresno,Ciudad Real,Fuente el Fresno,13044
Fuente el Olmo de Fuentidueña,Segovia,Fuente el Olmo de Fuentidueña,40083
Fuente el Olmo de Íscar,Segovia,Fuente el Olmo de Íscar,40084
Fuente el Saúz,Ávila,Fuente el Saúz,5077
Fuente el Saz de Jarama,Madrid,Fuente el Saz de Jarama,28059
Fuente el Sol,Valladolid,Fuente el Sol,47067
Fuente Encalada,Zamora,Fuente Encalada,49079
Fuente la Lancha,Córdoba,Fuente la Lancha,14028
Fuente la Reina,Castellón,Fuente la Reina,12063
Fuente Obejuna,Córdoba,Fuente Obejuna,14029
Fuente Palmera,Córdoba,Fuente Palmera,14030
Fuente Vaqueros,Granada,Fuente Vaqueros,18079
Fuente-Álamo,Albacete,Fuente-Álamo,2033
Fuente-Olmedo,Valladolid,Fuente-Olmedo,47068
Fuente-Tójar,Córdoba,Fuente-Tójar,14031
Fuentealbilla,Albacete,Fuentealbilla,2034
Fuentearmegil,Soria,Fuentearmegil,42085
Fuentebureba,Burgos,Fuentebureba,9135
Fuentecambrón,Soria,Fuentecambrón,42086
Fuentecantos,Soria,Fuentecantos,42087
Fuentecén,Burgos,Fuentecén,9136
Fuenteguinaldo,Salamanca,Fuenteguinaldo,37136
Fuenteheridos,Huelva,Fuenteheridos,21033
Fuentelahiguera de Albatages,Guadalajara,Fuentelahiguera de Albatages,19120
Fuentelapeña,Zamora,Fuentelapeña,49080
Fuentelcésped,Burgos,Fuentelcésped,9137
Fuentelencina,Guadalajara,Fuentelencina,19121
Fuentelespino de Haro,Cuenca,Fuentelespino de Haro,16087
Fuentelespino de Moya,Cuenca,Fuentelespino de Moya,16088
Fuenteliante,Salamanca,Fuenteliante,37137
Fuentelisendo,Burgos,Fuentelisendo,9138
Fuentelmonge,Soria,Fuentelmonge,42088
Fuentelsaz,Guadalajara,Fuentelsaz,19122
Fuentelsaz de Soria,Soria,Fuentelsaz de Soria,42089
Fuentelviejo,Guadalajara,Fuentelviejo,19123
Fuentemolinos,Burgos,Fuentemolinos,9139
Fuentenava de Jábaga,Cuenca,Fuentenava de Jábaga,16904
Fuentenebro,Burgos,Fuentenebro,9140
Fuentenovilla,Guadalajara,Fuentenovilla,19124
Fuentepelayo,Segovia,Fuentepelayo,40086
Fuentepinilla,Soria,Fuentepinilla,42090
Fuentepiñel,Segovia,Fuentepiñel,40087
Fuenterrebollo,Segovia,Fuenterrebollo,40088
Fuenterroble de Salvatierra,Salamanca,Fuenterroble de Salvatierra,37138
Fuenterrobles,Valencia,Fuenterrobles,46129
Fuentes,Cuenca,Fuentes,16089
Fuentes Calientes,Teruel,Fuentes Calientes,44111
Fuentes Claras,Teruel,Fuentes Claras,44112
Fuentes de Andalucía,Sevilla,Fuentes de Andalucía,41042
Fuentes de Año,Ávila,Fuentes de Año,5078
Fuentes de Ayódar,Castellón,Fuentes de Ayódar,12064
Fuentes de Béjar,Salamanca,Fuentes de Béjar,37139
Fuentes de Carbajal,León,Fuentes de Carbajal,24074
Fuentes de Ebro,Zaragoza,Fuentes de Ebro,50115
Fuentes de Jiloca,Zaragoza,Fuentes de Jiloca,50116
Fuentes de León,Badajoz,Fuentes de León,6055
Fuentes de Magaña,Soria,Fuentes de Magaña,42092
Fuentes de Nava,Palencia,Fuentes de Nava,34076
Fuentes de Oñoro,Salamanca,Fuentes de Oñoro,37140
Fuentes de Ropel,Zamora,Fuentes de Ropel,49082
Fuentes de Rubielos,Teruel,Fuentes de Rubielos,44113
Fuentes de Valdepero,Palencia,Fuentes de Valdepero,34077
Fuentesaúco,Zamora,Fuentesaúco,49081
Fuentesaúco de Fuentidueña,Segovia,Fuentesaúco de Fuentidueña,40089
Fuentesecas,Zamora,Fuentesecas,49083
Fuentesoto,Segovia,Fuentesoto,40091
Fuentespalda,Teruel,Fuentespalda,44114
Fuentespina,Burgos,Fuentespina,9141
Fuentespreadas,Zamora,Fuentespreadas,49084
Fuentestrún,Soria,Fuentestrún,42093
Fuentidueña,Segovia,Fuentidueña,40092
Fuentidueña de Tajo,Madrid,Fuentidueña de Tajo,28060
Fuerte del Rey,Jaén,Fuerte del Rey,23035
Fuertescusa,Cuenca,Fuertescusa,16091
Fueva (La),Huesca,La Fueva,22113
Fuliola (La),Lleida,La Fuliola,25096
Fulleda,Lleida,Fulleda,25097
Funes,Navarra,Funes,31107
Fustiñana,Navarra,Fustiñana,31108
Gabaldón,Cuenca,Gabaldón,16092
Gabias (Las),Granada,Las Gabias,18905
Gabiria,Gipuzkoa,Gabiria,20038
Gádor,Almería,Gádor,4047
Gaià,Barcelona,Gaià,8090
Gaianes,Alicante,Gaianes,3072
Gaibiel,Castellón,Gaibiel,12065
Gaintza,Gipuzkoa,Gaintza,20037
Gajanejos,Guadalajara,Gajanejos,19125
Gajates,Salamanca,Gajates,37141
Galapagar,Madrid,Galapagar,28061
Galápagos,Guadalajara,Galápagos,19126
Galar,Navarra,Galar,31109
Galaroza,Huelva,Galaroza,21034
Galbarros,Burgos,Galbarros,9143
Galbárruli,La Rioja,Galbárruli,26065
Galdakao,Bizkaia,Galdakao,48036
Galdames,Bizkaia,Galdames,48037
Gáldar,Las Palmas,Gáldar,35009
Galende,Zamora,Galende,49085
Galera,Granada,Galera,18082
Galera (La),Tarragona,La Galera,43063
Galilea,La Rioja,Galilea,26066
Galindo y Perahuy,Salamanca,Galindo y Perahuy,37142
Galinduste,Salamanca,Galinduste,37143
Galisancho,Salamanca,Galisancho,37144
Galisteo,Cáceres,Galisteo,10076
Gallardos (Los),Almería,Los Gallardos,4048
Gallega (La),Burgos,La Gallega,9144
Gallegos,Segovia,Gallegos,40093
Gallegos de Altamiros,Ávila,Gallegos de Altamiros,5079
Gallegos de Argañán,Salamanca,Gallegos de Argañán,37145
Gallegos de Hornija,Valladolid,Gallegos de Hornija,47069
Gallegos de Sobrinos,Ávila,Gallegos de Sobrinos,5080
Gallegos de Solmirón,Salamanca,Gallegos de Solmirón,37146
Gallegos del Pan,Zamora,Gallegos del Pan,49086
Gallegos del Río,Zamora,Gallegos del Río,49087
Gallifa,Barcelona,Gallifa,8087
Gallinero de Cameros,La Rioja,Gallinero de Cameros,26067
Gallipienzo/Galipentzu,Navarra,Gallipienzo/Galipentzu,31110
Gallocanta,Zaragoza,Gallocanta,50117
Gallués/Galoze,Navarra,Gallués/Galoze,31111
Gallur,Zaragoza,Gallur,50118
Galve,Teruel,Galve,44115
Galve de Sorbe,Guadalajara,Galve de Sorbe,19127
Gálvez,Toledo,Gálvez,45067
Gamiz-Fika,Bizkaia,Gamiz-Fika,48038
Gamones,Zamora,Gamones,49088
Gandesa,Tarragona,Gandesa,43064
Gandia,Valencia,Gandia,46131
Garaballa,Cuenca,Garaballa,16093
Garachico,Santa Cruz de Tenerife,Garachico,38015
Garafía,Santa Cruz de Tenerife,Garafía,38016
Garai,Bizkaia,Garai,48039
Garaioa,Navarra,Garaioa,31112
Garbayuela,Badajoz,Garbayuela,6056
Garcia,Tarragona,Garcia,43065
Garciaz,Cáceres,Garciaz,10077
Garcibuey,Salamanca,Garcibuey,37147
Garcihernández,Salamanca,Garcihernández,37148
Garcillán,Segovia,Garcillán,40094
Garciotum,Toledo,Garciotum,45068
Garcirrey,Salamanca,Garcirrey,37149
Garde,Navarra,Garde,31113
Gargallo,Teruel,Gargallo,44116
Garganta (La),Cáceres,La Garganta,10078
Garganta de los Montes,Madrid,Garganta de los Montes,28062
Garganta del Villar,Ávila,Garganta del Villar,5081
Garganta la Olla,Cáceres,Garganta la Olla,10079
Gargantilla,Cáceres,Gargantilla,10080
Gargantilla del Lozoya y Pinilla de Buitrago,Madrid,Gargantilla del Lozoya y Pinilla de Buitrago,28063
Gargüera,Cáceres,Gargüera,10081
Garidells (Els),Tarragona,Els Garidells,43066
Garínoain,Navarra,Garínoain,31114
Garlitos,Badajoz,Garlitos,6057
Garrafe de Torío,León,Garrafe de Torío,24076
Garralda,Navarra,Garralda,31115
Garray,Soria,Garray,42094
Garriga (La),Barcelona,La Garriga,8088
Garrigàs,Girona,Garrigàs,17075
Garrigoles,Girona,Garrigoles,17076
Garriguella,Girona,Garriguella,17077
Garrobo (El),Sevilla,El Garrobo,41043
Garrovilla (La),Badajoz,La Garrovilla,6058
Garrovillas de Alconétar,Cáceres,Garrovillas de Alconétar,10082
Garrucha,Almería,Garrucha,4049
Garvín,Cáceres,Garvín,10083
Gascones,Madrid,Gascones,28064
Gascueña,Cuenca,Gascueña,16094
Gascueña de Bornova,Guadalajara,Gascueña de Bornova,19129
Gastor (El),Cádiz,El Gastor,11018
Gata,Cáceres,Gata,10084
Gata de Gorgos,Alicante,Gata de Gorgos,3071
Gatika,Bizkaia,Gatika,48040
Gatón de Campos,Valladolid,Gatón de Campos,47070
Gátova,Valencia,Gátova,46902
Gaucín,Málaga,Gaucín,29056
Gautegiz Arteaga,Bizkaia,Gautegiz Arteaga,48041
Gavà,Barcelona,Gavà,8089
Gavarda,Valencia,Gavarda,46130
Gavet de la Conca,Lleida,Gavet de la Conca,25098
Gavilanes,Ávila,Gavilanes,5082
Gaztelu,Gipuzkoa,Gaztelu,20907
Gea de Albarracín,Teruel,Gea de Albarracín,44117
Gejuelo del Barro,Salamanca,Gejuelo del Barro,37150
Geldo,Castellón,Geldo,12067
Gelida,Barcelona,Gelida,8091
Gelsa,Zaragoza,Gelsa,50119
Gelves,Sevilla,Gelves,41044
Gema,Zamora,Gema,49090
Gemuño,Ávila,Gemuño,5083
Genalguacil,Málaga,Genalguacil,29057
Génave,Jaén,Génave,23037
Genevilla,Navarra,Genevilla,31116
Genovés (el),Valencia,el Genovés,46132
Ger,Girona,Ger,17078
Gerena,Sevilla,Gerena,41045
Gérgal,Almería,Gérgal,4050
Geria,Valladolid,Geria,47071
Gerindote,Toledo,Gerindote,45069
Gernika-Lumo,Bizkaia,Gernika-Lumo,48046
Gestalgar,Valencia,Gestalgar,46133
Getafe,Madrid,Getafe,28065
Getaria,Gipuzkoa,Getaria,20039
Getxo,Bizkaia,Getxo,48044
Gibraleón,Huelva,Gibraleón,21035
Gijón,Asturias,Gijón,33024
Gil García,Ávila,Gil García,5085
Gilbuena,Ávila,Gilbuena,5084
Gilena,Sevilla,Gilena,41046
Gilet,Valencia,Gilet,46134
Gimenells i el Pla de la Font,Lleida,Gimenells i el Pla de la Font,25912
Gimialcón,Ávila,Gimialcón,5086
Gimileo,La Rioja,Gimileo,26068
Ginebrosa (La),Teruel,La Ginebrosa,44118
Gines,Sevilla,Gines,41047
Ginestar,Tarragona,Ginestar,43067
Gineta (La),Albacete,La Gineta,2035
Girona,Girona,Girona,17079
Gironella,Barcelona,Gironella,8092
Gisclareny,Barcelona,Gisclareny,8093
Gistaín,Huesca,Gistaín,22114
Gizaburuaga,Bizkaia,Gizaburuaga,48047
Gobernador,Granada,Gobernador,18083
Godall,Tarragona,Godall,43068
Godella,Valencia,Godella,46135
Godelleta,Valencia,Godelleta,46136
Godojos,Zaragoza,Godojos,50120
Goizueta,Navarra,Goizueta,31117
Gójar,Granada,Gójar,18084
Golmayo,Soria,Golmayo,42095
Golmés,Lleida,Golmés,25099
Golosalvo,Albacete,Golosalvo,2036
Golpejas,Salamanca,Golpejas,37151
Gómara,Soria,Gómara,42096
Gombrèn,Girona,Gombrèn,17080
Gomecello,Salamanca,Gomecello,37152
Gomesende,Ourense,Gomesende,32033
Gomezserracín,Segovia,Gomezserracín,40095
Gondomar,Pontevedra,Gondomar,36021
Goñi,Navarra,Goñi,31118
Gor,Granada,Gor,18085
Gorafe,Granada,Gorafe,18086
Gordaliza del Pino,León,Gordaliza del Pino,24077
Gordexola,Bizkaia,Gordexola,48042
Gordo (El),Cáceres,El Gordo,10085
Gordoncillo,León,Gordoncillo,24078
Gorga,Alicante,Gorga,3073
Gorliz,Bizkaia,Gorliz,48043
Gormaz,Soria,Gormaz,42097
Gósol,Lleida,Gósol,25100
Gotarrendura,Ávila,Gotarrendura,5087
Gotor,Zaragoza,Gotor,50121
Gozón,Asturias,Gozón,33025
Gradefes,León,Gradefes,24079
Grado,Asturias,Grado,33026
Grado (El),Huesca,El Grado,22115
Graja de Campalbo,Cuenca,Graja de Campalbo,16095
Graja de Iniesta,Cuenca,Graja de Iniesta,16096
Grajal de Campos,León,Grajal de Campos,24080
Grajera,Segovia,Grajera,40097
Granada,Granada,Granada,18087
Granada (La),Barcelona,La Granada,8094
Granada de Río-Tinto (La),Huelva,La Granada de Río-Tinto,21036
Granadella (La),Lleida,La Granadella,25101
Granadilla de Abona,Santa Cruz de Tenerife,Granadilla de Abona,38017
Granado (El),Huelva,El Granado,21037
Granátula de Calatrava,Ciudad Real,Granátula de Calatrava,13045
Grandas de Salime,Asturias,Grandas de Salime,33027
Grandes y San Martín,Ávila,Grandes y San Martín,5088
Granera,Barcelona,Granera,8095
Granja (La),Cáceres,La Granja,10086
Granja d'Escarp (La),Lleida,La Granja d'Escarp,25102
Granja de la Costera (la),Valencia,la Granja de la Costera,46137
Granja de Moreruela,Zamora,Granja de Moreruela,49091
Granja de Rocamora,Alicante,Granja de Rocamora,3074
Granja de Torrehermosa,Badajoz,Granja de Torrehermosa,6059
Granjuela (La),Córdoba,La Granjuela,14032
Granollers,Barcelona,Granollers,8096
Granucillo,Zamora,Granucillo,49092
Granyanella,Lleida,Granyanella,25103
Granyena de les Garrigues,Lleida,Granyena de les Garrigues,25105
Granyena de Segarra,Lleida,Granyena de Segarra,25104
Grañén,Huesca,Grañén,22116
Grañón,La Rioja,Grañón,26069
Gratallops,Tarragona,Gratallops,43069
Graus,Huesca,Graus,22117
Grávalos,La Rioja,Grávalos,26070
Grazalema,Cádiz,Grazalema,11019
Griegos,Teruel,Griegos,44119
Grijalba,Burgos,Grijalba,9148
Grijota,Palencia,Grijota,34079
Griñón,Madrid,Griñón,28066
Grisaleña,Burgos,Grisaleña,9149
Grisel,Zaragoza,Grisel,50122
Grisén,Zaragoza,Grisén,50123
Grove (O),Pontevedra,O Grove,36022
Guadahortuna,Granada,Guadahortuna,18088
Guadalajara,Guadalajara,Guadalajara,19130
Guadalaviar,Teruel,Guadalaviar,44120
Guadalcanal,Sevilla,Guadalcanal,41048
Guadalcázar,Córdoba,Guadalcázar,14033
Guadalix de la Sierra,Madrid,Guadalix de la Sierra,28067
Guadalmez,Ciudad Real,Guadalmez,13046
Guadalupe,Cáceres,Guadalupe,10087
Guadamur,Toledo,Guadamur,45070
Guadarrama,Madrid,Guadarrama,28068
Guadasséquies,Valencia,Guadasséquies,46138
Guadassuar,Valencia,Guadassuar,46139
Guadiana,Badajoz,Guadiana,6903
Guadix,Granada,Guadix,18089
Guadramiro,Salamanca,Guadramiro,37154
Guájares (Los),Granada,Los Guájares,18906
Gualba,Barcelona,Gualba,8097
Gualchos,Granada,Gualchos,18093
Gualta,Girona,Gualta,17081
Guancha (La),Santa Cruz de Tenerife,La Guancha,38018
Guarda (A),Pontevedra,A Guarda,36023
Guardamar de la Safor,Valencia,Guardamar de la Safor,46140
Guardamar del Segura,Alicante,Guardamar del Segura,3076
Guardia (La),Toledo,La Guardia,45071
Guardia de Jaén (La),Jaén,La Guardia de Jaén,23038
Guardiola de Berguedà,Barcelona,Guardiola de Berguedà,8099
Guardo,Palencia,Guardo,34080
Guareña,Badajoz,Guareña,6060
Guaro,Málaga,Guaro,29058
Guarrate,Zamora,Guarrate,49093
Guarromán,Jaén,Guarromán,23039
Guaza de Campos,Palencia,Guaza de Campos,34081
Gúdar,Teruel,Gúdar,44121
Gudiña (A),Ourense,A Gudiña,32034
Güéjar Sierra,Granada,Güéjar Sierra,18094
Güeñes,Bizkaia,Güeñes,48045
Güesa/Gorza,Navarra,Güesa/Gorza,31119
Guesálaz/Gesalatz,Navarra,Guesálaz/Gesalatz,31120
Güevéjar,Granada,Güevéjar,18095
Guía de Isora,Santa Cruz de Tenerife,Guía de Isora,38019
Guiamets (Els),Tarragona,Els Guiamets,43070
Guijarrosa (La),Córdoba,La Guijarrosa,14902
Guijo (El),Córdoba,El Guijo,14034
Guijo de Ávila,Salamanca,Guijo de Ávila,37155
Guijo de Coria,Cáceres,Guijo de Coria,10088
Guijo de Galisteo,Cáceres,Guijo de Galisteo,10089
Guijo de Granadilla,Cáceres,Guijo de Granadilla,10090
Guijo de Santa Bárbara,Cáceres,Guijo de Santa Bárbara,10091
Guijuelo,Salamanca,Guijuelo,37156
Guillena,Sevilla,Guillena,41049
Guils de Cerdanya,Girona,Guils de Cerdanya,17082
Güímar,Santa Cruz de Tenerife,Güímar,38020
Guimerà,Lleida,Guimerà,25109
Guingueta d'Àneu (La),Lleida,La Guingueta d'Àneu,25903
Guirguillano,Navarra,Guirguillano,31121
Guisando,Ávila,Guisando,5089
Guissona,Lleida,Guissona,25110
Guitiriz,Lugo,Guitiriz,27022
Guixers,Lleida,Guixers,25111
Gumiel de Izán,Burgos,Gumiel de Izán,9151
Gumiel de Mercado,Burgos,Gumiel de Mercado,9152
Guntín,Lugo,Guntín,27023
Gurb,Barcelona,Gurb,8100
Guriezo,Cantabria,Guriezo,39030
Gurrea de Gállego,Huesca,Gurrea de Gállego,22119
Gusendos de los Oteros,León,Gusendos de los Oteros,24081
Gutierre-Muñoz,Ávila,Gutierre-Muñoz,5090
Haba (La),Badajoz,La Haba,6061
Hacinas,Burgos,Hacinas,9154
Harana/Valle de Arana,Álava,Harana/Valle de Arana,1056
Haría,Las Palmas,Haría,35010
Haro,La Rioja,Haro,26071
Haza,Burgos,Haza,9155
Hazas de Cesto,Cantabria,Hazas de Cesto,39031
Helechosa de los Montes,Badajoz,Helechosa de los Montes,6062
Hellín,Albacete,Hellín,2037
Henarejos,Cuenca,Henarejos,16097
Henche,Guadalajara,Henche,19132
Heras de Ayuso,Guadalajara,Heras de Ayuso,19133
Herbers,Castellón,Herbers,12068
Herce,La Rioja,Herce,26072
Herencia,Ciudad Real,Herencia,13047
Herencias (Las),Toledo,Las Herencias,45072
Herguijuela,Cáceres,Herguijuela,10092
Herguijuela de Ciudad Rodrigo,Salamanca,Herguijuela de Ciudad Rodrigo,37157
Herguijuela de la Sierra,Salamanca,Herguijuela de la Sierra,37158
Herguijuela del Campo,Salamanca,Herguijuela del Campo,37159
Hermandad de Campoo de Suso,Cantabria,Hermandad de Campoo de Suso,39032
Hérmedes de Cerrato,Palencia,Hérmedes de Cerrato,34082
Hermigua,Santa Cruz de Tenerife,Hermigua,38021
Hermisende,Zamora,Hermisende,49094
Hernán-Pérez,Cáceres,Hernán-Pérez,10093
Hernani,Gipuzkoa,Hernani,20040
Hernansancho,Ávila,Hernansancho,5092
Hernialde,Gipuzkoa,Hernialde,20041
Herradón de Pinares,Ávila,Herradón de Pinares,5093
Herramélluri,La Rioja,Herramélluri,26073
Herrera,Sevilla,Herrera,41050
Herrera (La),Albacete,La Herrera,2038
Herrera de Alcántara,Cáceres,Herrera de Alcántara,10094
Herrera de los Navarros,Zaragoza,Herrera de los Navarros,50124
Herrera de Pisuerga,Palencia,Herrera de Pisuerga,34083
Herrera de Soria,Soria,Herrera de Soria,42098
Herrera de Valdecañas,Palencia,Herrera de Valdecañas,34084
Herrera del Duque,Badajoz,Herrera del Duque,6063
Herrería,Guadalajara,Herrería,19134
Herrerías,Cantabria,Herrerías,39033
Herreros de Suso,Ávila,Herreros de Suso,5094
Herreruela,Cáceres,Herreruela,10095
Herreruela de Oropesa,Toledo,Herreruela de Oropesa,45073
Herrín de Campos,Valladolid,Herrín de Campos,47073
Herrumblar (El),Cuenca,El Herrumblar,16098
Hervás,Cáceres,Hervás,10096
Hervías,La Rioja,Hervías,26074
Hiendelaencina,Guadalajara,Hiendelaencina,19135
Higuera,Cáceres,Higuera,10097
Higuera de Calatrava,Jaén,Higuera de Calatrava,23041
Higuera de la Serena,Badajoz,Higuera de la Serena,6064
Higuera de la Sierra,Huelva,Higuera de la Sierra,21038
Higuera de las Dueñas,Ávila,Higuera de las Dueñas,5095
Higuera de Llerena,Badajoz,Higuera de Llerena,6065
Higuera de Vargas,Badajoz,Higuera de Vargas,6066
Higuera la Real,Badajoz,Higuera la Real,6067
Higueras,Castellón,Higueras,12069
Higueruela,Albacete,Higueruela,2039
Higueruelas,Valencia,Higueruelas,46141
Hija de Dios (La),Ávila,La Hija de Dios,5096
Híjar,Teruel,Híjar,44122
Hijes,Guadalajara,Hijes,19136
Hiniesta (La),Zamora,La Hiniesta,49095
Hinojal,Cáceres,Hinojal,10098
Hinojales,Huelva,Hinojales,21039
Hinojares,Jaén,Hinojares,23042
Hinojos,Huelva,Hinojos,21040
Hinojosa (La),Cuenca,La Hinojosa,16099
Hinojosa de Duero,Salamanca,Hinojosa de Duero,37160
Hinojosa de Jarque,Teruel,Hinojosa de Jarque,44123
Hinojosa de San Vicente,Toledo,Hinojosa de San Vicente,45074
Hinojosa del Campo,Soria,Hinojosa del Campo,42100
Hinojosa del Duque,Córdoba,Hinojosa del Duque,14035
Hinojosa del Valle,Badajoz,Hinojosa del Valle,6068
Hinojosas de Calatrava,Ciudad Real,Hinojosas de Calatrava,13048
Hinojosos (Los),Cuenca,Los Hinojosos,16100
Hiriberri/Villanueva de Aezkoa,Navarra,Hiriberri/Villanueva de Aezkoa,31256
Hiruela (La),Madrid,La Hiruela,28069
