municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta
Sant Esteve Sesrovires,Barcelona,Sant Esteve Sesrovires,1804.34,35
Sant Feliu de Buixalleu,Girona,Sant Feliu de Buixalleu,3793.38,32
Sant Feliu de Codines,Barcelona,Sant Feliu de Codines,1585.86,141
Sant Feliu de Guíxols,Girona,Sant Feliu de Guíxols,3453.53,1320
Sant Feliu de Llobregat,Barcelona,Sant Feliu de Llobregat,2965.22,209
Sant Feliu de Pallerols,Girona,Sant Feliu de Pallerols,1517.62,16
Sant Feliu Sasserra,Barcelona,Sant Feliu Sasserra,-,-
Sant Ferriol,Girona,Sant Ferriol,450.0,1
Sant Fost de Campsentelles,Barcelona,Sant Fost de Campsentelles,2028.37,122
Sant Fruitós de Bages,Barcelona,Sant Fruitós de Bages,1384.71,90
Sant Gregori,Girona,Sant Gregori,1993.4,33
Sant Guim de Freixenet,Lleida,Sant Guim de Freixenet,713.89,35
Sant Guim de la Plana,Lleida,Sant Guim de la Plana,133.33,1
Sant Hilari Sacalm,Girona,Sant Hilari Sacalm,1572.5,114
Sant Hipòlit de Voltregà,Barcelona,Sant Hipòlit de Voltregà,-,-
Sant Iscle de Vallalta,Barcelona,Sant Iscle de Vallalta,1236.31,43
Sant Jaume d'Enveja,Tarragona,Sant Jaume d'Enveja,-,-
Sant Jaume de Frontanyà,Barcelona,Sant Jaume de Frontanyà,-,-
Sant Jaume de Llierca,Girona,Sant Jaume de Llierca,1218.71,12
Sant Jaume dels Domenys,Tarragona,Sant Jaume dels Domenys,1267.5,40
Sant Joan,Illes Balears,Sant Joan,1737.3,68
Sant Joan d'Alacant,Alicante,Sant Joan d'Alacant,-,-
Sant Joan de Labritja,Illes Balears,Sant Joan de Labritja,4042.55,55
Sant Joan de les Abadesses,Girona,Sant Joan de les Abadesses,1081.34,37
Sant Joan de Mollet,Girona,Sant Joan de Mollet,1301.59,7
Sant Joan de Moró,Castellón,Sant Joan de Moró,747.81,122
Sant Joan de Vilatorrada,Barcelona,Sant Joan de Vilatorrada,2069.55,108
Sant Joan Despí,Barcelona,Sant Joan Despí,3142.22,247
Sant Joan les Fonts,Girona,Sant Joan les Fonts,1484.91,24
Sant Joanet,Valencia,Sant Joanet,-,-
Sant Jordi Desvalls,Girona,Sant Jordi Desvalls,1015.49,8
Sant Jordi/San Jorge,Castellón,Sant Jordi/San Jorge,1121.63,175
Sant Josep de sa Talaia,Illes Balears,Sant Josep de sa Talaia,4834.42,290
Sant Julià de Cerdanyola,Barcelona,Sant Julià de Cerdanyola,-,-
Sant Julià de Ramis,Girona,Sant Julià de Ramis,1421.56,60
Sant Julià de Vilatorta,Barcelona,Sant Julià de Vilatorta,1535.85,35
Sant Julià del Llor i Bonmatí,Girona,Sant Julià del Llor i Bonmatí,916.3,18
Sant Just Desvern,Barcelona,Sant Just Desvern,4002.23,189
Sant Llorenç d'Hortons,Barcelona,Sant Llorenç d'Hortons,-,-
Sant Llorenç de la Muga,Girona,Sant Llorenç de la Muga,-,-
Sant Llorenç de Morunys,Lleida,Sant Llorenç de Morunys,-,-
Sant Llorenç des Cardassar,Illes Balears,Sant Llorenç des Cardassar,-,-
Sant Llorenç Savall,Barcelona,Sant Llorenç Savall,-,-
Sant Lluís,Illes Balears,Sant Lluís,3637.13,172
Sant Martí d'Albars,Barcelona,Sant Martí d'Albars,-,-
Sant Martí de Centelles,Barcelona,Sant Martí de Centelles,1604.54,23
Sant Martí de Llémena,Girona,Sant Martí de Llémena,1079.55,12
Sant Martí de Riucorb,Lleida,Sant Martí de Riucorb,453.93,8
Sant Martí de Tous,Barcelona,Sant Martí de Tous,986.72,10
Sant Martí Sarroca,Barcelona,Sant Martí Sarroca,1320.8,56
Sant Martí Sesgueioles,Barcelona,Sant Martí Sesgueioles,782.18,13
Sant Martí Vell,Girona,Sant Martí Vell,4525.88,3
Sant Mateu,Castellón,Sant Mateu,543.67,47
Sant Mateu de Bages,Barcelona,Sant Mateu de Bages,1790.29,3
Sant Miquel de Campmajor,Girona,Sant Miquel de Campmajor,4604.62,2
Sant Miquel de Fluvià,Girona,Sant Miquel de Fluvià,-,-
Sant Mori,Girona,Sant Mori,1370.5,3
Sant Pau de Segúries,Girona,Sant Pau de Segúries,1189.01,10
Sant Pere de Ribes,Barcelona,Sant Pere de Ribes,7275.93,623
Sant Pere de Riudebitlles,Barcelona,Sant Pere de Riudebitlles,711.31,25
Sant Pere de Torelló,Barcelona,Sant Pere de Torelló,1124.5,32
Sant Pere de Vilamajor,Barcelona,Sant Pere de Vilamajor,1682.2,82
Sant Pere Pescador,Girona,Sant Pere Pescador,3026.47,56
Sant Pere Sallavinera,Barcelona,Sant Pere Sallavinera,4215.74,2
Sant Pol de Mar,Barcelona,Sant Pol de Mar,2688.93,143
Sant Quintí de Mediona,Barcelona,Sant Quintí de Mediona,1615.9,34
Sant Quirze de Besora,Barcelona,Sant Quirze de Besora,998.84,22
Sant Quirze del Vallès,Barcelona,Sant Quirze del Vallès,3157.89,219
Sant Quirze Safaja,Barcelona,Sant Quirze Safaja,5078.12,15
Sant Ramon,Lleida,Sant Ramon,418.2,5
Sant Sadurní d'Anoia,Barcelona,Sant Sadurní d'Anoia,-,-
Sant Sadurní d'Osormort,Barcelona,Sant Sadurní d'Osormort,-,-
Sant Salvador de Guardiola,Barcelona,Sant Salvador de Guardiola,1215.66,43
Sant Vicenç de Castellet,Barcelona,Sant Vicenç de Castellet,-,-
Sant Vicenç de Montalt,Barcelona,Sant Vicenç de Montalt,-,-
Sant Vicenç de Torelló,Barcelona,Sant Vicenç de Torelló,-,-
Sant Vicenç dels Horts,Barcelona,Sant Vicenç dels Horts,-,-
Santa Amalia,Badajoz,Santa Amalia,705.88,7
Santa Ana,Cáceres,Santa Ana,0,0
Santa Ana de Pusa,Toledo,Santa Ana de Pusa,-,-
Santa Ana la Real,Huelva,Santa Ana la Real,623.82,9
Santa Bàrbara,Tarragona,Santa Bàrbara,553.57,141
Santa Bárbara de Casa,Huelva,Santa Bárbara de Casa,450.41,15
Santa Brígida,Las Palmas,Santa Brígida,2860.44,234
Santa Cecilia,Burgos,Santa Cecilia,424.63,2
Santa Cecília de Voltregà,Barcelona,Santa Cecília de Voltregà,-,-
Santa Cecilia del Alcor,Palencia,Santa Cecilia del Alcor,98.67,1
Santa Cilia,Huesca,Santa Cilia,-,-
Santa Clara de Avedillo,Zamora,Santa Clara de Avedillo,-,-
Santa Coloma,La Rioja,Santa Coloma,122.45,1
Santa Coloma de Cervelló,Barcelona,Santa Coloma de Cervelló,2067.41,37
Santa Coloma de Farners,Girona,Santa Coloma de Farners,1226.56,157
Santa Coloma de Gramenet,Barcelona,Santa Coloma de Gramenet,2074.77,999
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt,-,-
Santa Colomba de Curueño,León,Santa Colomba de Curueño,383.89,11
Santa Colomba de las Monjas,Zamora,Santa Colomba de las Monjas,-,-
Santa Colomba de Somoza,León,Santa Colomba de Somoza,500.15,11
Santa Comba,A Coruña,Santa Comba,730.74,21
Santa Cristina d'Aro,Girona,Santa Cristina d'Aro,-,-
Santa Cristina de la Polvorosa,Zamora,Santa Cristina de la Polvorosa,-,-
Santa Cristina de Valmadrigal,León,Santa Cristina de Valmadrigal,402.21,2
Santa Croya de Tera,Zamora,Santa Croya de Tera,-,-
Santa Cruz de Bezana,Cantabria,Santa Cruz de Bezana,1634.3,181
Santa Cruz de Boedo,Palencia,Santa Cruz de Boedo,0,0
Santa Cruz de Grío,Zaragoza,Santa Cruz de Grío,-,-
Santa Cruz de la Palma,Santa Cruz de Tenerife,Santa Cruz de la Palma,-,-
Santa Cruz de la Salceda,Burgos,Santa Cruz de la Salceda,214.9,5
Santa Cruz de la Serós,Huesca,Santa Cruz de la Serós,1104.13,3
Santa Cruz de la Sierra,Cáceres,Santa Cruz de la Sierra,541.06,8
Santa Cruz de la Zarza,Toledo,Santa Cruz de la Zarza,-,-
Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos,160.0,1
Santa Cruz de Marchena,Almería,Santa Cruz de Marchena,-,-
Santa Cruz de Moncayo,Zaragoza,Santa Cruz de Moncayo,-,-
Santa Cruz de Moya,Cuenca,Santa Cruz de Moya,468.51,4
Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela,404.77,32
Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras,-,-
Santa Cruz de Paniagua,Cáceres,Santa Cruz de Paniagua,309.51,4
Santa Cruz de Pinares,Ávila,Santa Cruz de Pinares,636.03,10
Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife,2027.54,-
Santa Cruz de Yanguas,Soria,Santa Cruz de Yanguas,-,-
Santa Cruz del Comercio,Granada,Santa Cruz del Comercio,1487.26,19
Santa Cruz del Retamar,Toledo,Santa Cruz del Retamar,930.54,74
Santa Cruz del Valle,Ávila,Santa Cruz del Valle,512.54,11
Santa Cruz del Valle Urbión,Burgos,Santa Cruz del Valle Urbión,420.49,5
Santa Elena,Jaén,Santa Elena,559.63,27
Santa Elena de Jamuz,León,Santa Elena de Jamuz,447.19,6
Santa Engracia del Jubera,La Rioja,Santa Engracia del Jubera,230.77,3
Santa Eufemia,Córdoba,Santa Eufemia,-,7
Santa Eufemia del Arroyo,Valladolid,Santa Eufemia del Arroyo,-,-
Santa Eufemia del Barco,Zamora,Santa Eufemia del Barco,-,-
Santa Eugènia,Illes Balears,Santa Eugènia,3097.86,50
Santa Eugènia de Berga,Barcelona,Santa Eugènia de Berga,3263.16,25
Santa Eulalia,Teruel,Santa Eulalia,-,-
Santa Eulalia Bajera,La Rioja,Santa Eulalia Bajera,508.88,2
Santa Eulalia de Gállego,Zaragoza,Santa Eulalia de Gállego,-,-
Santa Eulalia de Oscos,Asturias,Santa Eulalia de Oscos,502.98,14
Santa Eulàlia de Riuprimer,Barcelona,Santa Eulàlia de Riuprimer,-,-
Santa Eulàlia de Ronçana,Barcelona,Santa Eulàlia de Ronçana,-,-
Santa Eulària des Riu,Illes Balears,Santa Eulària des Riu,6969.3,316
Santa Fe,Granada,Santa Fe,852.96,344
Santa Fe de Mondújar,Almería,Santa Fe de Mondújar,844.69,6
Santa Fe del Penedès,Barcelona,Santa Fe del Penedès,-,-
Santa Gadea del Cid,Burgos,Santa Gadea del Cid,595.08,12
Santa Inés,Burgos,Santa Inés,191.58,4
Santa Llogaia d'Àlguema,Girona,Santa Llogaia d'Àlguema,-,-
Santa Lucía de Tirajana,Las Palmas,Santa Lucía de Tirajana,1277.87,574
Santa Magdalena de Pulpis,Castellón,Santa Magdalena de Pulpis,491.42,10
Santa Margalida,Illes Balears,Santa Margalida,3174.2,234
Santa Margarida de Montbui,Barcelona,Santa Margarida de Montbui,1076.84,87
Santa Margarida i els Monjos,Barcelona,Santa Margarida i els Monjos,1277.85,68
Santa Maria d'Oló,Barcelona,Santa Maria d'Oló,-,-
Santa Maria de Besora,Barcelona,Santa Maria de Besora,515.4,2
Santa María de Cayón,Cantabria,Santa María de Cayón,820.93,243
Santa María de Dulcis,Huesca,Santa María de Dulcis,254.26,4
Santa María de Guía de Gran Canaria,Las Palmas,Santa María de Guía de Gran Canaria,1465.31,127
Santa María de Huerta,Soria,Santa María de Huerta,-,-
Santa María de la Alameda,Madrid,Santa María de la Alameda,1084.26,33
Santa María de la Isla,León,Santa María de la Isla,290.55,5
Santa María de la Vega,Zamora,Santa María de la Vega,-,-
Santa María de las Hoyas,Soria,Santa María de las Hoyas,-,-
Santa María de los Caballeros,Ávila,Santa María de los Caballeros,500.75,8
Santa María de los Llanos,Cuenca,Santa María de los Llanos,537.32,4
Santa Maria de Martorelles,Barcelona,Santa Maria de Martorelles,1729.97,8
Santa Maria de Merlès,Barcelona,Santa Maria de Merlès,-,-
Santa Maria de Miralles,Barcelona,Santa Maria de Miralles,724.04,6
Santa María de Ordás,León,Santa María de Ordás,513.3,8
Santa Maria de Palautordera,Barcelona,Santa Maria de Palautordera,1315.69,124
Santa María de Sando,Salamanca,Santa María de Sando,-,-
Santa María de Valverde,Zamora,Santa María de Valverde,-,-
Santa María del Arroyo,Ávila,Santa María del Arroyo,0,0
Santa María del Berrocal,Ávila,Santa María del Berrocal,258.85,6
Santa María del Camí,Illes Balears,Santa María del Camí,3697.33,83
Santa María del Campo,Burgos,Santa María del Campo,467.59,8
Santa María del Campo Rus,Cuenca,Santa María del Campo Rus,486.1,7
Santa María del Cubillo,Ávila,Santa María del Cubillo,330.01,7
Santa María del Invierno,Burgos,Santa María del Invierno,427.97,6
Santa María del Mercadillo,Burgos,Santa María del Mercadillo,-,-
Santa María del Monte de Cea,León,Santa María del Monte de Cea,347.77,3
Santa María del Páramo,León,Santa María del Páramo,738.48,40
Santa María del Tiétar,Ávila,Santa María del Tiétar,778.83,30
Santa María del Val,Cuenca,Santa María del Val,0,0
Santa María la Real de Nieva,Segovia,Santa María la Real de Nieva,745.45,24
Santa María Rivarredonda,Burgos,Santa María Rivarredonda,-,-
Santa Marina del Rey,León,Santa Marina del Rey,316.04,18
Santa Marta,Badajoz,Santa Marta,585.95,34
Santa Marta de Magasca,Cáceres,Santa Marta de Magasca,1159.42,2
Santa Marta de Tormes,Salamanca,Santa Marta de Tormes,1064.05,329
Santa Marta del Cerro,Segovia,Santa Marta del Cerro,-,-
Santa Olalla,Toledo,Santa Olalla,754.8,57
Santa Olalla de Bureba,Burgos,Santa Olalla de Bureba,83.5,4
Santa Olalla del Cala,Huelva,Santa Olalla del Cala,546.48,48
Santa Oliva,Tarragona,Santa Oliva,713.83,69
Santa Pau,Girona,Santa Pau,1725.11,21
Santa Perpètua de Mogoda,Barcelona,Santa Perpètua de Mogoda,2980.49,159
Santa Pola,Alicante,Santa Pola,2110.88,1330
Santa Susanna,Barcelona,Santa Susanna,1782.4,151
Santa Úrsula,Santa Cruz de Tenerife,Santa Úrsula,1912.46,123
Santacara,Navarra,Santacara,505.73,6
Santaella,Córdoba,Santaella,644.08,22
Santaliestra y San Quílez,Huesca,Santaliestra y San Quílez,279.53,3
Santander,Cantabria,Santander,3699.32,1858
Santanyí,Illes Balears,Santanyí,4377.25,279
Santas Martas,León,Santas Martas,554.35,18
Santed,Zaragoza,Santed,-,-
Santervás de Campos,Valladolid,Santervás de Campos,-,-
Santervás de la Vega,Palencia,Santervás de la Vega,300.0,1
Santiago de Alcántara,Cáceres,Santiago de Alcántara,292.11,11
Santiago de Calatrava,Jaén,Santiago de Calatrava,291.65,11
Santiago de Compostela,A Coruña,Santiago de Compostela,2130.77,1130
Santiago de la Puebla,Salamanca,Santiago de la Puebla,-,-
Santiago del Campo,Cáceres,Santiago del Campo,408.89,1
Santiago del Collado,Ávila,Santiago del Collado,293.59,4
Santiago del Teide,Santa Cruz de Tenerife,Santiago del Teide,3125.0,236
Santiago del Tormes,Ávila,Santiago del Tormes,-,-
Santiago Millas,León,Santiago Millas,636.81,10
Santiago-Pontones,Jaén,Santiago-Pontones,650.46,42
Santibáñez de Béjar,Salamanca,Santibáñez de Béjar,-,-
Santibáñez de Ecla,Palencia,Santibáñez de Ecla,553.89,3
Santibáñez de Esgueva,Burgos,Santibáñez de Esgueva,0,0
Santibáñez de la Peña,Palencia,Santibáñez de la Peña,399.42,14
Santibáñez de la Sierra,Salamanca,Santibáñez de la Sierra,-,-
Santibáñez de Tera,Zamora,Santibáñez de Tera,464.27,3
Santibáñez de Valcorba,Valladolid,Santibáñez de Valcorba,-,-
Santibáñez de Vidriales,Zamora,Santibáñez de Vidriales,-,-
Santibáñez del Val,Burgos,Santibáñez del Val,0,0
Santibáñez el Alto,Cáceres,Santibáñez el Alto,615.04,8
Santibáñez el Bajo,Cáceres,Santibáñez el Bajo,316.02,8
Santillana del Mar,Cantabria,Santillana del Mar,388.89,54
Santiponce,Sevilla,Santiponce,1665.38,32
Santiso,A Coruña,Santiso,549.29,8
Santisteban del Puerto,Jaén,Santisteban del Puerto,521.91,26
Santiurde de Reinosa,Cantabria,Santiurde de Reinosa,-,-
Santiurde de Toranzo,Cantabria,Santiurde de Toranzo,703.7,32
Santiuste,Guadalajara,Santiuste,0,0
Santiuste de Pedraza,Segovia,Santiuste de Pedraza,-,-
Santiuste de San Juan Bautista,Segovia,Santiuste de San Juan Bautista,-,-
Santiz,Salamanca,Santiz,-,-
Santo Adriano,Asturias,Santo Adriano,764.34,8
Santo Domingo de la Calzada,La Rioja,Santo Domingo de la Calzada,1012.3,475
Santo Domingo de las Posadas,Ávila,Santo Domingo de las Posadas,463.72,4
Santo Domingo de Pirón,Segovia,Santo Domingo de Pirón,-,-
Santo Domingo de Silos,Burgos,Santo Domingo de Silos,1116.02,7
Santo Domingo-Caudilla,Toledo,Santo Domingo-Caudilla,1421.43,90
Santo Tomé,Jaén,Santo Tomé,413.83,22
Santo Tomé de Zabarcos,Ávila,Santo Tomé de Zabarcos,393.53,4
Santo Tomé del Puerto,Segovia,Santo Tomé del Puerto,-,-
Santomera,Murcia,Santomera,813.25,178
Santoña,Cantabria,Santoña,1926.92,248
Santorcaz,Madrid,Santorcaz,1178.35,6
Santos (Los),Salamanca,Los Santos,-,-
Santos de la Humosa (Los),Madrid,Los Santos de la Humosa,1322.45,41
Santos de Maimona (Los),Badajoz,Los Santos de Maimona,1013.8,53
Santovenia,Zamora,Santovenia,-,-
Santovenia de la Valdoncina,León,Santovenia de la Valdoncina,738.42,28
Santovenia de Pisuerga,Valladolid,Santovenia de Pisuerga,-,-
Santoyo,Palencia,Santoyo,413.4,5
Santpedor,Barcelona,Santpedor,1060.79,55
Santurde de Rioja,La Rioja,Santurde de Rioja,-,-
Santurdejo,La Rioja,Santurdejo,613.23,12
Santurtzi,Bizkaia,Santurtzi,2529.07,586
Sanxenxo,Pontevedra,Sanxenxo,2405.12,782
Sanzoles,Zamora,Sanzoles,-,-
Sardón de Duero,Valladolid,Sardón de Duero,-,-
Sardón de los Frailes,Salamanca,Sardón de los Frailes,-,-
Sargentes de la Lora,Burgos,Sargentes de la Lora,465.9,7
Sariego,Asturias,Sariego,1002.2,26
Sariegos,León,Sariegos,1269.01,93
Sariñena,Huesca,Sariñena,442.36,41
Saro,Cantabria,Saro,708.33,20
Sarracín,Burgos,Sarracín,-,3
Sarral,Tarragona,Sarral,-,-
Sarreaus,Ourense,Sarreaus,261.85,13
Sarria,Lugo,Sarria,842.07,152
Sarrià de Ter,Girona,Sarrià de Ter,1985.22,30
Sarriés/Sartze,Navarra,Sarriés,-,-
Sarrión,Teruel,Sarrión,-,-
Sarroca de Bellera,Lleida,Sarroca de Bellera,852.21,4
Sarroca de Lleida,Lleida,Sarroca de Lleida,244.56,4
Sartaguda,Navarra,Sartaguda,703.87,24
Sartajada,Toledo,Sartajada,-,-
Sasamón,Burgos,Sasamón,336.9,14
Sástago,Zaragoza,Sástago,-,-
Saúca,Guadalajara,Saúca,576.47,1
Saucedilla,Cáceres,Saucedilla,538.46,1
Saucejo (El),Sevilla,El Saucejo,552,20
Saucelle,Salamanca,Saucelle,415.7,4
Sauquillo de Cabezas,Segovia,Sauquillo de Cabezas,-,-
Saus Camallera i Llampaies,Girona,Saus Camallera i Llampaies,-,-
Sauzal (El),Santa Cruz de Tenerife,El Sauzal,1609.66,82
Savallà del Comtat,Tarragona,Savallà del Comtat,-,-
Saviñao (O),Lugo,O Saviñao,418.41,40
Sax,Alicante,Sax,917.05,168
Sayalonga,Málaga,Sayalonga,1467.63,82
Sayatón,Guadalajara,Sayatón,319.23,4
Sebúlcor,Segovia,Sebúlcor,-,-
Seca (La),Valladolid,La Seca,-,-
Secastilla,Huesca,Secastilla,546.16,5
Secuita (La),Tarragona,La Secuita,424.46,32
Sedaví,Valencia,Sedaví,1727.57,86
Sedella,Málaga,Sedella,1125.25,37
Sediles,Zaragoza,Sediles,-,-
Segart,Valencia,Segart,-,-
Segorbe,Castellón,Segorbe,681.94,168
Segovia,Segovia,Segovia,2140.98,2370
Segura,Gipuzkoa,Segura,-,-
Segura de la Sierra,Jaén,Segura de la Sierra,1113.25,61
Segura de León,Badajoz,Segura de León,517.72,19
Segura de los Baños,Teruel,Segura de los Baños,-,-
Segura de Toro,Cáceres,Segura de Toro,460.86,4
Segurilla,Toledo,Segurilla,-,-
Seira,Huesca,Seira,1442.9,8
Selas,Guadalajara,Selas,244.47,2
Selaya,Cantabria,Selaya,-,-
Sella,Alicante,Sella,1459.91,34
Sellent,Valencia,Sellent,-,-
Selva,Illes Balears,Selva,1880.0,84
Selva de Mar (La),Girona,La Selva de Mar,3070.99,1
Selva del Camp (La),Tarragona,La Selva del Camp,1249.09,47
Semillas,Guadalajara,Semillas,0,0
Sempere,Valencia,Sempere,-,-
Sena,Huesca,Sena,252.5,2
Sena de Luna,León,Sena de Luna,277.12,6
Senan,Tarragona,Senan,-,-
Sencelles,Illes Balears,Sencelles,2358.59,92
Senés,Almería,Senés,960.75,15
Senés de Alcubierre,Huesca,Senés de Alcubierre,360.82,2
Sénia (La),Tarragona,La Sénia,670.36,133
Senija,Alicante,Senija,1086.04,12
Seno,Teruel,Seno,-,-
Senterada,Lleida,Senterada,1317.47,10
Sentiu de Sió (La),Lleida,La Sentiu de Sió,805.72,4
Sentmenat,Barcelona,Sentmenat,1817.09,111
Senyera,Valencia,Senyera,280.9,22
Sepulcro-Hilario,Salamanca,Sepulcro-Hilario,-,-
Sepúlveda,Segovia,Sepúlveda,-,-
Sequera de Fresno,Segovia,Sequera de Fresno,-,-
Sequera de Haza (La),Burgos,La Sequera de Haza,49.33,1
Sequeros,Salamanca,Sequeros,114.56,9
Serinyà,Girona,Serinyà,1205.37,16
Serna (La),Palencia,La Serna,202.06,2
Serna del Monte (La),Madrid,La Serna del Monte,480.74,3
Serón,Almería,Serón,661.55,43
Serón de Nágima,Soria,Serón de Nágima,-,-
Seròs,Lleida,Seròs,200.96,11
Serra,Valencia,Serra,903.35,89
Serra de Daró,Girona,Serra de Daró,3007.58,2
Serrada,Valladolid,Serrada,-,-
Serrada (La),Ávila,La Serrada,740.16,1
Serradilla,Cáceres,Serradilla,576.4,10
Serradilla del Arroyo,Salamanca,Serradilla del Arroyo,-,-
Serradilla del Llano,Salamanca,Serradilla del Llano,-,-
Serranillos,Ávila,Serranillos,626.67,3
Serranillos del Valle,Madrid,Serranillos del Valle,1363.4,37
Serratella (la),Castellón,La Serratella,-,-
Serrato,Málaga,Serrato,794.22,12
Serrejón,Cáceres,Serrejón,404.98,2
Sesa,Huesca,Sesa,532.92,1
Seseña,Toledo,Seseña,1413.71,315
Sesma,Navarra,Sesma,414.7,11
Sestao,Bizkaia,Sestao,2333.33,350
Sestrica,Zaragoza,Sestrica,-,-
Sesué,Huesca,Sesué,1720.57,11
Setcases,Girona,Setcases,1662.62,8
Setenil de las Bodegas,Cádiz,Setenil de las Bodegas,-,-
Setiles,Guadalajara,Setiles,233.85,2
Seu d'Urgell (La),Lleida,La Seu d'Urgell,-,-
Seva,Barcelona,Seva,1661.3,77
Sevilla,Sevilla,Sevilla,1543.65,-
Sevilla la Nueva,Madrid,Sevilla la Nueva,1718.0,85
Sevilleja de la Jara,Toledo,Sevilleja de la Jara,-,-
Sidamon,Lleida,Sidamon,760.6,8
Sienes,Guadalajara,Sienes,0,0
Siero,Asturias,Siero,1169.1,708
Sierpe (La),Salamanca,La Sierpe,-,-
Sierra de Fuentes,Cáceres,Sierra de Fuentes,767.04,25
Sierra de Luna,Zaragoza,Sierra de Luna,-,-
Sierra de Yeguas,Málaga,Sierra de Yeguas,633.64,43
Sierra Engarcerán,Castellón,Sierra Engarcerán,712.45,40
Sierro,Almería,Sierro,701.53,8
Siétamo,Huesca,Siétamo,869.51,14
Siete Aguas,Valencia,Siete Aguas,-,-
Siete Iglesias de Trabancos,Valladolid,Siete Iglesias de Trabancos,-,-
Sieteiglesias de Tormes,Salamanca,Sieteiglesias de Tormes,-,-
Sigeres,Ávila,Sigeres,0,0
Sigüenza,Guadalajara,Sigüenza,1204.58,56
Sigüés,Zaragoza,Sigüés,-,-
Siles,Jaén,Siles,693.73,32
Silla,Valencia,Silla,879.49,270
Silleda,Pontevedra,Silleda,558.68,93
Silos (Los),Santa Cruz de Tenerife,Los Silos,1136.79,60
Sils,Girona,Sils,1400.86,162
Simancas,Valladolid,Simancas,989.68,45
Simat de la Valldigna,Valencia,Simat de la Valldigna,-,-
Sinarcas,Valencia,Sinarcas,588.24,11
Sineu,Illes Balears,Sineu,441.49,74
Singra,Teruel,Singra,-,-
Sinlabajos,Ávila,Sinlabajos,565.13,4
Siruela,Badajoz,Siruela,345.76,27
Sisamón,Zaragoza,Sisamón,-,-
Sisante,Cuenca,Sisante,323.83,19
Sitges,Barcelona,Sitges,5401.76,960
Siurana,Girona,Siurana,6851.49,8
Soba,Cantabria,Soba,-,-
Sober,Lugo,Sober,1433.33,22
Sobradiel,Zaragoza,Sobradiel,-,-
Sobradillo,Salamanca,Sobradillo,-,-
Sobrado,A Coruña,Sobrado,420.29,22
Sobrado,León,Sobrado,115.0,2
Sobremunt,Barcelona,Sobremunt,966.11,4
Sobrescobio,Asturias,Sobrescobio,650.68,25
Socovos,Albacete,Socovos,505.94,14
Socuéllamos,Ciudad Real,Socuéllamos,403.55,150
Sojuela,La Rioja,Sojuela,1184.29,88
Solana (La),Ciudad Real,La Solana,467.22,45
Solana de Ávila,Ávila,Solana de Ávila,521.08,11
Solana de los Barros,Badajoz,Solana de los Barros,372.16,10
Solana de Rioalmar,Ávila,Solana de Rioalmar,1416.67,1
Solana del Pino,Ciudad Real,Solana del Pino,2109.12,7
Solanillos del Extremo,Guadalajara,Solanillos del Extremo,0,0
Solarana,Burgos,Solarana,55.56,1
Solera de Gabaldón,Cuenca,Solera de Gabaldón,-,-
Soleràs (El),Lleida,El Soleràs,100.0,8
Soliedra,Soria,Soliedra,-,-
Solivella,Tarragona,Solivella,-,-
Sollana,Valencia,Sollana,732.43,58
Sóller,Illes Balears,Sóller,3255.75,108
Solórzano,Cantabria,Solórzano,1356.59,54
Solosancho,Ávila,Solosancho,665.54,13
Solsona,Lleida,Solsona,1510.9,13
Somiedo,Asturias,Somiedo,931.88,60
Somolinos,Guadalajara,Somolinos,482.77,3
Somontín,Almería,Somontín,448.02,30
Somosierra,Madrid,Somosierra,1550.0,7
Somozas (As),A Coruña,As Somozas,-,-
Son Servera,Illes Balears,Son Servera,4443.85,234
Sondika,Bizkaia,Sondika,3391.41,32
Soneja,Castellón,Soneja,580.6,28
Sonseca,Toledo,Sonseca,509.44,79
Sopeira,Huesca,Sopeira,934.72,8
Sopela,Bizkaia,Sopela,-,-
Soportújar,Granada,Soportújar,1216.3,4
Sopuerta,Bizkaia,Sopuerta,1696.06,24
Sora,Barcelona,Sora,859.65,2
Soraluze-Placencia de las Armas,Gipuzkoa,Soraluze-Placencia de las Armas,-,-
Sorbas,Almería,Sorbas,722.86,73
Sordillos,Burgos,Sordillos,379.31,1
Soria,Soria,Soria,1079.63,510
Soriguera,Lleida,Soriguera,851.81,16
Sorihuela,Salamanca,Sorihuela,431.6,5
Sorihuela del Guadalimar,Jaén,Sorihuela del Guadalimar,247.31,3
Sorlada,Navarra,Sorlada,187.5,1
Sort,Lleida,Sort,1399.36,44
Sorvilán,Granada,Sorvilán,1384.98,22
Sorzano,La Rioja,Sorzano,970.17,4
Sos del Rey Católico,Zaragoza,Sos del Rey Católico,-,-
Soses,Lleida,Soses,506.61,4
Sot de Chera,Valencia,Sot de Chera,-,-
Sot de Ferrer,Castellón,Sot de Ferrer,883.21,7
Sotalbo,Ávila,Sotalbo,4210.53,2
Sotés,La Rioja,Sotés,595.03,7
Sotillo,Segovia,Sotillo,-,-
Sotillo (El),Guadalajara,El Sotillo,0,0
