municipio,provincia,municipio_nombre_humano,codigo_ine,linea_costa_provincia,linea_montana_provincia
Campillo de la Jara (El),Toledo,El Campillo de la Jara,45033,0,2
Campillo de Llerena,Badajoz,Campillo de Llerena,06029,3,0
Campillo de Ranas,Guadalajara,Campillo de Ranas,19060,0,1
Campillos,Málaga,Campillos,29032,1,2
Campillos-Paravientos,Cuenca,Campillos-Paravientos,16043,2,2
Campillos-Sierra,Cuenca,Campillos-Sierra,16044,2,2
Campins,Barcelona,Campins,08039,1,2
Campisábalos,Guadalajara,Campisábalos,19061,0,1
Campllong,Girona,Campllong,17038,1,1
Campo,Huesca,Campo,22074,2,1
Campo de Criptana,Ciudad Real,Campo de Criptana,13028,3,2
Campo de Mirra/Camp de Mirra (El),Alicante,El Campo de Mirra/Camp de Mirra,03051,1,3
Campo de Peñaranda (El),Salamanca,El Campo de Peñaranda,37077,0,2
Campo de San Pedro,Segovia,Campo de San Pedro,40039,3,1
Campo de Villavidel,León,Campo de Villavidel,24033,2,1
Campo Lameiro,Pontevedra,Campo Lameiro,36007,1,3
Campo Lugar,Cáceres,Campo Lugar,10043,0,3
Campo Real,Madrid,Campo Real,28033,3,2
Campofrío,Huelva,Campofrío,21019,1,0
Campolara,Burgos,Campolara,09066,2,2
Camponaraya,León,Camponaraya,24034,2,1
Campoo de Enmedio,Cantabria,Campoo de Enmedio,39027,1,1
Campoo de Yuso,Cantabria,Campoo de Yuso,39017,1,1
Camporredondo,Valladolid,Camporredondo,47032,3,0
Camporrélls,Huesca,Camporrélls,22075,2,1
Camporrobles,Valencia,Camporrobles,46080,1,0
Campos,Illes Balears,Campos,07013,1,2
Campos del Paraíso,Cuenca,Campos del Paraíso,16901,2,2
Campos del Río,Murcia,Campos del Río,30014,1,2
Campotéjar,Granada,Campotéjar,18038,1,1
Camprodon,Girona,Camprodon,17039,1,1
Camprovín,La Rioja,Camprovín,26037,2,2
Camuñas,Toledo,Camuñas,45034,0,2
Canal de Berdún,Huesca,Canal de Berdún,22076,2,1
Canalejas de Peñafiel,Valladolid,Canalejas de Peñafiel,47033,3,0
Canalejas del Arroyo,Cuenca,Canalejas del Arroyo,16045,2,2
Canales,Ávila,Canales,05046,0,1
Canales de la Sierra,La Rioja,Canales de la Sierra,26038,2,2
Canals,Valencia,Canals,46081,1,0
Candamo,Asturias,Candamo,33010,1,1
Candasnos,Huesca,Candasnos,22077,2,1
Candelaria,Santa Cruz de Tenerife,Candelaria,38011,1,2
Candelario,Salamanca,Candelario,37078,0,2
Candeleda,Ávila,Candeleda,05047,0,1
Candilichera,Soria,Candilichera,42049,3,1
Candín,León,Candín,24036,2,1
Canejan,Lleida,Canejan,25063,2,1
Canena,Jaén,Canena,23020,2,2
Canencia,Madrid,Canencia,28034,3,2
Canet d'Adri,Girona,Canet d'Adri,17040,1,1
Canet d'En Berenguer,Valencia,Canet d'En Berenguer,46082,1,0
Canet de Mar,Barcelona,Canet de Mar,08040,1,2
Canet lo Roig,Castellón,Canet lo Roig,12036,1,2
Canfranc,Huesca,Canfranc,22078,2,1
Cangas,Pontevedra,Cangas,36008,1,3
Cangas de Onís,Asturias,Cangas de Onís,33012,1,1
Cangas del Narcea,Asturias,Cangas del Narcea,33011,1,1
Canicosa de la Sierra,Burgos,Canicosa de la Sierra,09067,2,2
Caniles,Granada,Caniles,18039,1,1
Canillas de Abajo,Salamanca,Canillas de Abajo,37079,0,2
Canillas de Aceituno,Málaga,Canillas de Aceituno,29033,1,2
Canillas de Albaida,Málaga,Canillas de Albaida,29034,1,2
Canillas de Esgueva,Valladolid,Canillas de Esgueva,47034,3,0
Canillas de Río Tuerto,La Rioja,Canillas de Río Tuerto,26039,2,2
Canjáyar,Almería,Canjáyar,04030,1,2
Canonja (La),Tarragona,La Canonja,43907,1,2
Canovelles,Barcelona,Canovelles,08041,1,2
Cànoves i Samalús,Barcelona,Cànoves i Samalús,08042,1,2
Canredondo,Guadalajara,Canredondo,19064,0,1
Cantabrana,Burgos,Cantabrana,09068,2,2
Cantagallo,Salamanca,Cantagallo,37080,0,2
Cantalapiedra,Salamanca,Cantalapiedra,37081,0,2
Cantalejo,Segovia,Cantalejo,40040,3,1
Cantallops,Girona,Cantallops,17041,1,1
Cantalojas,Guadalajara,Cantalojas,19065,0,1
Cantalpino,Salamanca,Cantalpino,37082,0,2
Cantaracillo,Salamanca,Cantaracillo,37083,0,2
Cantavieja,Teruel,Cantavieja,44059,2,1
Cantillana,Sevilla,Cantillana,41023,2,0
Cantimpalos,Segovia,Cantimpalos,40041,3,1
Cantiveros,Ávila,Cantiveros,05048,0,1
Cantoria,Almería,Cantoria,04031,1,2
Canyelles,Barcelona,Canyelles,08043,1,2
Cañada,Alicante,Cañada,03052,1,3
Cañada de Benatanduz,Teruel,Cañada de Benatanduz,44060,2,1
Cañada de Calatrava,Ciudad Real,Cañada de Calatrava,13029,3,2
Cañada de Verich (La),Teruel,La Cañada de Verich,44061,2,1
Cañada del Hoyo,Cuenca,Cañada del Hoyo,16046,2,2
Cañada Juncosa,Cuenca,Cañada Juncosa,16047,2,2
Cañada Rosal,Sevilla,Cañada Rosal,41901,2,0
Cañada Vellida,Teruel,Cañada Vellida,44062,2,1
Cañamaque,Soria,Cañamaque,42050,3,1
Cañamares,Cuenca,Cañamares,16048,2,2
Cañamero,Cáceres,Cañamero,10044,0,3
Cáñar,Granada,Cáñar,18040,1,1
Cañas,La Rioja,Cañas,26040,2,2
Cañavate (El),Cuenca,El Cañavate,16049,2,2
Cañaveral,Cáceres,Cañaveral,10045,0,3
Cañaveral de León,Huelva,Cañaveral de León,21020,1,0
Cañaveras,Cuenca,Cañaveras,16050,2,2
Cañaveruelas,Cuenca,Cañaveruelas,16051,2,2
Cañete,Cuenca,Cañete,16052,2,2
Cañete de las Torres,Córdoba,Cañete de las Torres,14014,2,2
Cañete la Real,Málaga,Cañete la Real,29035,1,2
Cañiza (A),Pontevedra,A Cañiza,36009,1,3
Cañizal,Zamora,Cañizal,49034,3,2
Cañizar,Guadalajara,Cañizar,19066,0,1
Cañizar del Olivar,Teruel,Cañizar del Olivar,44063,2,1
Cañizares,Cuenca,Cañizares,16053,2,2
Cañizo,Zamora,Cañizo,49035,3,2
Capafonts,Tarragona,Capafonts,43039,1,2
Caparroso,Navarra,Caparroso,31065,2,2
Capçanes,Tarragona,Capçanes,43040,1,2
Capdepera,Illes Balears,Capdepera,07014,1,2
Capdesaso,Huesca,Capdesaso,22079,2,1
Capela (A),A Coruña,A Capela,15018,1,3
Capella,Huesca,Capella,22080,2,1
Capellades,Barcelona,Capellades,08044,1,2
Capileira,Granada,Capileira,18042,1,1
Capilla,Badajoz,Capilla,06030,3,0
Capillas,Palencia,Capillas,34045,2,2
Capmany,Girona,Capmany,17042,1,1
Capolat,Barcelona,Capolat,08045,1,2
Carabantes,Soria,Carabantes,42051,3,1
Carabaña,Madrid,Carabaña,28035,3,2
Carabias,Segovia,Carabias,40161,3,1
Caracena,Soria,Caracena,42052,3,1
Caracuel de Calatrava,Ciudad Real,Caracuel de Calatrava,13030,3,2
Carataunas,Granada,Carataunas,18043,1,1
Caravaca de la Cruz,Murcia,Caravaca de la Cruz,30015,1,2
Caravia,Asturias,Caravia,33013,1,1
Carazo,Burgos,Carazo,09070,2,2
Carbajales de Alba,Zamora,Carbajales de Alba,49036,3,2
Carbajo,Cáceres,Carbajo,10046,0,3
Carbajosa de la Sagrada,Salamanca,Carbajosa de la Sagrada,37085,0,2
Carballeda de Avia,Ourense,Carballeda de Avia,32018,2,2
Carballeda de Valdeorras,Ourense,Carballeda de Valdeorras,32017,2,2
Carballedo,Lugo,Carballedo,27009,1,2
Carballiño (O),Ourense,O Carballiño,32019,2,2
Carballo,A Coruña,Carballo,15019,1,3
Carbellino,Zamora,Carbellino,49037,3,2
Carboneras,Almería,Carboneras,04032,1,2
Carboneras de Guadazaón,Cuenca,Carboneras de Guadazaón,16055,2,2
Carbonero el Mayor,Segovia,Carbonero el Mayor,40043,3,1
Carboneros,Jaén,Carboneros,23021,2,2
Carcaboso,Cáceres,Carcaboso,10047,0,3
Carcabuey,Córdoba,Carcabuey,14015,2,2
Carcaixent,Valencia,Carcaixent,46083,1,0
Cárcar,Navarra,Cárcar,31066,2,2
Carcastillo,Navarra,Carcastillo,31067,2,2
Carcedo de Bureba,Burgos,Carcedo de Bureba,09071,2,2
Carcedo de Burgos,Burgos,Carcedo de Burgos,09072,2,2
Carcelén,Albacete,Carcelén,02020,2,2
Càrcer,Valencia,Càrcer,46084,1,0
Cárcheles,Jaén,Cárcheles,23901,2,2
Cardedeu,Barcelona,Cardedeu,08046,1,2
Cárdenas,La Rioja,Cárdenas,26041,2,2
Cardenete,Cuenca,Cardenete,16056,2,2
Cardeña,Córdoba,Cardeña,14016,2,2
Cardeñadijo,Burgos,Cardeñadijo,09073,2,2
Cardeñajimeno,Burgos,Cardeñajimeno,09074,2,2
Cardeñosa,Ávila,Cardeñosa,05049,0,1
Cardeñosa de Volpejera,Palencia,Cardeñosa de Volpejera,34046,2,2
Cardeñuela Riopico,Burgos,Cardeñuela Riopico,09075,2,2
Cardiel de los Montes,Toledo,Cardiel de los Montes,45035,0,2
Cardona,Barcelona,Cardona,08047,1,2
Cardoso de la Sierra (El),Guadalajara,El Cardoso de la Sierra,19067,0,1
Carenas,Zaragoza,Carenas,50072,2,1
Cariñena,Zaragoza,Cariñena,50073,2,1
Cariño,A Coruña,Cariño,15901,1,3
Carlet,Valencia,Carlet,46085,1,0
Carlota (La),Córdoba,La Carlota,14017,2,2
Carme,Barcelona,Carme,08048,1,2
Carmena,Toledo,Carmena,45036,0,2
Cármenes,León,Cármenes,24037,2,1
Carmona,Sevilla,Carmona,41024,2,0
Carmonita,Badajoz,Carmonita,06031,3,0
Carnota,A Coruña,Carnota,15020,1,3
Carolina (La),Jaén,La Carolina,23024,2,2
Carpio,Valladolid,Carpio,47035,3,0
Carpio (El),Córdoba,El Carpio,14018,2,2
Carpio de Azaba,Salamanca,Carpio de Azaba,37086,0,2
Carpio de Tajo (El),Toledo,El Carpio de Tajo,45037,0,2
Carracedelo,León,Carracedelo,24038,2,1
Carral,A Coruña,Carral,15021,1,3
Carranque,Toledo,Carranque,45038,0,2
Carrascal de Barregas,Salamanca,Carrascal de Barregas,37087,0,2
Carrascal del Obispo,Salamanca,Carrascal del Obispo,37088,0,2
Carrascal del Río,Segovia,Carrascal del Río,40044,3,1
Carrascalejo,Cáceres,Carrascalejo,10048,0,3
Carrascalejo (El),Badajoz,El Carrascalejo,06032,3,0
Carrascosa,Cuenca,Carrascosa,16057,2,2
Carrascosa de Abajo,Soria,Carrascosa de Abajo,42053,3,1
Carrascosa de Haro,Cuenca,Carrascosa de Haro,16058,2,2
Carrascosa de la Sierra,Soria,Carrascosa de la Sierra,42054,3,1
Carratraca,Málaga,Carratraca,29036,1,2
Carreño,Asturias,Carreño,33014,1,1
Carrera (La),Ávila,La Carrera,05051,0,1
Carrias,Burgos,Carrias,09076,2,2
Carriches,Toledo,Carriches,45039,0,2
Carrícola,Valencia,Carrícola,46086,1,0
Carrión de Calatrava,Ciudad Real,Carrión de Calatrava,13031,3,2
Carrión de los Céspedes,Sevilla,Carrión de los Céspedes,41025,2,0
Carrión de los Condes,Palencia,Carrión de los Condes,34047,2,2
Carrizo,León,Carrizo,24039,2,1
Carrizosa,Ciudad Real,Carrizosa,13032,3,2
Carrocera,León,Carrocera,24040,2,1
Cartagena,Murcia,Cartagena,30016,1,2
Cartajima,Málaga,Cartajima,29037,1,2
Cártama,Málaga,Cártama,29038,1,2
Cartaya,Huelva,Cartaya,21021,1,0
Cartelle,Ourense,Cartelle,32020,2,2
Cartes,Cantabria,Cartes,39018,1,1
Carucedo,León,Carucedo,24041,2,1
Casa de Uceda,Guadalajara,Casa de Uceda,19070,0,1
Casabermeja,Málaga,Casabermeja,29039,1,2
Casafranca,Salamanca,Casafranca,37089,0,2
Casalarreina,La Rioja,Casalarreina,26042,2,2
Casar (El),Guadalajara,El Casar,19071,0,1
Casar de Cáceres,Cáceres,Casar de Cáceres,10049,0,3
Casar de Escalona (El),Toledo,El Casar de Escalona,45040,0,2
Casar de Palomero,Cáceres,Casar de Palomero,10050,0,3
Casarabonela,Málaga,Casarabonela,29040,1,2
Casarejos,Soria,Casarejos,42055,3,1
Casares,Málaga,Casares,29041,1,2
Casares de las Hurdes,Cáceres,Casares de las Hurdes,10051,0,3
Casariche,Sevilla,Casariche,41026,2,0
Casarrubios del Monte,Toledo,Casarrubios del Monte,45041,0,2
Casarrubuelos,Madrid,Casarrubuelos,28036,3,2
Casas Altas,Valencia,Casas Altas,46087,1,0
Casas Bajas,Valencia,Casas Bajas,46088,1,0
Casas de Benítez,Cuenca,Casas de Benítez,16060,2,2
Casas de Don Antonio,Cáceres,Casas de Don Antonio,10052,0,3
Casas de Don Gómez,Cáceres,Casas de Don Gómez,10053,0,3
Casas de Don Pedro,Badajoz,Casas de Don Pedro,06033,3,0
Casas de Fernando Alonso,Cuenca,Casas de Fernando Alonso,16061,2,2
Casas de Garcimolina,Cuenca,Casas de Garcimolina,16062,2,2
Casas de Guijarro,Cuenca,Casas de Guijarro,16063,2,2
Casas de Haro,Cuenca,Casas de Haro,16064,2,2
Casas de Juan Núñez,Albacete,Casas de Juan Núñez,02021,2,2
Casas de Lázaro,Albacete,Casas de Lázaro,02022,2,2
Casas de los Pinos,Cuenca,Casas de los Pinos,16065,2,2
Casas de Millán,Cáceres,Casas de Millán,10056,0,3
Casas de Miravete,Cáceres,Casas de Miravete,10057,0,3
Casas de Reina,Badajoz,Casas de Reina,06034,3,0
Casas de San Galindo,Guadalajara,Casas de San Galindo,19073,0,1
Casas de Ves,Albacete,Casas de Ves,02023,2,2
Casas del Castañar,Cáceres,Casas del Castañar,10054,0,3
Casas del Conde (Las),Salamanca,Las Casas del Conde,37090,0,2
Casas del Monte,Cáceres,Casas del Monte,10055,0,3
Casas del Puerto,Ávila,Casas del Puerto,05052,0,1
Casas-Ibáñez,Albacete,Casas-Ibáñez,02024,2,2
Casasbuenas,Toledo,Casasbuenas,45042,0,2
Casaseca de Campeán,Zamora,Casaseca de Campeán,49038,3,2
Casaseca de las Chanas,Zamora,Casaseca de las Chanas,49039,3,2
Casasimarro,Cuenca,Casasimarro,16066,2,2
Casasola,Ávila,Casasola,05053,0,1
Casasola de Arión,Valladolid,Casasola de Arión,47036,3,0
Casatejada,Cáceres,Casatejada,10058,0,3
Casavieja,Ávila,Casavieja,05054,0,1
Casbas de Huesca,Huesca,Casbas de Huesca,22081,2,1
Cascajares de Bureba,Burgos,Cascajares de Bureba,09077,2,2
Cascajares de la Sierra,Burgos,Cascajares de la Sierra,09078,2,2
Cascante,Navarra,Cascante,31068,2,2
Cascante del Río,Teruel,Cascante del Río,44064,2,1
Cáseda,Navarra,Cáseda,31069,2,2
Caseres,Tarragona,Caseres,43041,1,2
Casillas,Ávila,Casillas,05055,0,1
Casillas de Coria,Cáceres,Casillas de Coria,10059,0,3
Casillas de Flores,Salamanca,Casillas de Flores,37091,0,2
Casinos,Valencia,Casinos,46089,1,0
Casla,Segovia,Casla,40045,3,1
Caso,Asturias,Caso,33015,1,1
Caspe,Zaragoza,Caspe,50074,2,1
Caspueñas,Guadalajara,Caspueñas,19074,0,1
Cassà de la Selva,Girona,Cassà de la Selva,17044,1,1
Casserres,Barcelona,Casserres,08049,1,2
Castalla,Alicante,Castalla,03053,1,3
Castañar de Ibor,Cáceres,Castañar de Ibor,10060,0,3
Castañares de Rioja,La Rioja,Castañares de Rioja,26043,2,2
Castañeda,Cantabria,Castañeda,39019,1,1
Castaño del Robledo,Huelva,Castaño del Robledo,21022,1,0
Cástaras,Granada,Cástaras,18044,1,1
Castejón,Cuenca,Castejón,16067,2,2
Castejón,Navarra,Castejón,31070,2,2
Castejón de Alarba,Zaragoza,Castejón de Alarba,50075,2,1
Castejón de Henares,Guadalajara,Castejón de Henares,19075,0,1
Castejón de las Armas,Zaragoza,Castejón de las Armas,50076,2,1
Castejón de Monegros,Huesca,Castejón de Monegros,22083,2,1
Castejón de Sos,Huesca,Castejón de Sos,22084,2,1
Castejón de Tornos,Teruel,Castejón de Tornos,44065,2,1
Castejón de Valdejasa,Zaragoza,Castejón de Valdejasa,50077,2,1
Castejón del Puente,Huesca,Castejón del Puente,22082,2,1
Castel de Cabra,Teruel,Castel de Cabra,44066,2,1
Castelflorite,Huesca,Castelflorite,22085,2,1
Castell (Es),Illes Balears,Es Castell,07064,1,2
Castell de Cabres,Castellón,Castell de Cabres,12037,1,2
Castell de Castells,Alicante,Castell de Castells,03054,1,3
Castell de Guadalest (El),Alicante,El Castell de Guadalest,03075,1,3
Castell de l'Areny,Barcelona,Castell de l'Areny,08057,1,2
Castell de Mur,Lleida,Castell de Mur,25904,2,1
Castell-Platja d'Aro,Girona,Castell-Platja d'Aro,17048,1,1
Castellanos de Castro,Burgos,Castellanos de Castro,09079,2,2
Castellanos de Moriscos,Salamanca,Castellanos de Moriscos,37092,0,2
Castellanos de Villiquera,Salamanca,Castellanos de Villiquera,37185,0,2
Castellanos de Zapardiel,Ávila,Castellanos de Zapardiel,05056,0,1
Castellar,Jaén,Castellar,23025,2,2
Castellar (El),Teruel,El Castellar,44070,2,1
Castellar de la Frontera,Cádiz,Castellar de la Frontera,11013,1,0
Castellar de la Muela,Guadalajara,Castellar de la Muela,19076,0,1
Castellar de la Ribera,Lleida,Castellar de la Ribera,25064,2,1
Castellar de n'Hug,Barcelona,Castellar de n'Hug,08052,1,2
Castellar de Santiago,Ciudad Real,Castellar de Santiago,13033,3,2
Castellar del Riu,Barcelona,Castellar del Riu,08050,1,2
Castellar del Vallès,Barcelona,Castellar del Vallès,08051,1,2
Castellbell i el Vilar,Barcelona,Castellbell i el Vilar,08053,1,2
Castellbisbal,Barcelona,Castellbisbal,08054,1,2
Castellcir,Barcelona,Castellcir,08055,1,2
Castelldans,Lleida,Castelldans,25067,2,1
Castelldefels,Barcelona,Castelldefels,08056,1,2
Castellet i la Gornal,Barcelona,Castellet i la Gornal,08058,1,2
Castellfollit de la Roca,Girona,Castellfollit de la Roca,17046,1,1
Castellfollit de Riubregós,Barcelona,Castellfollit de Riubregós,08060,1,2
Castellfollit del Boix,Barcelona,Castellfollit del Boix,08059,1,2
Castellfort,Castellón,Castellfort,12038,1,2
Castellgalí,Barcelona,Castellgalí,08061,1,2
Castellnou de Bages,Barcelona,Castellnou de Bages,08062,1,2
Castellnou de Seana,Lleida,Castellnou de Seana,25068,2,1
Castellnovo,Castellón,Castellnovo,12039,1,2
Castelló,Valencia,Castelló,46257,1,0
Castelló d'Empúries,Girona,Castelló d'Empúries,17047,1,1
Castelló de Farfanya,Lleida,Castelló de Farfanya,25069,2,1
Castelló de Rugat,Valencia,Castelló de Rugat,46090,1,0
Castellolí,Barcelona,Castellolí,08063,1,2
Castellón de la Plana,Castellón,Castellón de la Plana,12040,1,2
Castellonet de la Conquesta,Valencia,Castellonet de la Conquesta,46091,1,0
Castellote,Teruel,Castellote,44071,2,1
Castellserà,Lleida,Castellserà,25070,2,1
Castellterçol,Barcelona,Castellterçol,08064,1,2
Castellvell del Camp,Tarragona,Castellvell del Camp,43042,1,2
Castellví de la Marca,Barcelona,Castellví de la Marca,08065,1,2
Castellví de Rosanes,Barcelona,Castellví de Rosanes,08066,1,2
Castelnou,Teruel,Castelnou,44067,2,1
Castelserás,Teruel,Castelserás,44068,2,1
Castielfabib,Valencia,Castielfabib,46092,1,0
Castiello de Jaca,Huesca,Castiello de Jaca,22086,2,1
Castigaleu,Huesca,Castigaleu,22087,2,1
Castil de Peones,Burgos,Castil de Peones,09083,2,2
Castil de Vela,Palencia,Castil de Vela,34048,2,2
Castilblanco,Badajoz,Castilblanco,06035,3,0
Castilblanco de los Arroyos,Sevilla,Castilblanco de los Arroyos,41027,2,0
Castildelgado,Burgos,Castildelgado,09082,2,2
Castilfalé,León,Castilfalé,24042,2,1
Castilforte,Guadalajara,Castilforte,19078,0,1
Castilfrío de la Sierra,Soria,Castilfrío de la Sierra,42056,3,1
Castiliscar,Zaragoza,Castiliscar,50078,2,1
Castillazuelo,Huesca,Castillazuelo,22088,2,1
Castilleja de Guzmán,Sevilla,Castilleja de Guzmán,41028,2,0
Castilleja de la Cuesta,Sevilla,Castilleja de la Cuesta,41029,2,0
Castilleja del Campo,Sevilla,Castilleja del Campo,41030,2,0
Castilléjar,Granada,Castilléjar,18045,1,1
Castillejo de Iniesta,Cuenca,Castillejo de Iniesta,16068,2,2
Castillejo de Martín Viejo,Salamanca,Castillejo de Martín Viejo,37096,0,2
Castillejo de Mesleón,Segovia,Castillejo de Mesleón,40046,3,1
Castillejo de Robledo,Soria,Castillejo de Robledo,42058,3,1
Castillejo-Sierra,Cuenca,Castillejo-Sierra,16070,2,2
Castillo de Bayuela,Toledo,Castillo de Bayuela,45043,0,2
Castillo de Garcimuñoz,Cuenca,Castillo de Garcimuñoz,16072,2,2
Castillo de las Guardas (El),Sevilla,El Castillo de las Guardas,41031,2,0
Castillo de Locubín,Jaén,Castillo de Locubín,23026,2,2
Castillo de Villamalefa,Castellón,Castillo de Villamalefa,12041,1,2
Castillo-Albaráñez,Cuenca,Castillo-Albaráñez,16071,2,2
Castillonroy,Huesca,Castillonroy,22089,2,1
Castillonuevo,Navarra,Castillonuevo,31071,2,2
Castilnuevo,Guadalajara,Castilnuevo,19079,0,1
Castilruiz,Soria,Castilruiz,42057,3,1
Castraz,Salamanca,Castraz,37097,0,2
Castrejón de la Peña,Palencia,Castrejón de la Peña,34049,2,2
Castrejón de Trabancos,Valladolid,Castrejón de Trabancos,47037,3,0
Castrelo de Miño,Ourense,Castrelo de Miño,32022,2,2
Castrelo do Val,Ourense,Castrelo do Val,32021,2,2
Castril,Granada,Castril,18046,1,1
Castrillo de Cabrera,León,Castrillo de Cabrera,24043,2,1
Castrillo de Don Juan,Palencia,Castrillo de Don Juan,34050,2,2
Castrillo de Duero,Valladolid,Castrillo de Duero,47038,3,0
Castrillo de la Guareña,Zamora,Castrillo de la Guareña,49040,3,2
Castrillo de la Reina,Burgos,Castrillo de la Reina,09084,2,2
Castrillo de la Valduerna,León,Castrillo de la Valduerna,24044,2,1
Castrillo de la Vega,Burgos,Castrillo de la Vega,09085,2,2
Castrillo de Onielo,Palencia,Castrillo de Onielo,34051,2,2
Castrillo de Riopisuerga,Burgos,Castrillo de Riopisuerga,09088,2,2
Castrillo de Villavega,Palencia,Castrillo de Villavega,34052,2,2
Castrillo del Val,Burgos,Castrillo del Val,09086,2,2
Castrillo Mota de Judíos,Burgos,Castrillo Mota de Judíos,09090,2,2
Castrillo-Tejeriego,Valladolid,Castrillo-Tejeriego,47039,3,0
Castrillón,Asturias,Castrillón,33016,1,1
Castro Caldelas,Ourense,Castro Caldelas,32023,2,2
Castro de Filabres,Almería,Castro de Filabres,04033,1,2
Castro de Fuentidueña,Segovia,Castro de Fuentidueña,40047,3,1
Castro de Rei,Lugo,Castro de Rei,27010,1,2
Castro del Río,Córdoba,Castro del Río,14019,2,2
Castro-Urdiales,Cantabria,Castro-Urdiales,39020,1,1
Castrobol,Valladolid,Castrobol,47040,3,0
Castrocalbón,León,Castrocalbón,24046,2,1
Castrocontrigo,León,Castrocontrigo,24047,2,1
Castrodeza,Valladolid,Castrodeza,47041,3,0
Castrogonzalo,Zamora,Castrogonzalo,49041,3,2
Castrojeriz,Burgos,Castrojeriz,09091,2,2
Castrojimeno,Segovia,Castrojimeno,40048,3,1
Castromembibre,Valladolid,Castromembibre,47042,3,0
Castromocho,Palencia,Castromocho,34053,2,2
Castromonte,Valladolid,Castromonte,47043,3,0
Castronuevo,Zamora,Castronuevo,49042,3,2
Castronuevo de Esgueva,Valladolid,Castronuevo de Esgueva,47044,3,0
Castronuño,Valladolid,Castronuño,47045,3,0
Castropodame,León,Castropodame,24049,2,1
Castropol,Asturias,Castropol,33017,1,1
Castroponce,Valladolid,Castroponce,47046,3,0
Castroserna de Abajo,Segovia,Castroserna de Abajo,40049,3,1
Castroserracín,Segovia,Castroserracín,40051,3,1
Castrotierra de Valmadrigal,León,Castrotierra de Valmadrigal,24050,2,1
Castroverde,Lugo,Castroverde,27011,1,2
Castroverde de Campos,Zamora,Castroverde de Campos,49043,3,2
Castroverde de Cerrato,Valladolid,Castroverde de Cerrato,47047,3,0
Castroviejo,La Rioja,Castroviejo,26044,2,2
Castuera,Badajoz,Castuera,06036,3,0
Catadau,Valencia,Catadau,46093,1,0
Catarroja,Valencia,Catarroja,46094,1,0
Catí,Castellón,Catí,12042,1,2
Catllar (El),Tarragona,El Catllar,43043,1,2
Catoira,Pontevedra,Catoira,36010,1,3
Catral,Alicante,Catral,03055,1,3
Caudete,Albacete,Caudete,02025,2,2
Caudete de las Fuentes,Valencia,Caudete de las Fuentes,46095,1,0
Caudiel,Castellón,Caudiel,12043,1,2
Cava,Lleida,Cava,25071,2,1
Cavia,Burgos,Cavia,09063,2,2
Cayuela,Burgos,Cayuela,09093,2,2
Cazalegas,Toledo,Cazalegas,45045,0,2
Cazalilla,Jaén,Cazalilla,23027,2,2
Cazalla de la Sierra,Sevilla,Cazalla de la Sierra,41032,2,0
Cazorla,Jaén,Cazorla,23028,2,2
Cazurra,Zamora,Cazurra,49044,3,2
Cea,León,Cea,24051,2,1
Cebanico,León,Cebanico,24052,2,1
Cebolla,Toledo,Cebolla,45046,0,2
Cebrecos,Burgos,Cebrecos,09094,2,2
Cebreros,Ávila,Cebreros,05057,0,1
Cebrones del Río,León,Cebrones del Río,24053,2,1
Ceclavín,Cáceres,Ceclavín,10061,0,3
Cedeira,A Coruña,Cedeira,15022,1,3
Cedillo,Cáceres,Cedillo,10062,0,3
Cedillo de la Torre,Segovia,Cedillo de la Torre,40052,3,1
Cedillo del Condado,Toledo,Cedillo del Condado,45047,0,2
Cedrillas,Teruel,Cedrillas,44074,2,1
Cee,A Coruña,Cee,15023,1,3
Cehegín,Murcia,Cehegín,30017,1,2
Ceinos de Campos,Valladolid,Ceinos de Campos,47048,3,0
Celada del Camino,Burgos,Celada del Camino,09095,2,2
Celadas,Teruel,Celadas,44075,2,1
Celanova,Ourense,Celanova,32024,2,2
Cella,Teruel,Cella,44076,2,1
Cellera de Ter (La),Girona,La Cellera de Ter,17189,1,1
Cellorigo,La Rioja,Cellorigo,26045,2,2
Celrà,Girona,Celrà,17049,1,1
Cendea de Olza/Oltza Zendea,Navarra,Cendea de Olza/Oltza Zendea,31193,2,2
Cendejas de Enmedio,Guadalajara,Cendejas de Enmedio,19080,0,1
Cendejas de la Torre,Guadalajara,Cendejas de la Torre,19081,0,1
Cenes de la Vega,Granada,Cenes de la Vega,18047,1,1
Cenicero,La Rioja,Cenicero,26046,2,2
Cenicientos,Madrid,Cenicientos,28037,3,2
Cenizate,Albacete,Cenizate,02026,2,2
Cenlle,Ourense,Cenlle,32025,2,2
Centelles,Barcelona,Centelles,08067,1,2
Centenera,Guadalajara,Centenera,19082,0,1
Centenera de Andaluz,Soria,Centenera de Andaluz,42059,3,1
Cepeda,Salamanca,Cepeda,37098,0,2
