Provincia,Municipio,Localidad,Nombre,Ubicación
GRANADA,Puebla de Don Fadrique,PUEBLA DE DON FADRIQUE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL PUEBLA DE DON FADRIQUE
GRANADA,Purullena,PURULLENA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD PURULLENA
GRANADA,Salobreña,SALOBREÑA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SALOBREÑA
GRANADA,Santa Fe,SANTA FE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SANTA FE
GRANADA,"Taha, La",PITRES,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL PITRES
GRANADA,Ugíjar,UGÍJAR,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD UGÍJAR
GRANADA,Zafarraya,ZAFARRAYA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ZAFARRAYA
GRANADA,"Zubia, La",ZUBIA (LA),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LA ZUBIA
GUADALAJARA,Alcolea del Pinar,ALCOLEA DEL PINAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCOLEA DEL PINAR
GUADALAJARA,Almonacid de Zorita,ALMONACID DE ZORITA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ALMONACID DE ZORITA
GUADALAJARA,Atienza,ATIENZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ATIENZA
GUADALAJARA,Azuqueca de Henares,AZUQUECA DE HENARES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AZUQUECA DE HENARES
GUADALAJARA,Brihuega,BRIHUEGA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BRIHUEGA
GUADALAJARA,Budia,BUDIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL BUDIA
GUADALAJARA,Cabanillas del Campo,CABANILLAS DEL CAMPO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CABANILLAS DEL CAMPO
GUADALAJARA,"Casar, El",CASAR (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL CASAR DE TALAMANCA
GUADALAJARA,Checa,CHECA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CHECA ZONA ESPECIAL
GUADALAJARA,Chiloeches,CHILOECHES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CHILOECHES
GUADALAJARA,Cifuentes,CIFUENTES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CIFUENTES
GUADALAJARA,Cogolludo,COGOLLUDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD COGOLLUDO
GUADALAJARA,Galve de Sorbe,GALVE DE SORBE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GALVE DE SORBE
GUADALAJARA,Guadalajara,GUADALAJARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GUADALAJARA 5 - LOS MANANTIALES
GUADALAJARA,Hiendelaencina,HIENDELAENCINA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HIENDELAENCINA
GUADALAJARA,Horche,HORCHE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HORCHE
GUADALAJARA,Jadraque,JADRÁQUE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD JADRÁQUE
GUADALAJARA,Maranchón,MARANCHÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MARANCHÓN
GUADALAJARA,Marchamalo,MARCHAMALO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA CAMPIÑA
GUADALAJARA,Molina de Aragón,MOLINA DE ARAGÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MOLINA DE ARAGÓN
GUADALAJARA,Mondéjar,MONDÉJAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONDÉJAR
GUADALAJARA,Pastrana,PASTRANA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PASTRANA
GUADALAJARA,"Pobo de Dueñas, El",POBO DE DUEÑAS (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL POBO DE DUEÑAS
GUADALAJARA,Sacedón,SACEDÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SACEDÓN
GUADALAJARA,Sigüenza,SIGÜENZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SIGÜENZA
GUADALAJARA,Tamajón,TAMAJÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL TAMAJÓN
GUADALAJARA,Villanueva de Alcorón,VILLANUEVA DE ALCORÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DE ALCORÓN
GUADALAJARA,Yunquera de Henares,YUNQUERA DE HENARES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD YUNQUERA DE HENARES
GIPUZKOA,Azpeitia,AZPEITIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),AMBULATORIO AZPEITIA
GIPUZKOA,Beasain,BEASAIN,PUNTO DE ATENCIÓN CONTINUADA (PAC),AMBULATORIO BEASAIN
GIPUZKOA,Bergara,BERGARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BERGARA
GIPUZKOA,Donostia/San Sebastián,DONOSTIA-SAN SEBASTIÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),AMBULATORIO GROS
GIPUZKOA,Donostia/San Sebastián,DONOSTIA-SAN SEBASTIÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),AMBULATORIO DE AMARA BERRI
GIPUZKOA,Donostia/San Sebastián,DONOSTIA-SAN SEBASTIÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),PAC DONOSTIA
GIPUZKOA,Eibar,EIBAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),PAC DE TORREKUA - HOSPITAL DE EIBAR
GIPUZKOA,Errenteria,ERRENTERIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD IZTIETA
GIPUZKOA,Hernani,HERNANI,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HERNANI
GIPUZKOA,Irun,IRUN,PUNTO DE ATENCIÓN CONTINUADA (PAC),AMBULATORIO IRUN
GIPUZKOA,Tolosa,TOLOSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TOLOSA
GIPUZKOA,Zarautz,ZARAUTZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZARAUZ
HUELVA,Aljaraque,ALJARAQUE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALJARAQUE
HUELVA,Almonte,TORRE DE LA HIGUERA O MATALASCAÑAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL MATALASCAÑAS 
HUELVA,Almonte,EL ROCIO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL ROCIO
HUELVA,Almonte,ALMONTE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALMONTE
HUELVA,Alosno,THARSIS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL THARSIS
HUELVA,Aracena,ARACENA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ARACENA
HUELVA,Ayamonte,AYAMONTE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD AYAMONTE
HUELVA,Bollullos Par del Condado,BOLLULLOS PAR DEL CONDADO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BOLLULLOS PAR DEL CONDADO
HUELVA,Bonares,BONARES,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BONARES
HUELVA,Calañas,CALAÑAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CALAÑAS
HUELVA,Cartaya,ROMPIDO (EL),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL ROMPIDO (VERANO)
HUELVA,Cartaya,CARTAYA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CARTAYA
HUELVA,"Cerro de Andévalo, El",CERRO DE ANDÉVALO (EL),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL CERRO DE ANDÉVALO
HUELVA,Cortegana,CORTEGANA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CORTEGANA
HUELVA,Cumbres Mayores,CUMBRES MAYORES,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CUMBRES MAYORES
HUELVA,Encinasola,ENCINASOLA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ENCINASOLA
HUELVA,Gibraleón,GIBRALEÓN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD GIBRALEÓN
HUELVA,Huelva,HUELVA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD HUELVA - CENTRO
HUELVA,Isla Cristina,ISLA CRISTINA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ISLA CRISTINA
HUELVA,Jabugo,JABUGO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL JABUGO
HUELVA,Lepe,LEPE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LEPE
HUELVA,Lepe,LA ANTILLA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL LA ANTILLA (VERANO)
HUELVA,Moguer,MOGUER,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD MOGUER
HUELVA,Moguer,MAZAGÓN ,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL MAZAGÓN 
HUELVA,Nerva,NERVA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL NERVA
HUELVA,"Palma del Condado, La",LA PALMA DEL CONDADO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LA PALMA DEL CONDADO
HUELVA,Palos de la Frontera,PALOS DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD PALOS DE LA FRONTERA
HUELVA,Paterna del Campo,PATERNA DEL CAMPO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL PATERNA DEL CAMPO
HUELVA,Puebla de Guzmán,PUEBLA DE GUZMÁN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD PUEBLA DE GUZMÁN
HUELVA,Punta Umbría,PUNTA UMBRÍA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD PUNTA UMBRÍA
HUELVA,Punta Umbría,LA LAGUNA DEL PORTIL,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL PORTIL (VERANO)
HUELVA,Rociana del Condado,ROCIANA DEL CONDADO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ROCIANA DEL CONDADO
HUELVA,Rosal de la Frontera,ROSAL DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ROSAL DE LA FRONTERA
HUELVA,San Bartolomé de la Torre,SAN BARTOLOMÉ DE LA TORRE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL SAN BARTOLOMÉ DE LA TORRE 
HUELVA,San Juan del Puerto,SAN JUAN DEL PUERTO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SAN JUAN DEL PUERTO
HUELVA,Santa Olalla del Cala,SANTA OLALLA DEL CALA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SANTA OLALLA DEL CALA
HUELVA,Trigueros,TRIGUEROS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL TRIGUEROS
HUELVA,Valverde del Camino,VALVERDE DEL CAMINO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD VALVERDE DEL CAMINO
HUELVA,Villanueva de los Castillejos,VILLANUEVA DE LOS CASTILLEJOS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL VILLANUEVA DE LOS CASTILLEJOS
HUELVA,Zalamea la Real,ZALAMEA LA REAL,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ZALAMEA LA REAL
HUESCA,Abiego,ABIEGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ABIEGO
HUESCA,Aínsa-Sobrarbe,AÍNSA-SOBRARBE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AÍNSA
HUESCA,Albalate de Cinca,ALBALATE DE CINCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALBALATE DE CINCA
HUESCA,Almudévar,ALMUDÉVAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMUDÉVAR
HUESCA,Arén,ARÉN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ARÉN
HUESCA,Ayerbe,AYERBE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AYERBE
HUESCA,Barbastro,BARBASTRO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BARBASTRO
HUESCA,Benabarre,BENABARRE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENABARRE
HUESCA,Benasque,BENASQUE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL BENASQUE
HUESCA,Berbegal,BERBEGAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BERBEGAL
HUESCA,Biescas,BIESCAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BIESCAS
HUESCA,Binéfar,BINÉFAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BINÉFAR
HUESCA,Broto,BROTO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BROTO
HUESCA,Canal de Berdún,BERDÚN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BERDÚN
HUESCA,Canfranc,CANFRANC,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CANFRANC ESTACIÓN
HUESCA,Castejón de Sos,CASTEJÓN DE SOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASTEJÓN DE SOS
HUESCA,Fraga,FRAGA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD FRAGA
HUESCA,Grañén,GRAÑÉN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GRAÑÉN
HUESCA,Graus,GRAUS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GRAUS
HUESCA,Huesca,HUESCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HUESCA PIRINEOS
HUESCA,Jaca,JACA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD JACA
HUESCA,Monzón,MONZÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONZÓN
HUESCA,Sabiñánigo,SABIÑÁNIGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SABIÑÁNIGO
HUESCA,Sallent de Gállego,ESCARRILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ESCARRILLA
HUESCA,Sariñena,SARIÑENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SARIÑENA
HUESCA,Tamarite de Litera,TAMARITE DE LITERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TAMARITE DE LITERA
HUESCA,Tella-Sin,LAFORTUNADA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LAFORTUNADA
HUESCA,Valle de Hecho,HECHO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HECHO
JAÉN,Alcalá la Real,ALCALÁ LA REAL,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALCALÁ LA REAL
JAÉN,Alcaudete,ALCAUDETE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALCAUDETE
JAÉN,Aldeaquemada,ALDEAQUEMADA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ALDEAQUEMADA
JAÉN,Andújar,ANDÚJAR,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD VIRGEN DE LA CABEZA
JAÉN,Arjona,ARJONA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ARJONA
JAÉN,Baeza,BAEZA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BAEZA
JAÉN,Bailén,BAILÉN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BAILÉN
JAÉN,Beas de Segura,BEAS DE SEGURA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BEAS DE SEGURA - VIRGEN DE LA PAZ
JAÉN,Bélmez de la Moraleda,BÉLMEZ DE LA MORALEDA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL BÉLMEZ DE LA MORALEDA
JAÉN,Cabra del Santo Cristo,CABRA DEL SANTO CRISTO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL CABRA DEL SANTO CRISTO
JAÉN,Cambil,CAMBIL,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CAMBIL - "DON EUFRASIO MARTÍNEZ GALIANO"
JAÉN,Campillo de Arenas,CAMPILLO DE ARENAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL CAMPILLO DE ARENAS
SEGOVIA,Nava de la Asunción,NAVA DE LA ASUNCIÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NAVA DE LA ASUNCIÓN
SEGOVIA,Navafría,NAVAFRÍA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA SIERRA
SEGOVIA,Real Sitio de San Ildefonso,SAN ILDEFONSO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN ILDEFONSO - LA GRANJA
SEGOVIA,Riaza,RIAZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD RIAZA
SEGOVIA,Sacramenia,SACRAMENIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SACRAMENIA
SEGOVIA,Santa María la Real de Nieva,SANTA MARÍA LA REAL DE NIEVA,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL SANTA MARÍA LA REAL DE NIEVA
SEGOVIA,Segovia,SEGOVIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SEGOVIA III
SEGOVIA,Sepúlveda,SEPÚLVEDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SEPÚLVEDA
SEGOVIA,Turégano,TURÉGANO,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL TURÉGANO
SEGOVIA,Valverde del Majano,VALVERDE DEL MAJANO,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL VALVERDE DEL MAJANO
SEGOVIA,Villacastín,VILLACASTÍN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLACASTIN
SEVILLA,Alcalá de Guadaíra,ALCALÁ DE GUADAÍRA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALCALÁ DE GUADAÍRA - "DON PAULINO GARCÍA DONAS"
SEVILLA,Alcalá del Río,ALCALÁ DEL RÍO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALCALÁ DEL RÍO
SEVILLA,Alcolea del Río,ALCOLEA DEL RÍO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ALCOLEA DEL RÍO
SEVILLA,"Algaba, La",ALGABA (LA),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LA ALGABA
SEVILLA,Almadén de la Plata,ALMADÉN DE LA PLATA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ALMADÉN DE LA PLATA
SEVILLA,Arahal,ARAHAL,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ARAHAL
SEVILLA,Aznalcóllar,AZNALCÓLLAR,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL AZNALCÓLLAR
SEVILLA,Brenes,BRENES,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BRENES
SEVILLA,Burguillos,BURGUILLOS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL BURGUILLOS
SEVILLA,"Cabezas de San Juan, Las",CABEZAS DE SAN JUAN (LAS),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LAS CABEZAS DE SAN JUAN
SEVILLA,Camas,CAMAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CAMAS
SEVILLA,"Campana, La",CAMPANA (LA),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL LA CAMPANA
SEVILLA,Cantillana,CANTILLANA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CANTILLANA - "D. MANUEL MARROCO QUEVEDO"
SEVILLA,Carmona,GUADAJOZ ,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL GUADAJOZ 
SEVILLA,Carmona,CARMONA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CARMONA - NTRA. SRA. DE GRACIA
SEVILLA,Castilblanco de los Arroyos,CASTILBLANCO DE LOS ARROYOS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL CASTILBLANCO DE LOS ARROYOS
SEVILLA,Castilleja de la Cuesta,CASTILLEJA DE LA CUESTA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CASTILLEJA DE LA CUESTA
SEVILLA,"Castillo de las Guardas, El",CASTILLO DE LAS GUARDAS (EL),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL CASTILLO DE LAS GUARDAS
SEVILLA,Cazalla de la Sierra,CAZALLA DE LA SIERRA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CAZALLA DE LA SIERRA
SEVILLA,Constantina,CONSTANTINA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CONSTANTINA
SEVILLA,Coria del Río,CORIA DEL RÍO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD VIRGEN DE LA ESTRELLA
SEVILLA,"Coronil, El",CORONIL (EL),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL CORONIL DON JULIO BORREGUERO
SEVILLA,"Cuervo de Sevilla, El",CUERVO DE SEVILLA (EL),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD EL CUERVO
SEVILLA,Dos Hermanas,QUINTO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD MONTEQUINTO
SEVILLA,Dos Hermanas,DOS HERMANAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SAN HILARIO - DOS HERMANAS B
SEVILLA,Estepa,ESTEPA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ESTEPA
SEVILLA,Fuentes de Andalucía,FUENTES DE ANDALUCÍA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL FUENTES DE ANDALUCÍA
SEVILLA,"Garrobo, El",GARROBO (EL),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL GARROBO
SEVILLA,Gerena,GERENA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL GERENA
SEVILLA,Guadalcanal,GUADALCANAL,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL GUADALCANAL
SEVILLA,Guillena,GUILLENA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD GUILLENA DR. CORREA CHARRO
SEVILLA,Isla Mayor,ISLA MAYOR,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ISLA MAYOR
SEVILLA,Lora del Río,LORA DEL RÍO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LORA DEL RÍO - "VIRGEN DE SETEFILLA"
SEVILLA,Lora del Río,EL PRIORATO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL PRIORATO
SEVILLA,"Luisiana, La",LUISIANA (LA),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LA LUISIANA
SEVILLA,Mairena del Alcor,MAIRENA DEL ALCOR,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD MAIRENA DEL ALCOR
